Date,Year,Quarter,Nationality,Region,Sex,Appeals lodged
2019-10-01,2019,4,Kazakhstan,Asia Central,Female,1
2019-10-01,2019,4,Kazakhstan,Asia Central,Male,1
2019-10-01,2019,4,Kenya,Africa Sub-Saharan,Female,7
2019-10-01,2019,4,Kenya,Africa Sub-Saharan,Male,4
2019-10-01,2019,4,Korea (North),Asia East,Female,1
2019-10-01,2019,4,Korea (South),Asia East,Male,1
2019-10-01,2019,4,Kosovo,Europe Other,Female,2
2019-10-01,2019,4,Kosovo,Europe Other,Male,2
2019-10-01,2019,4,Kuwait,Middle East,Female,2
2019-10-01,2019,4,Kuwait,Middle East,Male,4
2019-10-01,2019,4,Kyrgyzstan,Asia Central,Female,1
2019-10-01,2019,4,Kyrgyzstan,Asia Central,Male,1
2019-10-01,2019,4,Lebanon,Middle East,Female,2
2019-10-01,2019,4,Lebanon,Middle East,Male,2
2019-10-01,2019,4,Libya,Africa North,Male,4
2019-10-01,2019,4,Malawi,Africa Sub-Saharan,Female,1
2019-10-01,2019,4,Malawi,Africa Sub-Saharan,Male,1
2019-10-01,2019,4,Malaysia,Asia South East,Female,2
2019-10-01,2019,4,Malaysia,Asia South East,Male,4
2019-10-01,2019,4,Mali,Africa Sub-Saharan,Female,1
2019-10-01,2019,4,Mali,Africa Sub-Saharan,Male,2
2019-10-01,2019,4,Mauritius,Africa Sub-Saharan,Female,1
2019-10-01,2019,4,Mongolia,Asia East,Female,1
2019-10-01,2019,4,Mongolia,Asia East,Male,2
2019-10-01,2019,4,Morocco,Africa North,Female,2
2019-10-01,2019,4,Morocco,Africa North,Male,3
2019-10-01,2019,4,Mozambique,Africa Sub-Saharan,Female,1
2019-10-01,2019,4,Mozambique,Africa Sub-Saharan,Male,1
2019-10-01,2019,4,Namibia,Africa Sub-Saharan,Female,32
2019-10-01,2019,4,Namibia,Africa Sub-Saharan,Male,11
2019-10-01,2019,4,Nepal,Asia South,Female,4
2019-10-01,2019,4,Nepal,Asia South,Male,5
2019-10-01,2019,4,Nicaragua,America Central and South,Female,3
2019-10-01,2019,4,Nicaragua,America Central and South,Male,3
2019-10-01,2019,4,Niger,Africa Sub-Saharan,Male,3
2019-10-01,2019,4,Nigeria,Africa Sub-Saharan,Female,38
2019-10-01,2019,4,Nigeria,Africa Sub-Saharan,Male,63
2019-10-01,2019,4,Occupied Palestinian Territories,Middle East,Male,13
2019-10-01,2019,4,Oman,Middle East,Male,3
2019-10-01,2019,4,Pakistan,Asia South,Female,30
2019-10-01,2019,4,Pakistan,Asia South,Male,97
2019-10-01,2019,4,Paraguay,America Central and South,Female,1
2019-10-01,2019,4,Philippines,Asia South East,Female,5
2019-10-01,2019,4,Philippines,Asia South East,Male,1
2019-10-01,2019,4,Refugee,Other,Female,2
2019-10-01,2019,4,Refugee,Other,Male,15
2019-10-01,2019,4,Russia,Europe Other,Female,3
2019-10-01,2019,4,Russia,Europe Other,Male,7
2019-10-01,2019,4,Rwanda,Africa Sub-Saharan,Female,1
2019-10-01,2019,4,Rwanda,Africa Sub-Saharan,Male,1
2019-10-01,2019,4,Saudi Arabia,Middle East,Male,1
2019-10-01,2019,4,Senegal,Africa Sub-Saharan,Male,2
2019-10-01,2019,4,Sierra Leone,Africa Sub-Saharan,Female,1
2019-10-01,2019,4,Sierra Leone,Africa Sub-Saharan,Male,3
2019-10-01,2019,4,Somalia,Africa Sub-Saharan,Female,2
2019-10-01,2019,4,Somalia,Africa Sub-Saharan,Male,11
2019-10-01,2019,4,South Africa,Africa Sub-Saharan,Female,3
2019-10-01,2019,4,South Africa,Africa Sub-Saharan,Male,2
2019-10-01,2019,4,Sri Lanka,Asia South,Female,8
2019-10-01,2019,4,Sri Lanka,Asia South,Male,51
2019-10-01,2019,4,St. Kitts and Nevis,America Central and South,Male,1
2019-10-01,2019,4,St. Lucia,America Central and South,Male,1
2019-10-01,2019,4,Stateless,Other,Male,14
2019-10-01,2019,4,Sudan,Africa North,Female,2
2019-10-01,2019,4,Sudan,Africa North,Male,24
2019-10-01,2019,4,Sudan (South),Africa Sub-Saharan,Male,1
2019-10-01,2019,4,Syria,Middle East,Male,6
2019-10-01,2019,4,Taiwan,Asia East,Female,1
2019-10-01,2019,4,Tajikistan,Asia Central,Female,1
2019-10-01,2019,4,Tanzania,Africa Sub-Saharan,Female,4
2019-10-01,2019,4,Tanzania,Africa Sub-Saharan,Male,6
2019-10-01,2019,4,Thailand,Asia South East,Female,1
2019-10-01,2019,4,Thailand,Asia South East,Male,1
2019-10-01,2019,4,Togo,Africa Sub-Saharan,Male,1
2019-10-01,2019,4,Trinidad and Tobago,America Central and South,Female,1
2019-10-01,2019,4,Trinidad and Tobago,America Central and South,Male,1
2019-10-01,2019,4,Tunisia,Africa North,Male,4
2019-10-01,2019,4,Turkey,Europe Other,Female,7
2019-10-01,2019,4,Turkey,Europe Other,Male,36
2019-10-01,2019,4,Uganda,Africa Sub-Saharan,Female,1
2019-10-01,2019,4,Uganda,Africa Sub-Saharan,Male,3
2019-10-01,2019,4,Ukraine,Europe Other,Female,3
2019-10-01,2019,4,Ukraine,Europe Other,Male,16
2019-10-01,2019,4,Venezuela,America Central and South,Female,2
2019-10-01,2019,4,Vietnam,Asia South East,Female,23
2019-10-01,2019,4,Vietnam,Asia South East,Male,38
2019-10-01,2019,4,Yemen,Middle East,Male,6
2019-10-01,2019,4,Zimbabwe,Africa Sub-Saharan,Female,13
2019-10-01,2019,4,Zimbabwe,Africa Sub-Saharan,Male,6
2020-01-01,2020,1,Afghanistan,Asia Central,Female,14
2020-01-01,2020,1,Afghanistan,Asia Central,Male,102
2020-01-01,2020,1,Albania,Europe Other,Female,78
2020-01-01,2020,1,Albania,Europe Other,Male,70
2020-01-01,2020,1,Algeria,Africa North,Female,3
2020-01-01,2020,1,Algeria,Africa North,Male,5
2020-01-01,2020,1,Angola,Africa Sub-Saharan,Female,2
2020-01-01,2020,1,Angola,Africa Sub-Saharan,Male,3
2020-01-01,2020,1,Australia,Oceania,Male,1
2020-01-01,2020,1,Bangladesh,Asia South,Female,9
2020-01-01,2020,1,Bangladesh,Asia South,Male,94
2020-01-01,2020,1,Belarus,Europe Other,Female,1
2020-01-01,2020,1,Belarus,Europe Other,Male,1
2020-01-01,2020,1,Benin,Africa Sub-Saharan,Female,2
2020-01-01,2020,1,Bolivia,America Central and South,Female,5
2020-01-01,2020,1,Botswana,Africa Sub-Saharan,Female,2
2020-01-01,2020,1,Brazil,America Central and South,Female,3
2020-01-01,2020,1,Brazil,America Central and South,Male,4
2020-01-01,2020,1,British overseas citizens,Other,Female,1
2020-01-01,2020,1,Burma,Asia South East,Male,2
2020-01-01,2020,1,Burundi,Africa Sub-Saharan,Female,1
2020-01-01,2020,1,Burundi,Africa Sub-Saharan,Male,1
2020-01-01,2020,1,Cameroon,Africa Sub-Saharan,Female,11
2020-01-01,2020,1,Cameroon,Africa Sub-Saharan,Male,8
2020-01-01,2020,1,Central African Republic,Africa Sub-Saharan,Male,1
2020-01-01,2020,1,Chad,Africa Sub-Saharan,Male,4
2020-01-01,2020,1,China,Asia East,Female,21
2020-01-01,2020,1,China,Asia East,Male,21
2020-01-01,2020,1,Congo,Africa Sub-Saharan,Female,1
2020-01-01,2020,1,Congo (Democratic Republic),Africa Sub-Saharan,Female,8
2020-01-01,2020,1,Congo (Democratic Republic),Africa Sub-Saharan,Male,3
2020-01-01,2020,1,Cuba,America Central and South,Male,1
2020-01-01,2020,1,Dominica,America Central and South,Male,1
2020-01-01,2020,1,Egypt,Africa North,Female,2
2020-01-01,2020,1,Egypt,Africa North,Male,33
2020-01-01,2020,1,El Salvador,America Central and South,Female,8
2020-01-01,2020,1,El Salvador,America Central and South,Male,21
2020-01-01,2020,1,Eritrea,Africa Sub-Saharan,Female,6
2020-01-01,2020,1,Eritrea,Africa Sub-Saharan,Male,24
2020-01-01,2020,1,Ethiopia,Africa Sub-Saharan,Female,20
2020-01-01,2020,1,Ethiopia,Africa Sub-Saharan,Male,53
2020-01-01,2020,1,"Gambia, The",Africa Sub-Saharan,Male,3
2020-01-01,2020,1,Georgia,Europe Other,Female,1
2020-01-01,2020,1,Georgia,Europe Other,Male,4
2020-01-01,2020,1,Ghana,Africa Sub-Saharan,Female,3
2020-01-01,2020,1,Ghana,Africa Sub-Saharan,Male,19
2020-01-01,2020,1,Grenada,America Central and South,Male,2
2020-01-01,2020,1,Guatemala,America Central and South,Male,2
2020-01-01,2020,1,Guinea,Africa Sub-Saharan,Male,2
2020-01-01,2020,1,Guyana,America Central and South,Male,1
2020-01-01,2020,1,Honduras,America Central and South,Female,4
2020-01-01,2020,1,Honduras,America Central and South,Male,6
2020-01-01,2020,1,Hong Kong,Asia East,Female,1
2020-01-01,2020,1,India,Asia South,Female,19
2020-01-01,2020,1,India,Asia South,Male,47
2020-01-01,2020,1,Iran,Middle East,Female,13
2020-01-01,2020,1,Iran,Middle East,Male,170
2020-01-01,2020,1,Iraq,Middle East,Female,41
2020-01-01,2020,1,Iraq,Middle East,Male,298
2020-01-01,2020,1,Israel,Middle East,Female,1
2020-01-01,2020,1,Ivory Coast,Africa Sub-Saharan,Female,1
2020-01-01,2020,1,Ivory Coast,Africa Sub-Saharan,Male,1
2020-01-01,2020,1,Jamaica,America Central and South,Female,1
2020-01-01,2020,1,Jamaica,America Central and South,Male,3
2020-01-01,2020,1,Jordan,Middle East,Female,2
2020-01-01,2020,1,Jordan,Middle East,Male,4
2020-01-01,2020,1,Kazakhstan,Asia Central,Female,2
2020-01-01,2020,1,Kazakhstan,Asia Central,Male,2
2020-01-01,2020,1,Kenya,Africa Sub-Saharan,Female,7
2020-01-01,2020,1,Kenya,Africa Sub-Saharan,Male,12
2020-01-01,2020,1,Kosovo,Europe Other,Female,1
2020-01-01,2020,1,Kuwait,Middle East,Female,1
2020-01-01,2020,1,Kuwait,Middle East,Male,4
2020-01-01,2020,1,Kyrgyzstan,Asia Central,Female,1
2020-01-01,2020,1,Lebanon,Middle East,Female,1
2020-01-01,2020,1,Lebanon,Middle East,Male,2
2020-01-01,2020,1,Liberia,Africa Sub-Saharan,Male,2
2020-01-01,2020,1,Libya,Africa North,Male,6
2020-01-01,2020,1,Malawi,Africa Sub-Saharan,Female,3
2020-01-01,2020,1,Malaysia,Asia South East,Female,3
2020-01-01,2020,1,Malaysia,Asia South East,Male,5
2020-01-01,2020,1,Mali,Africa Sub-Saharan,Male,3
2020-01-01,2020,1,Mauritius,Africa Sub-Saharan,Female,3
2020-01-01,2020,1,Mauritius,Africa Sub-Saharan,Male,1
2020-01-01,2020,1,Mexico,America Central and South,Female,2
2020-01-01,2020,1,Mexico,America Central and South,Male,2
2020-01-01,2020,1,Mongolia,Asia East,Female,1
2020-01-01,2020,1,Mongolia,Asia East,Male,1
2020-01-01,2020,1,Morocco,Africa North,Female,2
2020-01-01,2020,1,Morocco,Africa North,Male,5
2020-01-01,2020,1,Mozambique,Africa Sub-Saharan,Male,1
2020-01-01,2020,1,Namibia,Africa Sub-Saharan,Female,30
2020-01-01,2020,1,Namibia,Africa Sub-Saharan,Male,18
2020-01-01,2020,1,Nepal,Asia South,Female,3
2020-01-01,2020,1,Nepal,Asia South,Male,6
2020-01-01,2020,1,Nicaragua,America Central and South,Female,1
2020-01-01,2020,1,Nicaragua,America Central and South,Male,2
2020-01-01,2020,1,Nigeria,Africa Sub-Saharan,Female,48
2020-01-01,2020,1,Nigeria,Africa Sub-Saharan,Male,58
2020-01-01,2020,1,Occupied Palestinian Territories,Middle East,Female,1
2020-01-01,2020,1,Occupied Palestinian Territories,Middle East,Male,8
2020-01-01,2020,1,Oman,Middle East,Male,1
2020-01-01,2020,1,Other and unknown,Other,Male,1
2020-01-01,2020,1,Pakistan,Asia South,Female,39
2020-01-01,2020,1,Pakistan,Asia South,Male,93
2020-01-01,2020,1,Philippines,Asia South East,Female,8
2020-01-01,2020,1,Refugee,Other,Female,3
2020-01-01,2020,1,Refugee,Other,Male,13
2020-01-01,2020,1,Russia,Europe Other,Female,2
2020-01-01,2020,1,Russia,Europe Other,Male,19
2020-01-01,2020,1,Rwanda,Africa Sub-Saharan,Female,1
2020-01-01,2020,1,Rwanda,Africa Sub-Saharan,Male,1
2020-01-01,2020,1,Saudi Arabia,Middle East,Male,1
2020-01-01,2020,1,Senegal,Africa Sub-Saharan,Female,1
2020-01-01,2020,1,Senegal,Africa Sub-Saharan,Male,2
2020-01-01,2020,1,Sierra Leone,Africa Sub-Saharan,Female,2
2020-01-01,2020,1,Sierra Leone,Africa Sub-Saharan,Male,4
2020-01-01,2020,1,Somalia,Africa Sub-Saharan,Female,1
2020-01-01,2020,1,Somalia,Africa Sub-Saharan,Male,17
2020-01-01,2020,1,South Africa,Africa Sub-Saharan,Female,4
2020-01-01,2020,1,South Africa,Africa Sub-Saharan,Male,7
2020-01-01,2020,1,Sri Lanka,Asia South,Female,12
2020-01-01,2020,1,Sri Lanka,Asia South,Male,51
2020-01-01,2020,1,St. Lucia,America Central and South,Female,1
2020-01-01,2020,1,St. Lucia,America Central and South,Male,1
2020-01-01,2020,1,St. Vincent and the Grenadines,America Central and South,Female,1
2020-01-01,2020,1,Stateless,Other,Female,3
2020-01-01,2020,1,Stateless,Other,Male,9
2020-01-01,2020,1,Sudan,Africa North,Female,3
2020-01-01,2020,1,Sudan,Africa North,Male,11
2020-01-01,2020,1,Sudan (South),Africa Sub-Saharan,Male,2
2020-01-01,2020,1,Syria,Middle East,Female,1
2020-01-01,2020,1,Syria,Middle East,Male,8
2020-01-01,2020,1,Tanzania,Africa Sub-Saharan,Female,1
2020-01-01,2020,1,Tanzania,Africa Sub-Saharan,Male,5
2020-01-01,2020,1,Thailand,Asia South East,Female,3
2020-01-01,2020,1,Togo,Africa Sub-Saharan,Female,2
2020-01-01,2020,1,Togo,Africa Sub-Saharan,Male,2
2020-01-01,2020,1,Trinidad and Tobago,America Central and South,Female,2
2020-01-01,2020,1,Trinidad and Tobago,America Central and South,Male,1
2020-01-01,2020,1,Turkey,Europe Other,Female,14
2020-01-01,2020,1,Turkey,Europe Other,Male,32
2020-01-01,2020,1,Uganda,Africa Sub-Saharan,Female,1
2020-01-01,2020,1,Uganda,Africa Sub-Saharan,Male,3
2020-01-01,2020,1,Ukraine,Europe Other,Female,5
2020-01-01,2020,1,Ukraine,Europe Other,Male,19
2020-01-01,2020,1,United States,America North,Male,1
2020-01-01,2020,1,Venezuela,America Central and South,Female,1
2020-01-01,2020,1,Venezuela,America Central and South,Male,1
2020-01-01,2020,1,Vietnam,Asia South East,Female,24
2020-01-01,2020,1,Vietnam,Asia South East,Male,28
2020-01-01,2020,1,Yemen,Middle East,Female,2
2020-01-01,2020,1,Yemen,Middle East,Male,6
2020-01-01,2020,1,Zambia,Africa Sub-Saharan,Female,1
2020-01-01,2020,1,Zimbabwe,Africa Sub-Saharan,Female,8
2020-01-01,2020,1,Zimbabwe,Africa Sub-Saharan,Male,11
2020-04-01,2020,2,Afghanistan,Asia Central,Female,4
2020-04-01,2020,2,Afghanistan,Asia Central,Male,32
2020-04-01,2020,2,Albania,Europe Other,Female,14
2020-04-01,2020,2,Albania,Europe Other,Male,13
2020-04-01,2020,2,Algeria,Africa North,Female,1
2020-04-01,2020,2,Algeria,Africa North,Male,4
2020-04-01,2020,2,Angola,Africa Sub-Saharan,Female,4
2020-04-01,2020,2,Angola,Africa Sub-Saharan,Male,1
2020-04-01,2020,2,Azerbaijan,Europe Other,Male,1
2020-04-01,2020,2,Bahrain,Middle East,Male,1
2020-04-01,2020,2,Bangladesh,Asia South,Female,1
2020-04-01,2020,2,Bangladesh,Asia South,Male,36
2020-04-01,2020,2,Bolivia,America Central and South,Male,1
2020-04-01,2020,2,Brazil,America Central and South,Female,3
2020-04-01,2020,2,Brazil,America Central and South,Male,2
2020-04-01,2020,2,Burkina,Africa Sub-Saharan,Female,1
2020-04-01,2020,2,Cameroon,Africa Sub-Saharan,Female,2
2020-04-01,2020,2,Cameroon,Africa Sub-Saharan,Male,2
2020-04-01,2020,2,Chad,Africa Sub-Saharan,Male,3
2020-04-01,2020,2,China,Asia East,Female,3
2020-04-01,2020,2,China,Asia East,Male,12
2020-04-01,2020,2,Colombia,America Central and South,Male,2
2020-04-01,2020,2,Congo,Africa Sub-Saharan,Male,1
2020-04-01,2020,2,Congo (Democratic Republic),Africa Sub-Saharan,Female,1
2020-04-01,2020,2,Cuba,America Central and South,Female,2
2020-04-01,2020,2,Dominica,America Central and South,Female,1
2020-04-01,2020,2,Egypt,Africa North,Male,7
2020-04-01,2020,2,El Salvador,America Central and South,Female,8
2020-04-01,2020,2,El Salvador,America Central and South,Male,20
2020-04-01,2020,2,Eritrea,Africa Sub-Saharan,Female,2
2020-04-01,2020,2,Eritrea,Africa Sub-Saharan,Male,8
2020-04-01,2020,2,Ethiopia,Africa Sub-Saharan,Female,3
2020-04-01,2020,2,Ethiopia,Africa Sub-Saharan,Male,26
2020-04-01,2020,2,"Gambia, The",Africa Sub-Saharan,Female,2
2020-04-01,2020,2,Georgia,Europe Other,Female,1
2020-04-01,2020,2,Ghana,Africa Sub-Saharan,Female,3
2020-04-01,2020,2,Ghana,Africa Sub-Saharan,Male,5
2020-04-01,2020,2,Guinea,Africa Sub-Saharan,Male,1
2020-04-01,2020,2,Honduras,America Central and South,Female,4
2020-04-01,2020,2,Honduras,America Central and South,Male,1
2020-04-01,2020,2,India,Asia South,Female,5
2020-04-01,2020,2,India,Asia South,Male,14
2020-04-01,2020,2,Iran,Middle East,Female,6
2020-04-01,2020,2,Iran,Middle East,Male,65
2020-04-01,2020,2,Iraq,Middle East,Female,13
2020-04-01,2020,2,Iraq,Middle East,Male,125
2020-04-01,2020,2,Ivory Coast,Africa Sub-Saharan,Male,1
2020-04-01,2020,2,Jamaica,America Central and South,Female,1
2020-04-01,2020,2,Jamaica,America Central and South,Male,1
2020-04-01,2020,2,Jordan,Middle East,Male,1
2020-04-01,2020,2,Kenya,Africa Sub-Saharan,Female,1
2020-04-01,2020,2,Kenya,Africa Sub-Saharan,Male,2
2020-04-01,2020,2,Kuwait,Middle East,Female,2
2020-04-01,2020,2,Kuwait,Middle East,Male,2
2020-04-01,2020,2,Lebanon,Middle East,Female,1
2020-04-01,2020,2,Liberia,Africa Sub-Saharan,Male,1
2020-04-01,2020,2,Libya,Africa North,Male,1
2020-04-01,2020,2,Malawi,Africa Sub-Saharan,Female,1
2020-04-01,2020,2,Malaysia,Asia South East,Female,1
2020-04-01,2020,2,Malaysia,Asia South East,Male,4
2020-04-01,2020,2,Mali,Africa Sub-Saharan,Male,1
2020-04-01,2020,2,Morocco,Africa North,Male,3
2020-04-01,2020,2,Namibia,Africa Sub-Saharan,Female,13
2020-04-01,2020,2,Namibia,Africa Sub-Saharan,Male,5
2020-04-01,2020,2,Nepal,Asia South,Female,1
2020-04-01,2020,2,Nicaragua,America Central and South,Female,1
2020-04-01,2020,2,Nigeria,Africa Sub-Saharan,Female,14
2020-04-01,2020,2,Nigeria,Africa Sub-Saharan,Male,11
2020-04-01,2020,2,Occupied Palestinian Territories,Middle East,Male,9
2020-04-01,2020,2,Pakistan,Asia South,Female,7
2020-04-01,2020,2,Pakistan,Asia South,Male,42
2020-04-01,2020,2,Philippines,Asia South East,Female,1
2020-04-01,2020,2,Refugee,Other,Male,2
2020-04-01,2020,2,Russia,Europe Other,Female,1
2020-04-01,2020,2,Russia,Europe Other,Male,4
2020-04-01,2020,2,Saudi Arabia,Middle East,Male,1
2020-04-01,2020,2,Sierra Leone,Africa Sub-Saharan,Female,1
2020-04-01,2020,2,Sierra Leone,Africa Sub-Saharan,Male,2
2020-04-01,2020,2,Somalia,Africa Sub-Saharan,Female,1
2020-04-01,2020,2,Somalia,Africa Sub-Saharan,Male,2
2020-04-01,2020,2,South Africa,Africa Sub-Saharan,Female,2
2020-04-01,2020,2,Sri Lanka,Asia South,Female,3
2020-04-01,2020,2,Sri Lanka,Asia South,Male,11
2020-04-01,2020,2,St. Vincent and the Grenadines,America Central and South,Female,1
2020-04-01,2020,2,Stateless,Other,Female,1
2020-04-01,2020,2,Stateless,Other,Male,4
2020-04-01,2020,2,Sudan,Africa North,Female,2
2020-04-01,2020,2,Sudan,Africa North,Male,6
2020-04-01,2020,2,Sudan (South),Africa Sub-Saharan,Male,2
2020-04-01,2020,2,Syria,Middle East,Male,1
2020-04-01,2020,2,Tanzania,Africa Sub-Saharan,Female,1
2020-04-01,2020,2,Tunisia,Africa North,Female,1
2020-04-01,2020,2,Turkey,Europe Other,Female,5
2020-04-01,2020,2,Turkey,Europe Other,Male,6
2020-04-01,2020,2,Uganda,Africa Sub-Saharan,Female,1
2020-04-01,2020,2,Uganda,Africa Sub-Saharan,Male,4
2020-04-01,2020,2,Ukraine,Europe Other,Male,7
2020-04-01,2020,2,United States,America North,Female,1
2020-04-01,2020,2,Vietnam,Asia South East,Female,3
2020-04-01,2020,2,Vietnam,Asia South East,Male,13
2020-04-01,2020,2,Yemen,Middle East,Male,2
2020-04-01,2020,2,Zimbabwe,Africa Sub-Saharan,Female,5
2020-04-01,2020,2,Zimbabwe,Africa Sub-Saharan,Male,2
2020-07-01,2020,3,Afghanistan,Asia Central,Female,3
2020-07-01,2020,3,Afghanistan,Asia Central,Male,70
2020-07-01,2020,3,Albania,Europe Other,Female,49
2020-07-01,2020,3,Albania,Europe Other,Male,40
2020-07-01,2020,3,Algeria,Africa North,Female,3
2020-07-01,2020,3,Algeria,Africa North,Male,7
2020-07-01,2020,3,Angola,Africa Sub-Saharan,Female,2
2020-07-01,2020,3,Angola,Africa Sub-Saharan,Male,2
2020-07-01,2020,3,Azerbaijan,Europe Other,Female,1
2020-07-01,2020,3,Azerbaijan,Europe Other,Male,1
2020-07-01,2020,3,Bangladesh,Asia South,Female,5
2020-07-01,2020,3,Bangladesh,Asia South,Male,50
2020-07-01,2020,3,Brazil,America Central and South,Female,1
2020-07-01,2020,3,Brazil,America Central and South,Male,1
2020-07-01,2020,3,Burundi,Africa Sub-Saharan,Male,2
2020-07-01,2020,3,Cameroon,Africa Sub-Saharan,Female,4
2020-07-01,2020,3,Cameroon,Africa Sub-Saharan,Male,3
2020-07-01,2020,3,Chad,Africa Sub-Saharan,Male,1
2020-07-01,2020,3,China,Asia East,Female,6
2020-07-01,2020,3,China,Asia East,Male,6
2020-07-01,2020,3,Congo (Democratic Republic),Africa Sub-Saharan,Female,4
2020-07-01,2020,3,Congo (Democratic Republic),Africa Sub-Saharan,Male,1
2020-07-01,2020,3,Cuba,America Central and South,Female,1
2020-07-01,2020,3,Czech Republic,EU 8,Male,1
2020-07-01,2020,3,Egypt,Africa North,Female,1
2020-07-01,2020,3,Egypt,Africa North,Male,11
2020-07-01,2020,3,El Salvador,America Central and South,Female,10
2020-07-01,2020,3,El Salvador,America Central and South,Male,12
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Female,7
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Male,12
2020-07-01,2020,3,Ethiopia,Africa Sub-Saharan,Female,6
2020-07-01,2020,3,Ethiopia,Africa Sub-Saharan,Male,34
2020-07-01,2020,3,Former Yugoslavia,Europe Other,Male,1
2020-07-01,2020,3,"Gambia, The",Africa Sub-Saharan,Female,1
2020-07-01,2020,3,"Gambia, The",Africa Sub-Saharan,Male,3
2020-07-01,2020,3,Georgia,Europe Other,Male,1
2020-07-01,2020,3,Ghana,Africa Sub-Saharan,Female,6
2020-07-01,2020,3,Ghana,Africa Sub-Saharan,Male,3
2020-07-01,2020,3,Guinea,Africa Sub-Saharan,Female,1
2020-07-01,2020,3,Honduras,America Central and South,Female,2
2020-07-01,2020,3,Honduras,America Central and South,Male,1
2020-07-01,2020,3,India,Asia South,Female,6
2020-07-01,2020,3,India,Asia South,Male,25
2020-07-01,2020,3,Iran,Middle East,Female,4
2020-07-01,2020,3,Iran,Middle East,Male,66
2020-07-01,2020,3,Iraq,Middle East,Female,22
2020-07-01,2020,3,Iraq,Middle East,Male,154
2020-07-01,2020,3,Ivory Coast,Africa Sub-Saharan,Female,1
2020-07-01,2020,3,Ivory Coast,Africa Sub-Saharan,Male,1
2020-07-01,2020,3,Jamaica,America Central and South,Female,1
2020-07-01,2020,3,Jamaica,America Central and South,Male,3
2020-07-01,2020,3,Jordan,Middle East,Male,3
2020-07-01,2020,3,Kenya,Africa Sub-Saharan,Female,2
2020-07-01,2020,3,Kenya,Africa Sub-Saharan,Male,2
2020-07-01,2020,3,Kosovo,Europe Other,Male,1
2020-07-01,2020,3,Kuwait,Middle East,Female,1
2020-07-01,2020,3,Kuwait,Middle East,Male,2
2020-07-01,2020,3,Kyrgyzstan,Asia Central,Female,1
2020-07-01,2020,3,Lebanon,Middle East,Male,5
2020-07-01,2020,3,Liberia,Africa Sub-Saharan,Female,1
2020-07-01,2020,3,Malawi,Africa Sub-Saharan,Female,2
2020-07-01,2020,3,Malaysia,Asia South East,Female,1
