Date,Year,Quarter,Nationality,Region,Raised or resolved,Raised type / Resolved outcome,Age disputes
2019-10-01,2019,4,Turkey,Europe Other,Raised,Asylum application raised in quarter,1
2019-10-01,2019,4,Turkey,Europe Other,Resolved,18+,1
2019-10-01,2019,4,Vietnam,Asia South East,Raised,Asylum application raised in quarter,15
2019-10-01,2019,4,Vietnam,Asia South East,Resolved,18+,3
2019-10-01,2019,4,Vietnam,Asia South East,Resolved,Less than 18,8
2020-01-01,2020,1,Afghanistan,Asia Central,Raised,Asylum application raised in quarter,27
2020-01-01,2020,1,Afghanistan,Asia Central,Raised,Existing asylum application,3
2020-01-01,2020,1,Afghanistan,Asia Central,Resolved,18+,7
2020-01-01,2020,1,Afghanistan,Asia Central,Resolved,Less than 18,10
2020-01-01,2020,1,Albania,Europe Other,Resolved,18+,1
2020-01-01,2020,1,Burundi,Africa Sub-Saharan,Resolved,Less than 18,1
2020-01-01,2020,1,Central African Republic,Africa Sub-Saharan,Resolved,Less than 18,1
2020-01-01,2020,1,Chad,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2020-01-01,2020,1,Congo,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2020-01-01,2020,1,Egypt,Africa North,Raised,Asylum application raised in quarter,1
2020-01-01,2020,1,Eritrea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,17
2020-01-01,2020,1,Eritrea,Africa Sub-Saharan,Raised,Existing asylum application,2
2020-01-01,2020,1,Eritrea,Africa Sub-Saharan,Resolved,18+,12
2020-01-01,2020,1,Eritrea,Africa Sub-Saharan,Resolved,Less than 18,10
2020-01-01,2020,1,Ghana,Africa Sub-Saharan,Raised,Existing asylum application,1
2020-01-01,2020,1,Ghana,Africa Sub-Saharan,Resolved,Less than 18,1
2020-01-01,2020,1,Guinea,Africa Sub-Saharan,Resolved,Less than 18,2
2020-01-01,2020,1,India,Asia South,Raised,Asylum application raised in quarter,1
2020-01-01,2020,1,India,Asia South,Raised,Existing asylum application,2
2020-01-01,2020,1,India,Asia South,Resolved,18+,2
2020-01-01,2020,1,Iran,Middle East,Raised,Asylum application raised in quarter,14
2020-01-01,2020,1,Iran,Middle East,Raised,Existing asylum application,6
2020-01-01,2020,1,Iran,Middle East,Resolved,18+,8
2020-01-01,2020,1,Iran,Middle East,Resolved,Less than 18,7
2020-01-01,2020,1,Iraq,Middle East,Raised,Asylum application raised in quarter,6
2020-01-01,2020,1,Iraq,Middle East,Raised,Existing asylum application,1
2020-01-01,2020,1,Iraq,Middle East,Resolved,18+,5
2020-01-01,2020,1,Iraq,Middle East,Resolved,Less than 18,7
2020-01-01,2020,1,Ivory Coast,Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2020-01-01,2020,1,Ivory Coast,Africa Sub-Saharan,Resolved,Less than 18,1
2020-01-01,2020,1,Kosovo,Europe Other,Resolved,18+,1
2020-01-01,2020,1,Libya,Africa North,Resolved,Less than 18,1
2020-01-01,2020,1,Mali,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2020-01-01,2020,1,Mali,Africa Sub-Saharan,Resolved,18+,1
2020-01-01,2020,1,Nepal,Asia South,Resolved,Less than 18,1
2020-01-01,2020,1,Nigeria,Africa Sub-Saharan,Raised,Existing asylum application,1
2020-01-01,2020,1,Pakistan,Asia South,Raised,Asylum application raised in quarter,2
2020-01-01,2020,1,Pakistan,Asia South,Resolved,18+,1
2020-01-01,2020,1,Senegal,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2020-01-01,2020,1,Senegal,Africa Sub-Saharan,Resolved,18+,1
2020-01-01,2020,1,Sierra Leone,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2020-01-01,2020,1,Somalia,Africa Sub-Saharan,Resolved,Less than 18,1
2020-01-01,2020,1,Sri Lanka,Asia South,Resolved,18+,1
2020-01-01,2020,1,Stateless,Other,Raised,Asylum application raised in quarter,2
2020-01-01,2020,1,Stateless,Other,Resolved,18+,1
2020-01-01,2020,1,Stateless,Other,Resolved,Less than 18,2
2020-01-01,2020,1,Sudan,Africa North,Raised,Asylum application raised in quarter,10
2020-01-01,2020,1,Sudan,Africa North,Raised,Existing asylum application,6
2020-01-01,2020,1,Sudan,Africa North,Resolved,18+,7
2020-01-01,2020,1,Sudan,Africa North,Resolved,Less than 18,10
2020-01-01,2020,1,Syria,Middle East,Raised,Asylum application raised in quarter,4
2020-01-01,2020,1,Syria,Middle East,Resolved,18+,1
2020-01-01,2020,1,Turkey,Europe Other,Raised,Asylum application raised in quarter,1
2020-01-01,2020,1,Turkey,Europe Other,Resolved,Less than 18,1
2020-01-01,2020,1,Vietnam,Asia South East,Raised,Asylum application raised in quarter,13
2020-01-01,2020,1,Vietnam,Asia South East,Raised,Existing asylum application,1
2020-01-01,2020,1,Vietnam,Asia South East,Resolved,18+,3
2020-01-01,2020,1,Vietnam,Asia South East,Resolved,Less than 18,6
2020-01-01,2020,1,Yemen,Middle East,Raised,Asylum application raised in quarter,2
2020-01-01,2020,1,Yemen,Middle East,Resolved,18+,1
2020-04-01,2020,2,Afghanistan,Asia Central,Raised,Asylum application raised in quarter,33
2020-04-01,2020,2,Afghanistan,Asia Central,Raised,Existing asylum application,2
2020-04-01,2020,2,Afghanistan,Asia Central,Resolved,18+,7
2020-04-01,2020,2,Afghanistan,Asia Central,Resolved,Less than 18,12
2020-04-01,2020,2,Albania,Europe Other,Raised,Asylum application raised in quarter,1
2020-04-01,2020,2,Albania,Europe Other,Resolved,Less than 18,1
2020-04-01,2020,2,Chad,Africa Sub-Saharan,Raised,Asylum application raised in quarter,4
2020-04-01,2020,2,Chad,Africa Sub-Saharan,Resolved,18+,2
2020-04-01,2020,2,Eritrea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,12
2020-04-01,2020,2,Eritrea,Africa Sub-Saharan,Resolved,18+,4
2020-04-01,2020,2,Eritrea,Africa Sub-Saharan,Resolved,Less than 18,10
2020-04-01,2020,2,Ethiopia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,5
2020-04-01,2020,2,Ethiopia,Africa Sub-Saharan,Resolved,18+,6
2020-04-01,2020,2,Ethiopia,Africa Sub-Saharan,Resolved,Less than 18,2
2020-04-01,2020,2,Guinea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,3
2020-04-01,2020,2,Guinea,Africa Sub-Saharan,Resolved,18+,1
2020-04-01,2020,2,Guinea,Africa Sub-Saharan,Resolved,Less than 18,1
2020-04-01,2020,2,Iran,Middle East,Raised,Asylum application raised in quarter,16
2020-04-01,2020,2,Iran,Middle East,Raised,Existing asylum application,2
2020-04-01,2020,2,Iran,Middle East,Resolved,18+,5
2020-04-01,2020,2,Iran,Middle East,Resolved,Less than 18,15
2020-04-01,2020,2,Iraq,Middle East,Raised,Asylum application raised in quarter,16
2020-04-01,2020,2,Iraq,Middle East,Raised,Existing asylum application,2
2020-04-01,2020,2,Iraq,Middle East,Resolved,18+,6
2020-04-01,2020,2,Iraq,Middle East,Resolved,Less than 18,7
2020-04-01,2020,2,Ivory Coast,Africa Sub-Saharan,Raised,Asylum application raised in quarter,3
2020-04-01,2020,2,Ivory Coast,Africa Sub-Saharan,Resolved,18+,2
2020-04-01,2020,2,Malawi,Africa Sub-Saharan,Resolved,18+,1
2020-04-01,2020,2,Mali,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2020-04-01,2020,2,Niger,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2020-04-01,2020,2,Occupied Palestinian Territories,Middle East,Resolved,Less than 18,1
2020-04-01,2020,2,Pakistan,Asia South,Raised,Asylum application raised in quarter,1
2020-04-01,2020,2,Refugee,Other,Raised,Asylum application raised in quarter,1
2020-04-01,2020,2,Refugee,Other,Resolved,Less than 18,1
2020-04-01,2020,2,Russia,Europe Other,Raised,Existing asylum application,1
2020-04-01,2020,2,Russia,Europe Other,Resolved,18+,1
2020-04-01,2020,2,Sierra Leone,Africa Sub-Saharan,Resolved,18+,1
2020-04-01,2020,2,Somalia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2020-04-01,2020,2,Stateless,Other,Raised,Asylum application raised in quarter,5
2020-04-01,2020,2,Stateless,Other,Resolved,18+,2
2020-04-01,2020,2,Stateless,Other,Resolved,Less than 18,2
2020-04-01,2020,2,Sudan,Africa North,Raised,Asylum application raised in quarter,15
2020-04-01,2020,2,Sudan,Africa North,Raised,Existing asylum application,2
2020-04-01,2020,2,Sudan,Africa North,Resolved,18+,3
2020-04-01,2020,2,Sudan,Africa North,Resolved,Less than 18,15
2020-04-01,2020,2,Syria,Middle East,Raised,Asylum application raised in quarter,3
2020-04-01,2020,2,Syria,Middle East,Resolved,18+,1
2020-04-01,2020,2,Syria,Middle East,Resolved,Less than 18,1
2020-04-01,2020,2,Tunisia,Africa North,Resolved,Less than 18,1
2020-04-01,2020,2,Yemen,Middle East,Raised,Asylum application raised in quarter,1
2020-04-01,2020,2,Yemen,Middle East,Resolved,18+,1
2020-04-01,2020,2,Yemen,Middle East,Resolved,Less than 18,2
2020-07-01,2020,3,Afghanistan,Asia Central,Raised,Asylum application raised in quarter,43
2020-07-01,2020,3,Afghanistan,Asia Central,Raised,Existing asylum application,1
2020-07-01,2020,3,Afghanistan,Asia Central,Resolved,18+,18
2020-07-01,2020,3,Afghanistan,Asia Central,Resolved,Less than 18,21
2020-07-01,2020,3,Albania,Europe Other,Raised,Asylum application raised in quarter,1
2020-07-01,2020,3,Cameroon,Africa Sub-Saharan,Resolved,Less than 18,1
2020-07-01,2020,3,Chad,Africa Sub-Saharan,Raised,Asylum application raised in quarter,15
2020-07-01,2020,3,Chad,Africa Sub-Saharan,Resolved,18+,7
2020-07-01,2020,3,Chad,Africa Sub-Saharan,Resolved,Less than 18,5
2020-07-01,2020,3,Congo (Democratic Republic),Africa Sub-Saharan,Resolved,Less than 18,1
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,55
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Raised,Existing asylum application,1
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Resolved,18+,21
2020-07-01,2020,3,Eritrea,Africa Sub-Saharan,Resolved,Less than 18,10
2020-07-01,2020,3,Ethiopia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,18
2020-07-01,2020,3,Ethiopia,Africa Sub-Saharan,Resolved,18+,9
2020-07-01,2020,3,Ethiopia,Africa Sub-Saharan,Resolved,Less than 18,3
2020-07-01,2020,3,"Gambia, The",Africa Sub-Saharan,Raised,Asylum application raised in quarter,5
2020-07-01,2020,3,"Gambia, The",Africa Sub-Saharan,Resolved,18+,3
2020-07-01,2020,3,Guinea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,6
2020-07-01,2020,3,Guinea,Africa Sub-Saharan,Resolved,18+,3
2020-07-01,2020,3,Guinea,Africa Sub-Saharan,Resolved,Less than 18,2
2020-07-01,2020,3,Guinea-Bissau,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2020-07-01,2020,3,Iran,Middle East,Raised,Asylum application raised in quarter,11
2020-07-01,2020,3,Iran,Middle East,Raised,Existing asylum application,2
2020-07-01,2020,3,Iran,Middle East,Resolved,18+,6
2020-07-01,2020,3,Iran,Middle East,Resolved,Less than 18,9
2020-07-01,2020,3,Iraq,Middle East,Raised,Asylum application raised in quarter,5
2020-07-01,2020,3,Iraq,Middle East,Raised,Existing asylum application,5
2020-07-01,2020,3,Iraq,Middle East,Resolved,18+,6
2020-07-01,2020,3,Iraq,Middle East,Resolved,Less than 18,8
2020-07-01,2020,3,Kuwait,Middle East,Raised,Asylum application raised in quarter,1
2020-07-01,2020,3,Libya,Africa North,Raised,Existing asylum application,2
2020-07-01,2020,3,Mali,Africa Sub-Saharan,Raised,Asylum application raised in quarter,3
2020-07-01,2020,3,Mali,Africa Sub-Saharan,Resolved,18+,2
2020-07-01,2020,3,Niger,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2020-07-01,2020,3,Niger,Africa Sub-Saharan,Resolved,18+,1
2020-07-01,2020,3,Occupied Palestinian Territories,Middle East,Raised,Asylum application raised in quarter,1
2020-07-01,2020,3,Occupied Palestinian Territories,Middle East,Resolved,Less than 18,1
2020-07-01,2020,3,Pakistan,Asia South,Raised,Asylum application raised in quarter,2
2020-07-01,2020,3,Pakistan,Asia South,Resolved,18+,1
2020-07-01,2020,3,Pakistan,Asia South,Resolved,Less than 18,2
2020-07-01,2020,3,Refugee,Other,Raised,Asylum application raised in quarter,1
2020-07-01,2020,3,Refugee,Other,Resolved,Less than 18,1
2020-07-01,2020,3,Sierra Leone,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2020-07-01,2020,3,Sierra Leone,Africa Sub-Saharan,Raised,Existing asylum application,1
2020-07-01,2020,3,Sierra Leone,Africa Sub-Saharan,Resolved,18+,1
2020-07-01,2020,3,Sierra Leone,Africa Sub-Saharan,Resolved,Less than 18,1
2020-07-01,2020,3,Somalia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,3
2020-07-01,2020,3,Somalia,Africa Sub-Saharan,Resolved,Less than 18,1
2020-07-01,2020,3,Stateless,Other,Raised,Asylum application raised in quarter,7
2020-07-01,2020,3,Stateless,Other,Resolved,18+,2
2020-07-01,2020,3,Stateless,Other,Resolved,Less than 18,3
2020-07-01,2020,3,Sudan,Africa North,Raised,Asylum application raised in quarter,127
2020-07-01,2020,3,Sudan,Africa North,Raised,Existing asylum application,2
2020-07-01,2020,3,Sudan,Africa North,Resolved,18+,51
2020-07-01,2020,3,Sudan,Africa North,Resolved,Less than 18,30
2020-07-01,2020,3,Sudan (South),Africa Sub-Saharan,Raised,Asylum application raised in quarter,3
2020-07-01,2020,3,Sudan (South),Africa Sub-Saharan,Resolved,18+,1
2020-07-01,2020,3,Sudan (South),Africa Sub-Saharan,Resolved,Less than 18,1
2020-07-01,2020,3,Syria,Middle East,Raised,Asylum application raised in quarter,3
2020-07-01,2020,3,Syria,Middle East,Resolved,Less than 18,2
2020-07-01,2020,3,Vietnam,Asia South East,Raised,Asylum application raised in quarter,14
2020-07-01,2020,3,Vietnam,Asia South East,Resolved,18+,7
2020-07-01,2020,3,Vietnam,Asia South East,Resolved,Less than 18,5
2020-07-01,2020,3,Yemen,Middle East,Raised,Asylum application raised in quarter,2
2020-07-01,2020,3,Yemen,Middle East,Resolved,18+,1
2020-10-01,2020,4,Afghanistan,Asia Central,Raised,Asylum application raised in quarter,59
2020-10-01,2020,4,Afghanistan,Asia Central,Raised,Existing asylum application,7
2020-10-01,2020,4,Afghanistan,Asia Central,Resolved,18+,31
2020-10-01,2020,4,Afghanistan,Asia Central,Resolved,Less than 18,18
2020-10-01,2020,4,Albania,Europe Other,Resolved,18+,2
2020-10-01,2020,4,Chad,Africa Sub-Saharan,Raised,Asylum application raised in quarter,4
2020-10-01,2020,4,Chad,Africa Sub-Saharan,Raised,Existing asylum application,2
2020-10-01,2020,4,Chad,Africa Sub-Saharan,Resolved,18+,3
2020-10-01,2020,4,Chad,Africa Sub-Saharan,Resolved,Less than 18,5
2020-10-01,2020,4,Congo (Democratic Republic),Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2020-10-01,2020,4,Eritrea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,33
2020-10-01,2020,4,Eritrea,Africa Sub-Saharan,Raised,Existing asylum application,1
2020-10-01,2020,4,Eritrea,Africa Sub-Saharan,Resolved,18+,13
2020-10-01,2020,4,Eritrea,Africa Sub-Saharan,Resolved,Less than 18,17
2020-10-01,2020,4,Ethiopia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2020-10-01,2020,4,Ethiopia,Africa Sub-Saharan,Raised,Existing asylum application,3
2020-10-01,2020,4,Ethiopia,Africa Sub-Saharan,Resolved,18+,2
2020-10-01,2020,4,"Gambia, The",Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2020-10-01,2020,4,"Gambia, The",Africa Sub-Saharan,Resolved,18+,3
2020-10-01,2020,4,"Gambia, The",Africa Sub-Saharan,Resolved,Less than 18,1
2020-10-01,2020,4,Guinea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,2
2020-10-01,2020,4,Guinea,Africa Sub-Saharan,Resolved,18+,3
2020-10-01,2020,4,Guinea,Africa Sub-Saharan,Resolved,Less than 18,1
2020-10-01,2020,4,Iran,Middle East,Raised,Asylum application raised in quarter,32
2020-10-01,2020,4,Iran,Middle East,Resolved,18+,13
2020-10-01,2020,4,Iran,Middle East,Resolved,Less than 18,13
2020-10-01,2020,4,Iraq,Middle East,Raised,Asylum application raised in quarter,12
2020-10-01,2020,4,Iraq,Middle East,Raised,Existing asylum application,2
2020-10-01,2020,4,Iraq,Middle East,Resolved,18+,7
2020-10-01,2020,4,Iraq,Middle East,Resolved,Less than 18,7
2020-10-01,2020,4,Kuwait,Middle East,Raised,Existing asylum application,1
2020-10-01,2020,4,Kuwait,Middle East,Resolved,Less than 18,2
2020-10-01,2020,4,Liberia,Africa Sub-Saharan,Raised,Existing asylum application,1
2020-10-01,2020,4,Liberia,Africa Sub-Saharan,Resolved,Less than 18,1
2020-10-01,2020,4,Libya,Africa North,Raised,Asylum application raised in quarter,1
2020-10-01,2020,4,Mali,Africa Sub-Saharan,Raised,Asylum application raised in quarter,5
2020-10-01,2020,4,Mali,Africa Sub-Saharan,Resolved,18+,3
2020-10-01,2020,4,Mali,Africa Sub-Saharan,Resolved,Less than 18,1
2020-10-01,2020,4,Morocco,Africa North,Resolved,18+,1
2020-10-01,2020,4,Niger,Africa Sub-Saharan,Resolved,18+,1
2020-10-01,2020,4,Refugee,Other,Raised,Asylum application raised in quarter,1
2020-10-01,2020,4,Senegal,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2020-10-01,2020,4,Senegal,Africa Sub-Saharan,Resolved,Less than 18,1
2020-10-01,2020,4,Somalia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,4
2020-10-01,2020,4,Somalia,Africa Sub-Saharan,Resolved,18+,3
2020-10-01,2020,4,Somalia,Africa Sub-Saharan,Resolved,Less than 18,1
2020-10-01,2020,4,Stateless,Other,Raised,Asylum application raised in quarter,2
2020-10-01,2020,4,Stateless,Other,Resolved,18+,2
2020-10-01,2020,4,Sudan,Africa North,Raised,Asylum application raised in quarter,29
2020-10-01,2020,4,Sudan,Africa North,Raised,Existing asylum application,10
2020-10-01,2020,4,Sudan,Africa North,Resolved,18+,21
2020-10-01,2020,4,Sudan,Africa North,Resolved,Less than 18,22
2020-10-01,2020,4,Sudan (South),Africa Sub-Saharan,Raised,Asylum application raised in quarter,3
2020-10-01,2020,4,Sudan (South),Africa Sub-Saharan,Raised,Existing asylum application,1
2020-10-01,2020,4,Sudan (South),Africa Sub-Saharan,Resolved,18+,3
2020-10-01,2020,4,Sudan (South),Africa Sub-Saharan,Resolved,Less than 18,1
2020-10-01,2020,4,Syria,Middle East,Raised,Asylum application raised in quarter,13
2020-10-01,2020,4,Syria,Middle East,Raised,Existing asylum application,1
2020-10-01,2020,4,Syria,Middle East,Resolved,18+,6
2020-10-01,2020,4,Syria,Middle East,Resolved,Less than 18,2
2020-10-01,2020,4,Vietnam,Asia South East,Raised,Asylum application raised in quarter,12
2020-10-01,2020,4,Vietnam,Asia South East,Raised,Existing asylum application,1
2020-10-01,2020,4,Vietnam,Asia South East,Resolved,18+,10
2020-10-01,2020,4,Vietnam,Asia South East,Resolved,Less than 18,4
2020-10-01,2020,4,Yemen,Middle East,Raised,Existing asylum application,1
2020-10-01,2020,4,Yemen,Middle East,Resolved,18+,1
2021-01-01,2021,1,Afghanistan,Asia Central,Raised,Asylum application raised in quarter,23
2021-01-01,2021,1,Afghanistan,Asia Central,Raised,Existing asylum application,5
2021-01-01,2021,1,Afghanistan,Asia Central,Resolved,18+,20
2021-01-01,2021,1,Afghanistan,Asia Central,Resolved,Less than 18,10
2021-01-01,2021,1,Albania,Europe Other,Raised,Existing asylum application,1
2021-01-01,2021,1,Albania,Europe Other,Resolved,Less than 18,2
2021-01-01,2021,1,Algeria,Africa North,Raised,Asylum application raised in quarter,1
2021-01-01,2021,1,Angola,Africa Sub-Saharan,Raised,Asylum application raised in quarter,1
2021-01-01,2021,1,Angola,Africa Sub-Saharan,Resolved,18+,1
2021-01-01,2021,1,Aruba,America Central and South,Raised,Existing asylum application,1
2021-01-01,2021,1,Aruba,America Central and South,Resolved,18+,1
2021-01-01,2021,1,Chad,Africa Sub-Saharan,Resolved,Less than 18,2
2021-01-01,2021,1,Egypt,Africa North,Raised,Asylum application raised in quarter,3
2021-01-01,2021,1,Egypt,Africa North,Resolved,18+,2
2021-01-01,2021,1,Eritrea,Africa Sub-Saharan,Raised,Asylum application raised in quarter,9
2021-01-01,2021,1,Eritrea,Africa Sub-Saharan,Raised,Existing asylum application,1
2021-01-01,2021,1,Eritrea,Africa Sub-Saharan,Resolved,18+,6
2021-01-01,2021,1,Eritrea,Africa Sub-Saharan,Resolved,Less than 18,12
2021-01-01,2021,1,Ethiopia,Africa Sub-Saharan,Raised,Asylum application raised in quarter,3
