Year,Nationality,Region,Support type granted,Group type,Applications
2020,St. Kitts and Nevis,America Central and South,Accommodation,Family,1
2020,St. Kitts and Nevis,America Central and South,Closed / Invalid,Single adult,1
2020,St. Lucia,America Central and South,Accommodation,Family,1
2020,St. Lucia,America Central and South,Accommodation,Single adult,6
2020,St. Lucia,America Central and South,Closed / Invalid,Single adult,3
2020,St. Lucia,America Central and South,Subsistence Only,Single adult,2
2020,St. Vincent and the Grenadines,America Central and South,Accommodation,Single adult,1
2020,Stateless,Other,Accommodation,Family,108
2020,Stateless,Other,Accommodation,Single adult,317
2020,Stateless,Other,Accommodation,Unknown,12
2020,Stateless,Other,Closed / Invalid,Single adult,4
2020,Stateless,Other,Subsistence Only,Family,14
2020,Stateless,Other,Subsistence Only,Single adult,64
2020,Sudan,Africa North,Accommodation,Family,33
2020,Sudan,Africa North,Accommodation,Single adult,846
2020,Sudan,Africa North,Accommodation,Unknown,2
2020,Sudan,Africa North,Closed / Invalid,Family,2
2020,Sudan,Africa North,Closed / Invalid,Single adult,11
2020,Sudan,Africa North,Closed / Invalid,Unknown,1
2020,Sudan,Africa North,Subsistence Only,Family,3
2020,Sudan,Africa North,Subsistence Only,Single adult,12
2020,Sudan,Africa North,Subsistence Only,Unknown,1
2020,Sudan (South),Africa Sub-Saharan,Accommodation,Single adult,20
2020,Swaziland,Africa Sub-Saharan,Closed / Invalid,Unknown,1
2020,Swaziland,Africa Sub-Saharan,Subsistence Only,Single adult,1
2020,Syria,Middle East,Accommodation,Family,52
2020,Syria,Middle East,Accommodation,Single adult,523
2020,Syria,Middle East,Accommodation,Unknown,2
2020,Syria,Middle East,Closed / Invalid,Family,4
2020,Syria,Middle East,Closed / Invalid,Single adult,7
2020,Syria,Middle East,Subsistence Only,Family,7
2020,Syria,Middle East,Subsistence Only,Single adult,117
2020,Syria,Middle East,Subsistence Only,Unknown,2
2020,Taiwan,Asia East,Accommodation,Single adult,1
2020,Taiwan,Asia East,Subsistence Only,Single adult,1
2020,Tajikistan,Asia Central,Accommodation,Single adult,3
2020,Tajikistan,Asia Central,Closed / Invalid,Family,1
2020,Tanzania,Africa Sub-Saharan,Accommodation,Family,2
2020,Tanzania,Africa Sub-Saharan,Accommodation,Single adult,13
2020,Tanzania,Africa Sub-Saharan,Accommodation,Unknown,1
2020,Tanzania,Africa Sub-Saharan,Subsistence Only,Family,1
2020,Tanzania,Africa Sub-Saharan,Subsistence Only,Single adult,1
2020,Thailand,Asia South East,Accommodation,Single adult,1
2020,Thailand,Asia South East,Subsistence Only,Single adult,1
2020,Togo,Africa Sub-Saharan,Accommodation,Single adult,10
2020,Togo,Africa Sub-Saharan,Closed / Invalid,Single adult,2
2020,Trinidad and Tobago,America Central and South,Accommodation,Family,7
2020,Trinidad and Tobago,America Central and South,Accommodation,Single adult,13
2020,Trinidad and Tobago,America Central and South,Subsistence Only,Family,3
2020,Trinidad and Tobago,America Central and South,Subsistence Only,Single adult,3
2020,Tunisia,Africa North,Accommodation,Family,1
2020,Tunisia,Africa North,Accommodation,Single adult,11
2020,Tunisia,Africa North,Closed / Invalid,Single adult,1
2020,Tunisia,Africa North,Subsistence Only,Single adult,3
2020,Turkey,Europe Other,Accommodation,Family,90
2020,Turkey,Europe Other,Accommodation,Single adult,95
2020,Turkey,Europe Other,Accommodation,Unknown,13
2020,Turkey,Europe Other,Closed / Invalid,Family,3
2020,Turkey,Europe Other,Closed / Invalid,Single adult,18
2020,Turkey,Europe Other,Subsistence Only,Family,11
2020,Turkey,Europe Other,Subsistence Only,Single adult,86
2020,Turkmenistan,Asia Central,Accommodation,Family,1
2020,Uganda,Africa Sub-Saharan,Accommodation,Family,3
2020,Uganda,Africa Sub-Saharan,Accommodation,Single adult,23
2020,Uganda,Africa Sub-Saharan,Closed / Invalid,Single adult,3
2020,Uganda,Africa Sub-Saharan,Subsistence Only,Family,1
2020,Uganda,Africa Sub-Saharan,Subsistence Only,Single adult,10
2020,Ukraine,Europe Other,Accommodation,Family,2
2020,Ukraine,Europe Other,Accommodation,Single adult,3
2020,Ukraine,Europe Other,Subsistence Only,Single adult,1
2020,United Arab Emirates,Middle East,Accommodation,Single adult,1
2020,United States,America North,Accommodation,Family,2
2020,United States,America North,Accommodation,Single adult,2
2020,United States,America North,Closed / Invalid,Single adult,2
2020,United States,America North,Subsistence Only,Single adult,2
2020,Uzbekistan,Asia Central,Accommodation,Single adult,1
2020,Uzbekistan,Asia Central,Subsistence Only,Single adult,1
2020,Venezuela,America Central and South,Accommodation,Unknown,1
2020,Venezuela,America Central and South,Closed / Invalid,Family,1
2020,Venezuela,America Central and South,Subsistence Only,Single adult,6
2020,Vietnam,Asia South East,Accommodation,Family,24
2020,Vietnam,Asia South East,Accommodation,Single adult,128
2020,Vietnam,Asia South East,Accommodation,Unknown,2
2020,Vietnam,Asia South East,Closed / Invalid,Family,4
2020,Vietnam,Asia South East,Closed / Invalid,Single adult,20
2020,Vietnam,Asia South East,Subsistence Only,Family,9
2020,Vietnam,Asia South East,Subsistence Only,Single adult,25
2020,Yemen,Middle East,Accommodation,Family,22
2020,Yemen,Middle East,Accommodation,Single adult,290
2020,Yemen,Middle East,Accommodation,Unknown,2
2020,Yemen,Middle East,Closed / Invalid,Single adult,4
2020,Yemen,Middle East,Subsistence Only,Family,1
2020,Yemen,Middle East,Subsistence Only,Single adult,14
2020,Zambia,Africa Sub-Saharan,Accommodation,Family,3
2020,Zambia,Africa Sub-Saharan,Accommodation,Single adult,5
2020,Zambia,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2020,Zambia,Africa Sub-Saharan,Subsistence Only,Single adult,1
2020,Zimbabwe,Africa Sub-Saharan,Accommodation,Family,9
2020,Zimbabwe,Africa Sub-Saharan,Accommodation,Single adult,24
2020,Zimbabwe,Africa Sub-Saharan,Closed / Invalid,Family,3
2020,Zimbabwe,Africa Sub-Saharan,Closed / Invalid,Single adult,5
2020,Zimbabwe,Africa Sub-Saharan,Subsistence Only,Family,2
2020,Zimbabwe,Africa Sub-Saharan,Subsistence Only,Single adult,9
2020,Zimbabwe,Africa Sub-Saharan,Subsistence Only,Unknown,1
2021,Afghanistan,Asia Central,Accommodation,Single adult,767
2021,Afghanistan,Asia Central,Closed / Invalid,Single adult,19
2021,Afghanistan,Asia Central,Subsistence Only,Single adult,122
2021,Afghanistan,Asia Central,Accommodation,Unknown,21
2021,Afghanistan,Asia Central,Accommodation,Family,98
2021,Afghanistan,Asia Central,Closed / Invalid,Family,4
2021,Afghanistan,Asia Central,Subsistence Only,Unknown,4
2021,Afghanistan,Asia Central,Subsistence Only,Family,4
2021,Afghanistan,Asia Central,Closed / Invalid,Unknown,1
2021,Albania,Europe Other,Subsistence Only,Single adult,69
2021,Albania,Europe Other,Subsistence Only,Family,95
2021,Albania,Europe Other,Accommodation,Single adult,145
2021,Albania,Europe Other,Subsistence Only,Unknown,3
2021,Albania,Europe Other,Accommodation,Family,97
2021,Albania,Europe Other,Accommodation,Unknown,5
2021,Albania,Europe Other,Closed / Invalid,Family,10
2021,Albania,Europe Other,Closed / Invalid,Single adult,19
2021,Algeria,Africa North,Accommodation,Single adult,73
2021,Algeria,Africa North,Closed / Invalid,Family,1
2021,Algeria,Africa North,Subsistence Only,Single adult,4
2021,Algeria,Africa North,Accommodation,Unknown,2
2021,Algeria,Africa North,Accommodation,Family,4
2021,Algeria,Africa North,Closed / Invalid,Single adult,5
2021,Algeria,Africa North,Subsistence Only,Family,1
2021,American Samoa,Oceania,Accommodation,Single adult,1
2021,Angola,Africa Sub-Saharan,Accommodation,Single adult,11
2021,Angola,Africa Sub-Saharan,Accommodation,Family,7
2021,Angola,Africa Sub-Saharan,Subsistence Only,Family,1
2021,Angola,Africa Sub-Saharan,Subsistence Only,Single adult,2
2021,Antigua and Barbuda,America Central and South,Accommodation,Single adult,1
2021,Argentina,America Central and South,Accommodation,Single adult,3
2021,Armenia,Europe Other,Accommodation,Single adult,3
2021,Armenia,Europe Other,Accommodation,Family,1
2021,Azerbaijan,Europe Other,Accommodation,Family,5
2021,Azerbaijan,Europe Other,Closed / Invalid,Single adult,1
2021,Azerbaijan,Europe Other,Accommodation,Single adult,5
2021,Azerbaijan,Europe Other,Subsistence Only,Single adult,1
2021,Bahrain,Middle East,Accommodation,Single adult,2
2021,Bangladesh,Asia South,Accommodation,Single adult,26
2021,Bangladesh,Asia South,Subsistence Only,Single adult,22
2021,Bangladesh,Asia South,Accommodation,Family,17
2021,Bangladesh,Asia South,Closed / Invalid,Family,4
2021,Bangladesh,Asia South,Accommodation,Unknown,1
2021,Bangladesh,Asia South,Closed / Invalid,Single adult,4
2021,Bangladesh,Asia South,Subsistence Only,Unknown,1
2021,Bangladesh,Asia South,Subsistence Only,Family,8
2021,Barbados,America Central and South,Accommodation,Single adult,4
2021,Barbados,America Central and South,Accommodation,Family,1
2021,Barbados,America Central and South,Subsistence Only,Single adult,1
2021,Barbados,America Central and South,Closed / Invalid,Single adult,1
2021,Belarus,Europe Other,Accommodation,Single adult,6
2021,Belarus,Europe Other,Accommodation,Family,2
2021,Belarus,Europe Other,Closed / Invalid,Single adult,1
2021,Benin,Africa Sub-Saharan,Subsistence Only,Single adult,1
2021,Benin,Africa Sub-Saharan,Accommodation,Single adult,2
2021,Benin,Africa Sub-Saharan,Accommodation,Family,1
2021,Benin,Africa Sub-Saharan,Closed / Invalid,Family,1
2021,Bhutan,Asia South,Accommodation,Single adult,1
2021,Bolivia,America Central and South,Subsistence Only,Family,1
2021,Bolivia,America Central and South,Accommodation,Single adult,1
2021,Botswana,Africa Sub-Saharan,Accommodation,Family,4
2021,Botswana,Africa Sub-Saharan,Subsistence Only,Single adult,2
2021,Botswana,Africa Sub-Saharan,Accommodation,Single adult,5
2021,Botswana,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2021,Brazil,America Central and South,Accommodation,Single adult,11
2021,Brazil,America Central and South,Accommodation,Family,8
2021,Brazil,America Central and South,Accommodation,Unknown,1
2021,Brazil,America Central and South,Closed / Invalid,Single adult,2
2021,Brazil,America Central and South,Closed / Invalid,Family,1
2021,Brazil,America Central and South,Subsistence Only,Family,1
2021,British overseas citizens,Other,Subsistence Only,Single adult,1
2021,British overseas citizens,Other,Accommodation,Single adult,1
2021,Burma,Asia South East,Accommodation,Single adult,2
2021,Burma,Asia South East,Closed / Invalid,Single adult,4
2021,Burma,Asia South East,Subsistence Only,Single adult,1
2021,Burundi,Africa Sub-Saharan,Accommodation,Single adult,7
2021,Cameroon,Africa Sub-Saharan,Accommodation,Single adult,37
2021,Cameroon,Africa Sub-Saharan,Accommodation,Family,1
2021,Cameroon,Africa Sub-Saharan,Subsistence Only,Single adult,13
2021,Cameroon,Africa Sub-Saharan,Closed / Invalid,Family,3
2021,Cameroon,Africa Sub-Saharan,Closed / Invalid,Single adult,3
2021,Cameroon,Africa Sub-Saharan,Subsistence Only,Family,1
2021,Central African Republic,Africa Sub-Saharan,Accommodation,Single adult,3
2021,Chad,Africa Sub-Saharan,Accommodation,Single adult,67
2021,Chad,Africa Sub-Saharan,Closed / Invalid,Single adult,2
2021,Chad,Africa Sub-Saharan,Accommodation,Family,2
2021,Chile,America Central and South,Accommodation,Single adult,1
2021,China,Asia East,Closed / Invalid,Single adult,12
2021,China,Asia East,Accommodation,Unknown,5
2021,China,Asia East,Closed / Invalid,Family,7
2021,China,Asia East,Subsistence Only,Single adult,14
2021,China,Asia East,Accommodation,Single adult,34
2021,China,Asia East,Accommodation,Family,34
2021,China,Asia East,Subsistence Only,Unknown,1
2021,China,Asia East,Subsistence Only,Family,4
2021,China,Asia East,Closed / Invalid,Unknown,1
2021,Colombia,America Central and South,Subsistence Only,Family,1
2021,Colombia,America Central and South,Accommodation,Family,1
2021,Colombia,America Central and South,Accommodation,Single adult,2
2021,Comoros,Africa Sub-Saharan,Accommodation,Single adult,1
2021,Congo,Africa Sub-Saharan,Accommodation,Single adult,4
2021,Congo,Africa Sub-Saharan,Accommodation,Family,1
2021,Congo (Democratic Republic),Africa Sub-Saharan,Accommodation,Single adult,19
2021,Congo (Democratic Republic),Africa Sub-Saharan,Subsistence Only,Single adult,7
2021,Congo (Democratic Republic),Africa Sub-Saharan,Accommodation,Family,3
2021,Congo (Democratic Republic),Africa Sub-Saharan,Closed / Invalid,Family,1
2021,Cuba,America Central and South,Closed / Invalid,Unknown,1
2021,Czech Republic,EU 8,Accommodation,Single adult,1
2021,Djibouti,Africa Sub-Saharan,Accommodation,Single adult,2
2021,Dominica,America Central and South,Accommodation,Single adult,3
2021,Dominica,America Central and South,Accommodation,Family,1
2021,Dominican Republic,America Central and South,Accommodation,Single adult,2
2021,Ecuador,America Central and South,Accommodation,Single adult,1
2021,Egypt,Africa North,Accommodation,Single adult,225
2021,Egypt,Africa North,Subsistence Only,Single adult,8
2021,Egypt,Africa North,Closed / Invalid,Single adult,11
2021,Egypt,Africa North,Accommodation,Family,17
2021,Egypt,Africa North,Accommodation,Unknown,2
2021,Egypt,Africa North,Subsistence Only,Family,2
2021,Egypt,Africa North,Closed / Invalid,Family,1
2021,El Salvador,America Central and South,Accommodation,Single adult,215
2021,El Salvador,America Central and South,Accommodation,Family,188
2021,El Salvador,America Central and South,Accommodation,Unknown,55
2021,El Salvador,America Central and South,Subsistence Only,Single adult,8
2021,El Salvador,America Central and South,Closed / Invalid,Single adult,3
2021,Equatorial Guinea,Africa Sub-Saharan,Accommodation,Family,1
2021,Eritrea,Africa Sub-Saharan,Accommodation,Single adult,3324
2021,Eritrea,Africa Sub-Saharan,Closed / Invalid,Single adult,12
2021,Eritrea,Africa Sub-Saharan,Accommodation,Family,186
2021,Eritrea,Africa Sub-Saharan,Accommodation,Unknown,16
2021,Eritrea,Africa Sub-Saharan,Subsistence Only,Single adult,8
2021,Eritrea,Africa Sub-Saharan,Closed / Invalid,Family,1
2021,Ethiopia,Africa Sub-Saharan,Accommodation,Single adult,427
2021,Ethiopia,Africa Sub-Saharan,Subsistence Only,Single adult,3
2021,Ethiopia,Africa Sub-Saharan,Accommodation,Unknown,9
2021,Ethiopia,Africa Sub-Saharan,Accommodation,Family,45
2021,Ethiopia,Africa Sub-Saharan,Closed / Invalid,Single adult,7
2021,Ethiopia,Africa Sub-Saharan,Closed / Invalid,Family,2
2021,"Gambia, The",Africa Sub-Saharan,Accommodation,Single adult,20
2021,"Gambia, The",Africa Sub-Saharan,Subsistence Only,Single adult,4
2021,"Gambia, The",Africa Sub-Saharan,Accommodation,Family,4
2021,"Gambia, The",Africa Sub-Saharan,Closed / Invalid,Single adult,2
2021,Georgia,Europe Other,Closed / Invalid,Single adult,3
2021,Georgia,Europe Other,Accommodation,Single adult,29
2021,Georgia,Europe Other,Accommodation,Family,3
2021,Georgia,Europe Other,Accommodation,Unknown,7
2021,Ghana,Africa Sub-Saharan,Subsistence Only,Single adult,8
2021,Ghana,Africa Sub-Saharan,Accommodation,Family,7
2021,Ghana,Africa Sub-Saharan,Accommodation,Single adult,16
2021,Ghana,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2021,Ghana,Africa Sub-Saharan,Closed / Invalid,Family,1
2021,Grenada,America Central and South,Accommodation,Single adult,4
2021,Grenada,America Central and South,Closed / Invalid,Single adult,1
2021,Grenada,America Central and South,Subsistence Only,Single adult,1
2021,Grenada,America Central and South,Accommodation,Family,1
2021,Guatemala,America Central and South,Accommodation,Unknown,2
2021,Guatemala,America Central and South,Accommodation,Single adult,3
2021,Guatemala,America Central and South,Accommodation,Family,2
2021,Guatemala,America Central and South,Subsistence Only,Family,1
2021,Guinea,Africa Sub-Saharan,Accommodation,Single adult,28
2021,Guinea,Africa Sub-Saharan,Closed / Invalid,Single adult,1
2021,Guinea,Africa Sub-Saharan,Subsistence Only,Single adult,1
2021,Guinea-Bissau,Africa Sub-Saharan,Accommodation,Single adult,1
2021,Guyana,America Central and South,Closed / Invalid,Single adult,1
2021,Guyana,America Central and South,Accommodation,Single adult,2
2021,Haiti,America Central and South,Accommodation,Single adult,1
2021,Honduras,America Central and South,Accommodation,Family,44
2021,Honduras,America Central and South,Accommodation,Unknown,14
2021,Honduras,America Central and South,Accommodation,Single adult,52
2021,Honduras,America Central and South,Closed / Invalid,Family,3
2021,Honduras,America Central and South,Subsistence Only,Single adult,1
2021,Hong Kong,Asia East,Accommodation,Single adult,10
2021,Hong Kong,Asia East,Subsistence Only,Single adult,4
2021,Hong Kong,Asia East,Closed / Invalid,Single adult,4
2021,Hong Kong,Asia East,Accommodation,Unknown,2
2021,Hong Kong,Asia East,Accommodation,Family,1
2021,Hong Kong,Asia East,Closed / Invalid,Family,1
2021,India,Asia South,Accommodation,Single adult,31
2021,India,Asia South,Subsistence Only,Unknown,1
2021,India,Asia South,Accommodation,Family,25
2021,India,Asia South,Subsistence Only,Single adult,16
2021,India,Asia South,Subsistence Only,Family,8
2021,India,Asia South,Closed / Invalid,Family,4
2021,India,Asia South,Closed / Invalid,Single adult,13
2021,India,Asia South,Accommodation,Unknown,2
2021,India,Asia South,Closed / Invalid,Unknown,2
2021,Indonesia,Asia South East,Accommodation,Family,1
2021,Iran,Middle East,Accommodation,Single adult,5401
2021,Iran,Middle East,Subsistence Only,Single adult,98
2021,Iran,Middle East,Accommodation,Unknown,82
2021,Iran,Middle East,Accommodation,Family,183
2021,Iran,Middle East,Closed / Invalid,Single adult,28
2021,Iran,Middle East,Closed / Invalid,Family,1
2021,Iran,Middle East,Subsistence Only,Family,4
