Date,Year,Quarter,Nationality,Region,Sex,Age,Visas granted
2021-10-01,2021,4,Cameroon,Africa Sub-Saharan,Male,30-49,1
2021-10-01,2021,4,Cameroon,Africa Sub-Saharan,Male,Under 18,2
2021-10-01,2021,4,Congo (Democratic Republic),Africa Sub-Saharan,Female,30-49,2
2021-10-01,2021,4,Congo (Democratic Republic),Africa Sub-Saharan,Female,Under 18,6
2021-10-01,2021,4,Congo (Democratic Republic),Africa Sub-Saharan,Male,Under 18,6
2021-10-01,2021,4,Egypt,Africa North,Female,18-29,2
2021-10-01,2021,4,Egypt,Africa North,Female,30-49,4
2021-10-01,2021,4,Egypt,Africa North,Female,Under 18,7
2021-10-01,2021,4,Egypt,Africa North,Male,Under 18,5
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Female,18-29,88
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Female,30-49,15
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Female,50-69,3
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Female,Under 18,24
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Male,18-29,4
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Male,30-49,7
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Male,50-69,1
2021-10-01,2021,4,Eritrea,Africa Sub-Saharan,Male,Under 18,35
2021-10-01,2021,4,Ethiopia,Africa Sub-Saharan,Female,18-29,17
2021-10-01,2021,4,Ethiopia,Africa Sub-Saharan,Female,30-49,6
2021-10-01,2021,4,Ethiopia,Africa Sub-Saharan,Female,Under 18,4
2021-10-01,2021,4,Ethiopia,Africa Sub-Saharan,Male,30-49,2
2021-10-01,2021,4,Ethiopia,Africa Sub-Saharan,Male,Under 18,9
2021-10-01,2021,4,Ghana,Africa Sub-Saharan,Male,Under 18,1
2021-10-01,2021,4,Guinea,Africa Sub-Saharan,Female,Under 18,2
2021-10-01,2021,4,Guinea,Africa Sub-Saharan,Male,Under 18,1
2021-10-01,2021,4,India,Asia South,Female,18-29,1
2021-10-01,2021,4,Iran,Middle East,Female,18-29,18
2021-10-01,2021,4,Iran,Middle East,Female,30-49,60
2021-10-01,2021,4,Iran,Middle East,Female,50-69,2
2021-10-01,2021,4,Iran,Middle East,Female,Under 18,51
2021-10-01,2021,4,Iran,Middle East,Male,18-29,1
2021-10-01,2021,4,Iran,Middle East,Male,30-49,8
2021-10-01,2021,4,Iran,Middle East,Male,50-69,7
2021-10-01,2021,4,Iran,Middle East,Male,70+,1
2021-10-01,2021,4,Iran,Middle East,Male,Under 18,59
2021-10-01,2021,4,Iraq,Middle East,Female,18-29,1
2021-10-01,2021,4,Iraq,Middle East,Female,30-49,2
2021-10-01,2021,4,Iraq,Middle East,Female,Under 18,3
2021-10-01,2021,4,Iraq,Middle East,Male,30-49,2
2021-10-01,2021,4,Iraq,Middle East,Male,70+,1
2021-10-01,2021,4,Iraq,Middle East,Male,Under 18,2
2021-10-01,2021,4,Ivory Coast,Africa Sub-Saharan,Female,18-29,1
2021-10-01,2021,4,Ivory Coast,Africa Sub-Saharan,Male,Under 18,2
2021-10-01,2021,4,Jordan,Middle East,Female,Under 18,2
2021-10-01,2021,4,Jordan,Middle East,Male,30-49,1
2021-10-01,2021,4,Jordan,Middle East,Male,Under 18,1
2021-10-01,2021,4,Kenya,Africa Sub-Saharan,Female,Under 18,1
2021-10-01,2021,4,Kenya,Africa Sub-Saharan,Male,18-29,2
2021-10-01,2021,4,Kenya,Africa Sub-Saharan,Male,Under 18,2
2021-10-01,2021,4,Kuwait,Middle East,Female,30-49,3
2021-10-01,2021,4,Kuwait,Middle East,Female,Under 18,1
2021-10-01,2021,4,Kuwait,Middle East,Male,Under 18,3
2021-10-01,2021,4,Liberia,Africa Sub-Saharan,Male,Under 18,1
2021-10-01,2021,4,Libya,Africa North,Female,18-29,2
2021-10-01,2021,4,Libya,Africa North,Female,30-49,1
2021-10-01,2021,4,Libya,Africa North,Female,Under 18,1
2021-10-01,2021,4,Libya,Africa North,Male,Under 18,1
2021-10-01,2021,4,Malaysia,Asia South East,Female,Under 18,1
2021-10-01,2021,4,Malaysia,Asia South East,Male,18-29,1
2021-10-01,2021,4,Malaysia,Asia South East,Male,Under 18,1
2021-10-01,2021,4,Namibia,Africa Sub-Saharan,Female,Under 18,1
2021-10-01,2021,4,Nigeria,Africa Sub-Saharan,Female,Under 18,2
2021-10-01,2021,4,Nigeria,Africa Sub-Saharan,Male,18-29,1
2021-10-01,2021,4,Nigeria,Africa Sub-Saharan,Male,Under 18,1
2021-10-01,2021,4,Occupied Palestinian Territories,Middle East,Female,18-29,1
2021-10-01,2021,4,Occupied Palestinian Territories,Middle East,Female,30-49,1
2021-10-01,2021,4,Occupied Palestinian Territories,Middle East,Male,Under 18,1
2021-10-01,2021,4,Other and unknown,Other,Female,30-49,1
2021-10-01,2021,4,Other and unknown,Other,Female,Under 18,6
2021-10-01,2021,4,Other and unknown,Other,Male,50-69,1
2021-10-01,2021,4,Other and unknown,Other,Male,Under 18,3
2021-10-01,2021,4,Pakistan,Asia South,Female,18-29,4
2021-10-01,2021,4,Pakistan,Asia South,Female,30-49,7
2021-10-01,2021,4,Pakistan,Asia South,Female,50-69,4
2021-10-01,2021,4,Pakistan,Asia South,Female,Under 18,15
2021-10-01,2021,4,Pakistan,Asia South,Male,30-49,4
2021-10-01,2021,4,Pakistan,Asia South,Male,50-69,2
2021-10-01,2021,4,Pakistan,Asia South,Male,Under 18,13
2021-10-01,2021,4,Refugee,Other,Female,30-49,1
2021-10-01,2021,4,Refugee,Other,Female,Under 18,2
2021-10-01,2021,4,Refugee,Other,Male,50-69,1
2021-10-01,2021,4,Refugee,Other,Male,Under 18,4
2021-10-01,2021,4,Russia,Europe Other,Female,30-49,1
2021-10-01,2021,4,Russia,Europe Other,Female,Under 18,1
2021-10-01,2021,4,Russia,Europe Other,Male,Under 18,2
2021-10-01,2021,4,Rwanda,Africa Sub-Saharan,Female,18-29,1
2021-10-01,2021,4,Rwanda,Africa Sub-Saharan,Male,50-69,1
2021-10-01,2021,4,Rwanda,Africa Sub-Saharan,Male,Under 18,1
2021-10-01,2021,4,Sierra Leone,Africa Sub-Saharan,Female,Under 18,1
2021-10-01,2021,4,Sierra Leone,Africa Sub-Saharan,Male,Under 18,2
2021-10-01,2021,4,Somalia,Africa Sub-Saharan,Female,18-29,1
2021-10-01,2021,4,Somalia,Africa Sub-Saharan,Female,30-49,4
2021-10-01,2021,4,Somalia,Africa Sub-Saharan,Female,Under 18,15
2021-10-01,2021,4,Somalia,Africa Sub-Saharan,Male,30-49,3
2021-10-01,2021,4,Somalia,Africa Sub-Saharan,Male,Under 18,17
2021-10-01,2021,4,Sri Lanka,Asia South,Female,18-29,1
2021-10-01,2021,4,Sri Lanka,Asia South,Female,30-49,4
2021-10-01,2021,4,Sri Lanka,Asia South,Female,50-69,1
2021-10-01,2021,4,Sri Lanka,Asia South,Female,Under 18,3
2021-10-01,2021,4,Sri Lanka,Asia South,Male,18-29,1
2021-10-01,2021,4,Sri Lanka,Asia South,Male,30-49,1
2021-10-01,2021,4,Sri Lanka,Asia South,Male,Under 18,5
2021-10-01,2021,4,St. Vincent and the Grenadines,America Central and South,Male,30-49,1
2021-10-01,2021,4,Stateless,Other,Female,18-29,2
2021-10-01,2021,4,Stateless,Other,Female,30-49,1
2021-10-01,2021,4,Stateless,Other,Female,Under 18,5
2021-10-01,2021,4,Stateless,Other,Male,50-69,1
2021-10-01,2021,4,Stateless,Other,Male,Under 18,3
2021-10-01,2021,4,Sudan,Africa North,Female,18-29,89
2021-10-01,2021,4,Sudan,Africa North,Female,30-49,30
2021-10-01,2021,4,Sudan,Africa North,Female,50-69,2
2021-10-01,2021,4,Sudan,Africa North,Female,Under 18,44
2021-10-01,2021,4,Sudan,Africa North,Male,18-29,2
2021-10-01,2021,4,Sudan,Africa North,Male,30-49,5
2021-10-01,2021,4,Sudan,Africa North,Male,50-69,4
2021-10-01,2021,4,Sudan,Africa North,Male,Under 18,40
2021-10-01,2021,4,Sudan (South),Africa Sub-Saharan,Male,30-49,1
2021-10-01,2021,4,Sweden,EU 14,Female,30-49,1
2021-10-01,2021,4,Sweden,EU 14,Female,Under 18,1
2021-10-01,2021,4,Sweden,EU 14,Male,Under 18,1
2021-10-01,2021,4,Syria,Middle East,Female,18-29,50
2021-10-01,2021,4,Syria,Middle East,Female,30-49,14
2021-10-01,2021,4,Syria,Middle East,Female,Under 18,86
2021-10-01,2021,4,Syria,Middle East,Male,30-49,2
2021-10-01,2021,4,Syria,Middle East,Male,50-69,2
2021-10-01,2021,4,Syria,Middle East,Male,70+,1
2021-10-01,2021,4,Syria,Middle East,Male,Under 18,68
2021-10-01,2021,4,Tanzania,Africa Sub-Saharan,Female,30-49,1
2021-10-01,2021,4,Tanzania,Africa Sub-Saharan,Female,Under 18,1
2021-10-01,2021,4,Tanzania,Africa Sub-Saharan,Male,Under 18,2
2021-10-01,2021,4,Thailand,Asia South East,Female,18-29,1
2021-10-01,2021,4,Thailand,Asia South East,Male,Under 18,1
2021-10-01,2021,4,Turkey,Europe Other,Female,30-49,12
2021-10-01,2021,4,Turkey,Europe Other,Female,50-69,1
2021-10-01,2021,4,Turkey,Europe Other,Female,Under 18,11
2021-10-01,2021,4,Turkey,Europe Other,Male,18-29,1
2021-10-01,2021,4,Turkey,Europe Other,Male,30-49,1
2021-10-01,2021,4,Turkey,Europe Other,Male,Under 18,8
2021-10-01,2021,4,Uganda,Africa Sub-Saharan,Female,18-29,3
2021-10-01,2021,4,Uganda,Africa Sub-Saharan,Female,Under 18,6
2021-10-01,2021,4,Uganda,Africa Sub-Saharan,Male,18-29,2
2021-10-01,2021,4,Uganda,Africa Sub-Saharan,Male,30-49,1
2021-10-01,2021,4,Uganda,Africa Sub-Saharan,Male,Under 18,4
2021-10-01,2021,4,United Arab Emirates,Middle East,Female,50-69,1
2021-10-01,2021,4,Uzbekistan,Asia Central,Female,Under 18,1
2021-10-01,2021,4,Venezuela,America Central and South,Female,30-49,1
2021-10-01,2021,4,Venezuela,America Central and South,Male,Under 18,2
2021-10-01,2021,4,Vietnam,Asia South East,Female,30-49,1
2021-10-01,2021,4,Vietnam,Asia South East,Female,Under 18,2
2021-10-01,2021,4,Vietnam,Asia South East,Male,Under 18,1
2021-10-01,2021,4,Yemen,Middle East,Female,18-29,8
2021-10-01,2021,4,Yemen,Middle East,Female,30-49,4
2021-10-01,2021,4,Yemen,Middle East,Female,Under 18,5
2021-10-01,2021,4,Yemen,Middle East,Male,18-29,1
2021-10-01,2021,4,Yemen,Middle East,Male,30-49,2
2021-10-01,2021,4,Yemen,Middle East,Male,Under 18,14
2021-10-01,2021,4,Zimbabwe,Africa Sub-Saharan,Female,50-69,1
2021-10-01,2021,4,Zimbabwe,Africa Sub-Saharan,Female,Under 18,1
2021-10-01,2021,4,Zimbabwe,Africa Sub-Saharan,Male,30-49,1
2022-01-01,2022,1,Afghanistan,Asia Central,Female,Under 18,6
2022-01-01,2022,1,Afghanistan,Asia Central,Female,18-29,6
2022-01-01,2022,1,Afghanistan,Asia Central,Female,30-49,1
2022-01-01,2022,1,Afghanistan,Asia Central,Female,50-69,2
2022-01-01,2022,1,Afghanistan,Asia Central,Male,Under 18,9
2022-01-01,2022,1,Afghanistan,Asia Central,Male,18-29,1
2022-01-01,2022,1,Afghanistan,Asia Central,Male,30-49,1
2022-01-01,2022,1,Afghanistan,Asia Central,Male,50-69,1
2022-01-01,2022,1,Albania,Europe Other,Male,18-29,1
2022-01-01,2022,1,Albania,Europe Other,Male,30-49,1
2022-01-01,2022,1,Azerbaijan,Europe Other,Male,18-29,2
2022-01-01,2022,1,Bahrain,Middle East,Female,18-29,1
2022-01-01,2022,1,Bangladesh,Asia South,Female,Under 18,1
2022-01-01,2022,1,Bangladesh,Asia South,Female,18-29,1
2022-01-01,2022,1,Bangladesh,Asia South,Female,30-49,2
2022-01-01,2022,1,Bangladesh,Asia South,Male,Under 18,3
2022-01-01,2022,1,Bangladesh,Asia South,Male,30-49,1
2022-01-01,2022,1,Benin,Africa Sub-Saharan,Female,Under 18,1
2022-01-01,2022,1,Bolivia,America Central and South,Female,Under 18,1
2022-01-01,2022,1,Bolivia,America Central and South,Male,Under 18,1
2022-01-01,2022,1,Burma,Asia South East,Female,Under 18,1
2022-01-01,2022,1,Burma,Asia South East,Female,30-49,1
2022-01-01,2022,1,Burma,Asia South East,Male,Under 18,2
2022-01-01,2022,1,Burundi,Africa Sub-Saharan,Female,Under 18,1
2022-01-01,2022,1,Cameroon,Africa Sub-Saharan,Female,Under 18,2
2022-01-01,2022,1,Cameroon,Africa Sub-Saharan,Female,30-49,1
2022-01-01,2022,1,Cameroon,Africa Sub-Saharan,Male,Under 18,1
2022-01-01,2022,1,Cameroon,Africa Sub-Saharan,Male,18-29,1
2022-01-01,2022,1,Congo,Africa Sub-Saharan,Male,Under 18,1
2022-01-01,2022,1,Congo (Democratic Republic),Africa Sub-Saharan,Female,Under 18,3
2022-01-01,2022,1,Congo (Democratic Republic),Africa Sub-Saharan,Female,30-49,2
2022-01-01,2022,1,Congo (Democratic Republic),Africa Sub-Saharan,Male,Under 18,1
2022-01-01,2022,1,Cuba,America Central and South,Female,Under 18,1
2022-01-01,2022,1,Cuba,America Central and South,Female,18-29,1
2022-01-01,2022,1,Egypt,Africa North,Female,Under 18,5
2022-01-01,2022,1,Egypt,Africa North,Female,18-29,2
2022-01-01,2022,1,Egypt,Africa North,Female,30-49,3
2022-01-01,2022,1,Egypt,Africa North,Male,Under 18,5
2022-01-01,2022,1,Eritrea,Africa Sub-Saharan,Female,Under 18,21
2022-01-01,2022,1,Eritrea,Africa Sub-Saharan,Female,18-29,55
2022-01-01,2022,1,Eritrea,Africa Sub-Saharan,Female,30-49,16
2022-01-01,2022,1,Eritrea,Africa Sub-Saharan,Female,50-69,1
2022-01-01,2022,1,Eritrea,Africa Sub-Saharan,Male,Under 18,28
2022-01-01,2022,1,Eritrea,Africa Sub-Saharan,Male,18-29,3
2022-01-01,2022,1,Eritrea,Africa Sub-Saharan,Male,30-49,6
2022-01-01,2022,1,Eritrea,Africa Sub-Saharan,Male,50-69,1
2022-01-01,2022,1,Eritrea,Africa Sub-Saharan,Male,70+,1
2022-01-01,2022,1,Ethiopia,Africa Sub-Saharan,Female,Under 18,4
2022-01-01,2022,1,Ethiopia,Africa Sub-Saharan,Female,18-29,8
2022-01-01,2022,1,Ethiopia,Africa Sub-Saharan,Female,30-49,3
2022-01-01,2022,1,Ethiopia,Africa Sub-Saharan,Male,Under 18,4
2022-01-01,2022,1,Ethiopia,Africa Sub-Saharan,Male,30-49,5
2022-01-01,2022,1,Greece,EU 14,Male,Under 18,1
2022-01-01,2022,1,Guinea,Africa Sub-Saharan,Female,Under 18,1
2022-01-01,2022,1,Guinea,Africa Sub-Saharan,Male,Under 18,1
2022-01-01,2022,1,India,Asia South,Female,Under 18,1
2022-01-01,2022,1,India,Asia South,Female,30-49,1
2022-01-01,2022,1,India,Asia South,Male,18-29,1
2022-01-01,2022,1,Iran,Middle East,Female,Under 18,76
2022-01-01,2022,1,Iran,Middle East,Female,18-29,28
2022-01-01,2022,1,Iran,Middle East,Female,30-49,92
2022-01-01,2022,1,Iran,Middle East,Female,50-69,3
2022-01-01,2022,1,Iran,Middle East,Male,Under 18,74
2022-01-01,2022,1,Iran,Middle East,Male,18-29,3
2022-01-01,2022,1,Iran,Middle East,Male,30-49,13
2022-01-01,2022,1,Iran,Middle East,Male,50-69,7
2022-01-01,2022,1,Iraq,Middle East,Female,Under 18,6
2022-01-01,2022,1,Iraq,Middle East,Female,18-29,3
2022-01-01,2022,1,Iraq,Middle East,Female,30-49,2
2022-01-01,2022,1,Iraq,Middle East,Female,50-69,1
2022-01-01,2022,1,Iraq,Middle East,Male,Under 18,3
2022-01-01,2022,1,Iraq,Middle East,Male,30-49,1
2022-01-01,2022,1,Ivory Coast,Africa Sub-Saharan,Male,Under 18,1
2022-01-01,2022,1,Jordan,Middle East,Female,Under 18,4
2022-01-01,2022,1,Jordan,Middle East,Female,18-29,1
2022-01-01,2022,1,Jordan,Middle East,Female,30-49,1
2022-01-01,2022,1,Jordan,Middle East,Male,Under 18,1
2022-01-01,2022,1,Jordan,Middle East,Male,18-29,1
2022-01-01,2022,1,Kenya,Africa Sub-Saharan,Female,30-49,1
2022-01-01,2022,1,Kosovo,Europe Other,Male,Under 18,2
2022-01-01,2022,1,Kuwait,Middle East,Female,Under 18,1
2022-01-01,2022,1,Kuwait,Middle East,Female,18-29,1
2022-01-01,2022,1,Kuwait,Middle East,Female,50-69,1
2022-01-01,2022,1,Kuwait,Middle East,Male,Under 18,2
2022-01-01,2022,1,Lebanon,Middle East,Male,Under 18,2
2022-01-01,2022,1,Mauritania,Africa North,Female,Under 18,2
2022-01-01,2022,1,Mauritania,Africa North,Female,30-49,1
2022-01-01,2022,1,Mauritania,Africa North,Male,Under 18,1
2022-01-01,2022,1,Morocco,Africa North,Male,18-29,1
2022-01-01,2022,1,Namibia,Africa Sub-Saharan,Female,Under 18,1
2022-01-01,2022,1,Nigeria,Africa Sub-Saharan,Female,Under 18,1
2022-01-01,2022,1,Nigeria,Africa Sub-Saharan,Male,50-69,1
2022-01-01,2022,1,Occupied Palestinian Territories,Middle East,Female,Under 18,3
2022-01-01,2022,1,Occupied Palestinian Territories,Middle East,Female,18-29,1
2022-01-01,2022,1,Occupied Palestinian Territories,Middle East,Female,30-49,2
2022-01-01,2022,1,Occupied Palestinian Territories,Middle East,Male,Under 18,6
2022-01-01,2022,1,Occupied Palestinian Territories,Middle East,Male,30-49,1
2022-01-01,2022,1,Other and unknown,Other,Female,Under 18,2
2022-01-01,2022,1,Other and unknown,Other,Female,30-49,1
2022-01-01,2022,1,Pakistan,Asia South,Female,Under 18,7
2022-01-01,2022,1,Pakistan,Asia South,Female,18-29,1
2022-01-01,2022,1,Pakistan,Asia South,Female,30-49,2
2022-01-01,2022,1,Pakistan,Asia South,Female,50-69,1
2022-01-01,2022,1,Pakistan,Asia South,Male,Under 18,11
2022-01-01,2022,1,Pakistan,Asia South,Male,30-49,4
2022-01-01,2022,1,Pakistan,Asia South,Male,50-69,2
2022-01-01,2022,1,Philippines,Asia South East,Female,Under 18,1
2022-01-01,2022,1,Philippines,Asia South East,Male,Under 18,1
2022-01-01,2022,1,Refugee,Other,Female,Under 18,4
2022-01-01,2022,1,Refugee,Other,Female,18-29,1
2022-01-01,2022,1,Refugee,Other,Female,30-49,2
2022-01-01,2022,1,Refugee,Other,Male,Under 18,6
2022-01-01,2022,1,Refugee,Other,Male,30-49,1
2022-01-01,2022,1,Russia,Europe Other,Female,50-69,1
2022-01-01,2022,1,Rwanda,Africa Sub-Saharan,Female,Under 18,2
2022-01-01,2022,1,Rwanda,Africa Sub-Saharan,Male,Under 18,1
2022-01-01,2022,1,Sierra Leone,Africa Sub-Saharan,Female,Under 18,2
2022-01-01,2022,1,Sierra Leone,Africa Sub-Saharan,Male,Under 18,4
2022-01-01,2022,1,Somalia,Africa Sub-Saharan,Female,Under 18,15
2022-01-01,2022,1,Somalia,Africa Sub-Saharan,Female,18-29,3
2022-01-01,2022,1,Somalia,Africa Sub-Saharan,Female,30-49,3
2022-01-01,2022,1,Somalia,Africa Sub-Saharan,Female,50-69,1
2022-01-01,2022,1,Somalia,Africa Sub-Saharan,Male,Under 18,15
2022-01-01,2022,1,Somalia,Africa Sub-Saharan,Male,18-29,1
2022-01-01,2022,1,Somalia,Africa Sub-Saharan,Male,30-49,1
2022-01-01,2022,1,Somalia,Africa Sub-Saharan,Male,50-69,1
2022-01-01,2022,1,Sri Lanka,Asia South,Female,Under 18,5
2022-01-01,2022,1,Sri Lanka,Asia South,Female,18-29,1
2022-01-01,2022,1,Sri Lanka,Asia South,Female,30-49,5
2022-01-01,2022,1,Sri Lanka,Asia South,Female,50-69,2
2022-01-01,2022,1,Sri Lanka,Asia South,Male,Under 18,4
2022-01-01,2022,1,Stateless,Other,Female,Under 18,4
2022-01-01,2022,1,Stateless,Other,Female,30-49,4
2022-01-01,2022,1,Stateless,Other,Male,Under 18,9
2022-01-01,2022,1,Sudan,Africa North,Female,Under 18,35
2022-01-01,2022,1,Sudan,Africa North,Female,18-29,86
2022-01-01,2022,1,Sudan,Africa North,Female,30-49,24
2022-01-01,2022,1,Sudan,Africa North,Male,Under 18,38
2022-01-01,2022,1,Sudan,Africa North,Male,18-29,1
2022-01-01,2022,1,Sudan,Africa North,Male,30-49,5
2022-01-01,2022,1,Sudan,Africa North,Male,50-69,2
2022-01-01,2022,1,Syria,Middle East,Female,Under 18,124
2022-01-01,2022,1,Syria,Middle East,Female,18-29,90
2022-01-01,2022,1,Syria,Middle East,Female,30-49,38
2022-01-01,2022,1,Syria,Middle East,Female,50-69,5
2022-01-01,2022,1,Syria,Middle East,Male,Under 18,130
2022-01-01,2022,1,Syria,Middle East,Male,18-29,1
2022-01-01,2022,1,Syria,Middle East,Male,30-49,2
2022-01-01,2022,1,Syria,Middle East,Male,50-69,1
2022-01-01,2022,1,Syria,Middle East,Male,70+,1
2022-01-01,2022,1,Turkey,Europe Other,Female,Under 18,10
2022-01-01,2022,1,Turkey,Europe Other,Female,18-29,3
2022-01-01,2022,1,Turkey,Europe Other,Female,30-49,12
2022-01-01,2022,1,Turkey,Europe Other,Male,Under 18,17
2022-01-01,2022,1,Uganda,Africa Sub-Saharan,Female,Under 18,6
2022-01-01,2022,1,Uganda,Africa Sub-Saharan,Female,30-49,3
2022-01-01,2022,1,Uganda,Africa Sub-Saharan,Male,Under 18,3
2022-01-01,2022,1,Uganda,Africa Sub-Saharan,Male,30-49,2
2022-01-01,2022,1,Ukraine,Europe Other,Female,Under 18,2
2022-01-01,2022,1,Ukraine,Europe Other,Female,30-49,1
2022-01-01,2022,1,Uzbekistan,Asia Central,Female,30-49,1
2022-01-01,2022,1,Uzbekistan,Asia Central,Male,Under 18,2
2022-01-01,2022,1,Vietnam,Asia South East,Female,Under 18,1
2022-01-01,2022,1,Vietnam,Asia South East,Female,30-49,1
2022-01-01,2022,1,Vietnam,Asia South East,Male,Under 18,1
2022-01-01,2022,1,Yemen,Middle East,Female,Under 18,17
2022-01-01,2022,1,Yemen,Middle East,Female,18-29,5
2022-01-01,2022,1,Yemen,Middle East,Female,30-49,8
2022-01-01,2022,1,Yemen,Middle East,Male,Under 18,10
2022-01-01,2022,1,Zambia,Africa Sub-Saharan,Female,Under 18,2
2022-01-01,2022,1,Zambia,Africa Sub-Saharan,Female,30-49,1
2022-01-01,2022,1,Zimbabwe,Africa Sub-Saharan,Female,Under 18,3
2022-01-01,2022,1,Zimbabwe,Africa Sub-Saharan,Male,Under 18,1
2022-04-01,2022,2,Afghanistan,Asia Central,Female,Under 18,3
2022-04-01,2022,2,Afghanistan,Asia Central,Female,18-29,6
2022-04-01,2022,2,Afghanistan,Asia Central,Female,30-49,3
2022-04-01,2022,2,Afghanistan,Asia Central,Male,Under 18,9
2022-04-01,2022,2,Bangladesh,Asia South,Female,Under 18,2
2022-04-01,2022,2,Bangladesh,Asia South,Female,18-29,1
2022-04-01,2022,2,Bangladesh,Asia South,Female,30-49,5
2022-04-01,2022,2,Bangladesh,Asia South,Male,Under 18,5
2022-04-01,2022,2,Benin,Africa Sub-Saharan,Female,Under 18,1
2022-04-01,2022,2,Benin,Africa Sub-Saharan,Male,Under 18,2
2022-04-01,2022,2,Cambodia,Asia South East,Female,18-29,1
2022-04-01,2022,2,Cambodia,Asia South East,Male,Under 18,1
2022-04-01,2022,2,Cameroon,Africa Sub-Saharan,Female,Under 18,1
2022-04-01,2022,2,Cameroon,Africa Sub-Saharan,Male,Under 18,3
2022-04-01,2022,2,Chad,Africa Sub-Saharan,Female,30-49,1
2022-04-01,2022,2,China,Asia East,Female,Under 18,1
2022-04-01,2022,2,Congo (Democratic Republic),Africa Sub-Saharan,Female,Under 18,3
2022-04-01,2022,2,Congo (Democratic Republic),Africa Sub-Saharan,Female,18-29,1
2022-04-01,2022,2,Congo (Democratic Republic),Africa Sub-Saharan,Male,Under 18,1
2022-04-01,2022,2,Congo (Democratic Republic),Africa Sub-Saharan,Male,18-29,1
2022-04-01,2022,2,Congo (Democratic Republic),Africa Sub-Saharan,Male,30-49,2
2022-04-01,2022,2,Cuba,America Central and South,Male,Under 18,1
2022-04-01,2022,2,Eritrea,Africa Sub-Saharan,Female,Under 18,17
2022-04-01,2022,2,Eritrea,Africa Sub-Saharan,Female,18-29,24
2022-04-01,2022,2,Eritrea,Africa Sub-Saharan,Female,30-49,12
2022-04-01,2022,2,Eritrea,Africa Sub-Saharan,Female,50-69,1
2022-04-01,2022,2,Eritrea,Africa Sub-Saharan,Male,Under 18,21
2022-04-01,2022,2,Eritrea,Africa Sub-Saharan,Male,18-29,1
2022-04-01,2022,2,Eritrea,Africa Sub-Saharan,Male,30-49,8
2022-04-01,2022,2,Ethiopia,Africa Sub-Saharan,Female,Under 18,1
2022-04-01,2022,2,Ethiopia,Africa Sub-Saharan,Female,18-29,3
2022-04-01,2022,2,Ethiopia,Africa Sub-Saharan,Male,Under 18,2
2022-04-01,2022,2,Ethiopia,Africa Sub-Saharan,Male,30-49,2
2022-04-01,2022,2,"Gambia, The",Africa Sub-Saharan,Male,Under 18,2
2022-04-01,2022,2,"Gambia, The",Africa Sub-Saharan,Male,30-49,1
2022-04-01,2022,2,Greece,EU 14,Female,30-49,1
2022-04-01,2022,2,Honduras,America Central and South,Female,18-29,1
2022-04-01,2022,2,Iran,Middle East,Female,Under 18,48
2022-04-01,2022,2,Iran,Middle East,Female,18-29,18
2022-04-01,2022,2,Iran,Middle East,Female,30-49,75
2022-04-01,2022,2,Iran,Middle East,Female,50-69,4
2022-04-01,2022,2,Iran,Middle East,Male,Under 18,51
2022-04-01,2022,2,Iran,Middle East,Male,18-29,3
2022-04-01,2022,2,Iran,Middle East,Male,30-49,3
2022-04-01,2022,2,Iran,Middle East,Male,50-69,9
2022-04-01,2022,2,Iraq,Middle East,Female,Under 18,5
2022-04-01,2022,2,Iraq,Middle East,Female,18-29,1
2022-04-01,2022,2,Iraq,Middle East,Female,30-49,4
2022-04-01,2022,2,Iraq,Middle East,Female,50-69,1
2022-04-01,2022,2,Iraq,Middle East,Male,Under 18,3
2022-04-01,2022,2,Kyrgyzstan,Asia Central,Female,Under 18,1
2022-04-01,2022,2,Kyrgyzstan,Asia Central,Female,18-29,1
2022-04-01,2022,2,Kyrgyzstan,Asia Central,Male,Under 18,1
2022-04-01,2022,2,Libya,Africa North,Female,Under 18,3
2022-04-01,2022,2,Libya,Africa North,Female,30-49,2
