Date,Year,Quarter,Nationality,Region,Grant,Refused,Initial grant rate
2019-04-01,2019,2019 Q2,Kuwait,Middle East,5,4,0.5555555555555556
2019-04-01,2019,2019 Q2,Lebanon,Middle East,NA,3,NA
2019-04-01,2019,2019 Q2,Libya,Africa North,49,NA,NA
2019-04-01,2019,2019 Q2,Lithuania,EU 8,NA,2,NA
2019-04-01,2019,2019 Q2,Malawi,Africa Sub-Saharan,2,6,0.25
2019-04-01,2019,2019 Q2,Malaysia,Asia South East,5,7,0.4166666666666667
2019-04-01,2019,2019 Q2,Maldives,Asia South,NA,1,NA
2019-04-01,2019,2019 Q2,Mali,Africa Sub-Saharan,1,1,0.5
2019-04-01,2019,2019 Q2,Mauritius,Africa Sub-Saharan,NA,4,NA
2019-04-01,2019,2019 Q2,Mexico,America Central and South,NA,1,NA
2019-04-01,2019,2019 Q2,Mongolia,Asia East,NA,2,NA
2019-04-01,2019,2019 Q2,Morocco,Africa North,4,9,0.3076923076923077
2019-04-01,2019,2019 Q2,Namibia,Africa Sub-Saharan,6,33,0.15384615384615385
2019-04-01,2019,2019 Q2,Nepal,Asia South,NA,7,NA
2019-04-01,2019,2019 Q2,Nicaragua,America Central and South,2,3,0.4
2019-04-01,2019,2019 Q2,Nigeria,Africa Sub-Saharan,47,112,0.29559748427672955
2019-04-01,2019,2019 Q2,Occupied Palestinian Territories,Middle East,8,15,0.34782608695652173
2019-04-01,2019,2019 Q2,Oman,Middle East,1,NA,NA
2019-04-01,2019,2019 Q2,Other and unknown,Other,1,NA,NA
2019-04-01,2019,2019 Q2,Pakistan,Asia South,62,143,0.3024390243902439
2019-04-01,2019,2019 Q2,Philippines,Asia South East,NA,9,NA
2019-04-01,2019,2019 Q2,Poland,EU 8,NA,4,NA
2019-04-01,2019,2019 Q2,Refugee,Other,89,18,0.8317757009345794
2019-04-01,2019,2019 Q2,Romania,EU 2,NA,1,NA
2019-04-01,2019,2019 Q2,Russia,Europe Other,16,8,0.6666666666666666
2019-04-01,2019,2019 Q2,Rwanda,Africa Sub-Saharan,1,1,0.5
2019-04-01,2019,2019 Q2,Saudi Arabia,Middle East,16,1,0.9411764705882353
2019-04-01,2019,2019 Q2,Senegal,Africa Sub-Saharan,NA,2,NA
2019-04-01,2019,2019 Q2,Seychelles,Africa Sub-Saharan,NA,1,NA
2019-04-01,2019,2019 Q2,Sierra Leone,Africa Sub-Saharan,6,6,0.5
2019-04-01,2019,2019 Q2,Singapore,Asia South East,NA,1,NA
2019-04-01,2019,2019 Q2,Slovakia,EU 8,NA,2,NA
2019-04-01,2019,2019 Q2,Somalia,Africa Sub-Saharan,31,23,0.5740740740740741
2019-04-01,2019,2019 Q2,South Africa,Africa Sub-Saharan,4,11,0.26666666666666666
2019-04-01,2019,2019 Q2,Sri Lanka,Asia South,19,32,0.37254901960784315
2019-04-01,2019,2019 Q2,St. Lucia,America Central and South,NA,2,NA
2019-04-01,2019,2019 Q2,St. Vincent and the Grenadines,America Central and South,1,1,0.5
2019-04-01,2019,2019 Q2,Stateless,Other,13,7,0.65
2019-04-01,2019,2019 Q2,Sudan,Africa North,357,51,0.875
2019-04-01,2019,2019 Q2,Sudan (South),Africa Sub-Saharan,4,1,0.8
2019-04-01,2019,2019 Q2,Syria,Middle East,121,10,0.9236641221374046
2019-04-01,2019,2019 Q2,Tajikistan,Asia Central,NA,1,NA
2019-04-01,2019,2019 Q2,Tanzania,Africa Sub-Saharan,NA,5,NA
2019-04-01,2019,2019 Q2,Thailand,Asia South East,1,3,0.25
2019-04-01,2019,2019 Q2,Togo,Africa Sub-Saharan,NA,2,NA
2019-04-01,2019,2019 Q2,Trinidad and Tobago,America Central and South,3,3,0.5
2019-04-01,2019,2019 Q2,Tunisia,Africa North,2,4,0.3333333333333333
2019-04-01,2019,2019 Q2,Turkey,Europe Other,88,41,0.6821705426356589
2019-04-01,2019,2019 Q2,Uganda,Africa Sub-Saharan,7,5,0.5833333333333334
2019-04-01,2019,2019 Q2,Ukraine,Europe Other,2,21,0.08695652173913043
2019-04-01,2019,2019 Q2,United Arab Emirates,Middle East,1,1,0.5
2019-04-01,2019,2019 Q2,United States,America North,NA,1,NA
2019-04-01,2019,2019 Q2,Venezuela,America Central and South,NA,1,NA
2019-04-01,2019,2019 Q2,Vietnam,Asia South East,75,84,0.4716981132075472
2019-04-01,2019,2019 Q2,Yemen,Middle East,30,4,0.8823529411764706
2019-04-01,2019,2019 Q2,Zambia,Africa Sub-Saharan,4,NA,NA
2019-04-01,2019,2019 Q2,Zimbabwe,Africa Sub-Saharan,5,12,0.29411764705882354
2019-07-01,2019,2019 Q3,Afghanistan,Asia Central,138,93,0.5974025974025974
2019-07-01,2019,2019 Q3,Albania,Europe Other,59,157,0.27314814814814814
2019-07-01,2019,2019 Q3,Algeria,Africa North,2,19,0.09523809523809523
2019-07-01,2019,2019 Q3,Angola,Africa Sub-Saharan,2,4,0.3333333333333333
2019-07-01,2019,2019 Q3,Antigua and Barbuda,America Central and South,NA,1,NA
2019-07-01,2019,2019 Q3,Azerbaijan,Europe Other,2,4,0.3333333333333333
2019-07-01,2019,2019 Q3,Bangladesh,Asia South,25,135,0.15625
2019-07-01,2019,2019 Q3,Benin,Africa Sub-Saharan,NA,2,NA
2019-07-01,2019,2019 Q3,Bhutan,Asia South,1,NA,NA
2019-07-01,2019,2019 Q3,Bolivia,America Central and South,1,6,0.14285714285714285
2019-07-01,2019,2019 Q3,Bosnia and Herzegovina,Europe Other,NA,1,NA
2019-07-01,2019,2019 Q3,Botswana,Africa Sub-Saharan,4,2,0.6666666666666666
2019-07-01,2019,2019 Q3,Brazil,America Central and South,1,16,0.058823529411764705
2019-07-01,2019,2019 Q3,British overseas citizens,Other,1,NA,NA
2019-07-01,2019,2019 Q3,Bulgaria,EU 2,NA,2,NA
2019-07-01,2019,2019 Q3,Burkina,Africa Sub-Saharan,NA,2,NA
2019-07-01,2019,2019 Q3,Burma,Asia South East,NA,1,NA
2019-07-01,2019,2019 Q3,Burundi,Africa Sub-Saharan,1,NA,NA
2019-07-01,2019,2019 Q3,Cameroon,Africa Sub-Saharan,9,16,0.36
2019-07-01,2019,2019 Q3,Chad,Africa Sub-Saharan,2,4,0.3333333333333333
2019-07-01,2019,2019 Q3,China,Asia East,9,73,0.10975609756097561
2019-07-01,2019,2019 Q3,Colombia,America Central and South,NA,1,NA
2019-07-01,2019,2019 Q3,Congo,Africa Sub-Saharan,NA,2,NA
2019-07-01,2019,2019 Q3,Congo (Democratic Republic),Africa Sub-Saharan,9,10,0.47368421052631576
2019-07-01,2019,2019 Q3,Dominica,America Central and South,1,2,0.3333333333333333
2019-07-01,2019,2019 Q3,Ecuador,America Central and South,NA,2,NA
2019-07-01,2019,2019 Q3,Egypt,Africa North,10,30,0.25
2019-07-01,2019,2019 Q3,El Salvador,America Central and South,21,61,0.25609756097560976
2019-07-01,2019,2019 Q3,Eritrea,Africa Sub-Saharan,390,63,0.8609271523178808
2019-07-01,2019,2019 Q3,Ethiopia,Africa Sub-Saharan,25,42,0.373134328358209
2019-07-01,2019,2019 Q3,"Gambia, The",Africa Sub-Saharan,4,19,0.17391304347826086
2019-07-01,2019,2019 Q3,Georgia,Europe Other,NA,9,NA
2019-07-01,2019,2019 Q3,Germany,EU 14,NA,1,NA
2019-07-01,2019,2019 Q3,Ghana,Africa Sub-Saharan,4,32,0.1111111111111111
2019-07-01,2019,2019 Q3,Greece,EU 14,NA,2,NA
2019-07-01,2019,2019 Q3,Grenada,America Central and South,1,1,0.5
2019-07-01,2019,2019 Q3,Guinea,Africa Sub-Saharan,5,3,0.625
2019-07-01,2019,2019 Q3,Honduras,America Central and South,1,5,0.16666666666666666
2019-07-01,2019,2019 Q3,Hong Kong,Asia East,NA,1,NA
2019-07-01,2019,2019 Q3,Hungary,EU 8,NA,1,NA
2019-07-01,2019,2019 Q3,India,Asia South,5,146,0.033112582781456956
2019-07-01,2019,2019 Q3,Indonesia,Asia South East,1,NA,NA
2019-07-01,2019,2019 Q3,Iran,Middle East,629,324,0.6600209863588667
2019-07-01,2019,2019 Q3,Iraq,Middle East,160,403,0.2841918294849023
2019-07-01,2019,2019 Q3,Italy,EU 14,NA,3,NA
2019-07-01,2019,2019 Q3,Ivory Coast,Africa Sub-Saharan,2,3,0.4
2019-07-01,2019,2019 Q3,Jamaica,America Central and South,2,17,0.10526315789473684
2019-07-01,2019,2019 Q3,Japan,Asia East,NA,2,NA
2019-07-01,2019,2019 Q3,Jordan,Middle East,1,10,0.09090909090909091
2019-07-01,2019,2019 Q3,Kazakhstan,Asia Central,NA,4,NA
2019-07-01,2019,2019 Q3,Kenya,Africa Sub-Saharan,12,15,0.4444444444444444
2019-07-01,2019,2019 Q3,Korea (North),Asia East,NA,2,NA
2019-07-01,2019,2019 Q3,Kosovo,Europe Other,1,NA,NA
2019-07-01,2019,2019 Q3,Kuwait,Middle East,5,7,0.4166666666666667
2019-07-01,2019,2019 Q3,Kyrgyzstan,Asia Central,NA,2,NA
2019-07-01,2019,2019 Q3,Lebanon,Middle East,1,6,0.14285714285714285
2019-07-01,2019,2019 Q3,Libya,Africa North,79,2,0.9753086419753086
2019-07-01,2019,2019 Q3,Lithuania,EU 8,NA,4,NA
2019-07-01,2019,2019 Q3,Malawi,Africa Sub-Saharan,3,2,0.6
2019-07-01,2019,2019 Q3,Malaysia,Asia South East,12,8,0.6
2019-07-01,2019,2019 Q3,Maldives,Asia South,1,NA,NA
2019-07-01,2019,2019 Q3,Mali,Africa Sub-Saharan,NA,1,NA
2019-07-01,2019,2019 Q3,Mauritius,Africa Sub-Saharan,1,16,0.058823529411764705
2019-07-01,2019,2019 Q3,Mongolia,Asia East,2,3,0.4
2019-07-01,2019,2019 Q3,Morocco,Africa North,4,6,0.4
2019-07-01,2019,2019 Q3,Namibia,Africa Sub-Saharan,3,28,0.0967741935483871
2019-07-01,2019,2019 Q3,Nepal,Asia South,NA,10,NA
2019-07-01,2019,2019 Q3,Netherlands,EU 14,NA,1,NA
2019-07-01,2019,2019 Q3,Nicaragua,America Central and South,2,3,0.4
2019-07-01,2019,2019 Q3,Niger,Africa Sub-Saharan,NA,1,NA
2019-07-01,2019,2019 Q3,Nigeria,Africa Sub-Saharan,40,111,0.26490066225165565
2019-07-01,2019,2019 Q3,Occupied Palestinian Territories,Middle East,14,10,0.5833333333333334
2019-07-01,2019,2019 Q3,Other and unknown,Other,1,NA,NA
2019-07-01,2019,2019 Q3,Pakistan,Asia South,67,135,0.3316831683168317
2019-07-01,2019,2019 Q3,Philippines,Asia South East,1,10,0.09090909090909091
2019-07-01,2019,2019 Q3,Poland,EU 8,NA,2,NA
2019-07-01,2019,2019 Q3,Portugal,EU 14,NA,1,NA
2019-07-01,2019,2019 Q3,Refugee,Other,71,6,0.922077922077922
2019-07-01,2019,2019 Q3,Romania,EU 2,NA,2,NA
2019-07-01,2019,2019 Q3,Russia,Europe Other,18,15,0.5454545454545454
2019-07-01,2019,2019 Q3,Rwanda,Africa Sub-Saharan,NA,1,NA
2019-07-01,2019,2019 Q3,Saudi Arabia,Middle East,10,7,0.5882352941176471
2019-07-01,2019,2019 Q3,Senegal,Africa Sub-Saharan,NA,1,NA
2019-07-01,2019,2019 Q3,Sierra Leone,Africa Sub-Saharan,5,10,0.3333333333333333
2019-07-01,2019,2019 Q3,Somalia,Africa Sub-Saharan,28,11,0.717948717948718
2019-07-01,2019,2019 Q3,South Africa,Africa Sub-Saharan,1,16,0.058823529411764705
2019-07-01,2019,2019 Q3,Spain,EU 14,NA,1,NA
2019-07-01,2019,2019 Q3,Sri Lanka,Asia South,19,34,0.3584905660377358
2019-07-01,2019,2019 Q3,St. Lucia,America Central and South,1,1,0.5
2019-07-01,2019,2019 Q3,St. Vincent and the Grenadines,America Central and South,2,NA,NA
2019-07-01,2019,2019 Q3,Stateless,Other,16,37,0.3018867924528302
2019-07-01,2019,2019 Q3,Sudan,Africa North,342,63,0.8444444444444444
2019-07-01,2019,2019 Q3,Sudan (South),Africa Sub-Saharan,2,NA,NA
2019-07-01,2019,2019 Q3,Sweden,EU 14,NA,1,NA
2019-07-01,2019,2019 Q3,Syria,Middle East,157,21,0.8820224719101124
2019-07-01,2019,2019 Q3,Tajikistan,Asia Central,NA,2,NA
2019-07-01,2019,2019 Q3,Tanzania,Africa Sub-Saharan,1,9,0.1
2019-07-01,2019,2019 Q3,Thailand,Asia South East,NA,1,NA
2019-07-01,2019,2019 Q3,Togo,Africa Sub-Saharan,1,1,0.5
2019-07-01,2019,2019 Q3,Trinidad and Tobago,America Central and South,1,3,0.25
2019-07-01,2019,2019 Q3,Tunisia,Africa North,2,2,0.5
2019-07-01,2019,2019 Q3,Turkey,Europe Other,78,34,0.6964285714285714
2019-07-01,2019,2019 Q3,Uganda,Africa Sub-Saharan,4,11,0.26666666666666666
2019-07-01,2019,2019 Q3,Ukraine,Europe Other,3,21,0.125
2019-07-01,2019,2019 Q3,United Arab Emirates,Middle East,1,NA,NA
2019-07-01,2019,2019 Q3,United States,America North,NA,1,NA
2019-07-01,2019,2019 Q3,Uzbekistan,Asia Central,2,NA,NA
2019-07-01,2019,2019 Q3,Venezuela,America Central and South,NA,1,NA
2019-07-01,2019,2019 Q3,Vietnam,Asia South East,100,57,0.6369426751592356
2019-07-01,2019,2019 Q3,Western Sahara,Africa North,1,NA,NA
2019-07-01,2019,2019 Q3,Yemen,Middle East,44,6,0.88
2019-07-01,2019,2019 Q3,Zambia,Africa Sub-Saharan,1,NA,NA
2019-07-01,2019,2019 Q3,Zimbabwe,Africa Sub-Saharan,8,17,0.32
2019-10-01,2019,2019 Q4,Afghanistan,Asia Central,130,106,0.5508474576271186
2019-10-01,2019,2019 Q4,Albania,Europe Other,68,163,0.2943722943722944
2019-10-01,2019,2019 Q4,Algeria,Africa North,2,16,0.1111111111111111
2019-10-01,2019,2019 Q4,Angola,Africa Sub-Saharan,4,4,0.5
2019-10-01,2019,2019 Q4,Azerbaijan,Europe Other,2,3,0.4
2019-10-01,2019,2019 Q4,"Bahamas, The",America Central and South,NA,1,NA
2019-10-01,2019,2019 Q4,Bahrain,Middle East,1,1,0.5
2019-10-01,2019,2019 Q4,Bangladesh,Asia South,23,122,0.15862068965517243
2019-10-01,2019,2019 Q4,Barbados,America Central and South,1,2,0.3333333333333333
2019-10-01,2019,2019 Q4,Belarus,Europe Other,1,1,0.5
2019-10-01,2019,2019 Q4,Bolivia,America Central and South,NA,7,NA
2019-10-01,2019,2019 Q4,Botswana,Africa Sub-Saharan,NA,2,NA
2019-10-01,2019,2019 Q4,Brazil,America Central and South,1,16,0.058823529411764705
2019-10-01,2019,2019 Q4,British overseas citizens,Other,5,2,0.7142857142857143
2019-10-01,2019,2019 Q4,Burkina,Africa Sub-Saharan,NA,1,NA
2019-10-01,2019,2019 Q4,Burma,Asia South East,1,1,0.5
2019-10-01,2019,2019 Q4,Burundi,Africa Sub-Saharan,2,1,0.6666666666666666
2019-10-01,2019,2019 Q4,Cameroon,Africa Sub-Saharan,17,15,0.53125
2019-10-01,2019,2019 Q4,Canada,America North,NA,2,NA
2019-10-01,2019,2019 Q4,Central African Republic,Africa Sub-Saharan,1,NA,NA
2019-10-01,2019,2019 Q4,Chad,Africa Sub-Saharan,3,2,0.6
2019-10-01,2019,2019 Q4,China,Asia East,14,48,0.22580645161290322
2019-10-01,2019,2019 Q4,Colombia,America Central and South,NA,2,NA
2019-10-01,2019,2019 Q4,Congo,Africa Sub-Saharan,2,NA,NA
2019-10-01,2019,2019 Q4,Congo (Democratic Republic),Africa Sub-Saharan,8,10,0.4444444444444444
2019-10-01,2019,2019 Q4,Djibouti,Africa Sub-Saharan,1,NA,NA
2019-10-01,2019,2019 Q4,Dominica,America Central and South,NA,1,NA
2019-10-01,2019,2019 Q4,Ecuador,America Central and South,NA,1,NA
2019-10-01,2019,2019 Q4,Egypt,Africa North,8,22,0.26666666666666666
2019-10-01,2019,2019 Q4,El Salvador,America Central and South,32,37,0.463768115942029
2019-10-01,2019,2019 Q4,Eritrea,Africa Sub-Saharan,479,25,0.9503968253968254
2019-10-01,2019,2019 Q4,Ethiopia,Africa Sub-Saharan,17,65,0.2073170731707317
2019-10-01,2019,2019 Q4,Fiji,Oceania,1,NA,NA
2019-10-01,2019,2019 Q4,France,EU 14,NA,1,NA
2019-10-01,2019,2019 Q4,"Gambia, The",Africa Sub-Saharan,2,10,0.16666666666666666
2019-10-01,2019,2019 Q4,Georgia,Europe Other,NA,5,NA
2019-10-01,2019,2019 Q4,Ghana,Africa Sub-Saharan,13,36,0.2653061224489796
2019-10-01,2019,2019 Q4,Grenada,America Central and South,NA,1,NA
2019-10-01,2019,2019 Q4,Guinea,Africa Sub-Saharan,2,2,0.5
2019-10-01,2019,2019 Q4,Honduras,America Central and South,1,11,0.08333333333333333
2019-10-01,2019,2019 Q4,Hong Kong,Asia East,NA,1,NA
2019-10-01,2019,2019 Q4,Hungary,EU 8,NA,3,NA
2019-10-01,2019,2019 Q4,India,Asia South,6,198,0.029411764705882353
2019-10-01,2019,2019 Q4,Indonesia,Asia South East,NA,3,NA
2019-10-01,2019,2019 Q4,Iran,Middle East,533,251,0.6798469387755102
2019-10-01,2019,2019 Q4,Iraq,Middle East,172,350,0.32950191570881227
2019-10-01,2019,2019 Q4,Italy,EU 14,NA,1,NA
2019-10-01,2019,2019 Q4,Ivory Coast,Africa Sub-Saharan,5,5,0.5
2019-10-01,2019,2019 Q4,Jamaica,America Central and South,3,11,0.21428571428571427
2019-10-01,2019,2019 Q4,Jordan,Middle East,1,1,0.5
2019-10-01,2019,2019 Q4,Kazakhstan,Asia Central,NA,2,NA
2019-10-01,2019,2019 Q4,Kenya,Africa Sub-Saharan,5,10,0.3333333333333333
2019-10-01,2019,2019 Q4,Korea (North),Asia East,NA,1,NA
2019-10-01,2019,2019 Q4,Korea (South),Asia East,NA,2,NA
2019-10-01,2019,2019 Q4,Kosovo,Europe Other,1,6,0.14285714285714285
2019-10-01,2019,2019 Q4,Kuwait,Middle East,7,4,0.6363636363636364
2019-10-01,2019,2019 Q4,Kyrgyzstan,Asia Central,2,2,0.5
2019-10-01,2019,2019 Q4,Latvia,EU 8,NA,2,NA
2019-10-01,2019,2019 Q4,Lebanon,Middle East,2,4,0.3333333333333333
2019-10-01,2019,2019 Q4,Liberia,Africa Sub-Saharan,1,1,0.5
2019-10-01,2019,2019 Q4,Libya,Africa North,100,6,0.9433962264150944
2019-10-01,2019,2019 Q4,Malawi,Africa Sub-Saharan,2,1,0.6666666666666666
2019-10-01,2019,2019 Q4,Malaysia,Asia South East,5,8,0.38461538461538464
2019-10-01,2019,2019 Q4,Mali,Africa Sub-Saharan,NA,2,NA
2019-10-01,2019,2019 Q4,Mauritius,Africa Sub-Saharan,1,5,0.16666666666666666
2019-10-01,2019,2019 Q4,Mexico,America Central and South,NA,1,NA
2019-10-01,2019,2019 Q4,Mongolia,Asia East,NA,2,NA
2019-10-01,2019,2019 Q4,Morocco,Africa North,5,6,0.45454545454545453
2019-10-01,2019,2019 Q4,Mozambique,Africa Sub-Saharan,NA,2,NA
2019-10-01,2019,2019 Q4,Namibia,Africa Sub-Saharan,4,45,0.08163265306122448
2019-10-01,2019,2019 Q4,Nepal,Asia South,NA,8,NA
2019-10-01,2019,2019 Q4,Nicaragua,America Central and South,NA,6,NA
2019-10-01,2019,2019 Q4,Niger,Africa Sub-Saharan,1,2,0.3333333333333333
2019-10-01,2019,2019 Q4,Nigeria,Africa Sub-Saharan,55,126,0.30386740331491713
2019-10-01,2019,2019 Q4,Occupied Palestinian Territories,Middle East,16,8,0.6666666666666666
2019-10-01,2019,2019 Q4,Oman,Middle East,NA,2,NA
2019-10-01,2019,2019 Q4,Other and unknown,Other,1,NA,NA
2019-10-01,2019,2019 Q4,Pakistan,Asia South,92,124,0.42592592592592593
2019-10-01,2019,2019 Q4,Paraguay,America Central and South,NA,1,NA
2019-10-01,2019,2019 Q4,Philippines,Asia South East,1,6,0.14285714285714285
2019-10-01,2019,2019 Q4,Poland,EU 8,NA,7,NA
2019-10-01,2019,2019 Q4,Portugal,EU 14,NA,1,NA
2019-10-01,2019,2019 Q4,Refugee,Other,58,15,0.7945205479452054
2019-10-01,2019,2019 Q4,Romania,EU 2,NA,1,NA
2019-10-01,2019,2019 Q4,Russia,Europe Other,18,5,0.782608695652174
2019-10-01,2019,2019 Q4,Rwanda,Africa Sub-Saharan,2,1,0.6666666666666666
2019-10-01,2019,2019 Q4,Saudi Arabia,Middle East,14,2,0.875
2019-10-01,2019,2019 Q4,Senegal,Africa Sub-Saharan,NA,2,NA
2019-10-01,2019,2019 Q4,Sierra Leone,Africa Sub-Saharan,8,3,0.7272727272727273
2019-10-01,2019,2019 Q4,Somalia,Africa Sub-Saharan,32,18,0.64
2019-10-01,2019,2019 Q4,South Africa,Africa Sub-Saharan,3,8,0.2727272727272727
2019-10-01,2019,2019 Q4,Sri Lanka,Asia South,19,43,0.3064516129032258
2019-10-01,2019,2019 Q4,St. Kitts and Nevis,America Central and South,NA,1,NA
2019-10-01,2019,2019 Q4,St. Lucia,America Central and South,NA,4,NA
2019-10-01,2019,2019 Q4,St. Vincent and the Grenadines,America Central and South,1,NA,NA
2019-10-01,2019,2019 Q4,Stateless,Other,34,18,0.6538461538461539
2019-10-01,2019,2019 Q4,Sudan,Africa North,392,27,0.9355608591885441
2019-10-01,2019,2019 Q4,Sudan (South),Africa Sub-Saharan,2,1,0.6666666666666666
2019-10-01,2019,2019 Q4,Sweden,EU 14,NA,1,NA
2019-10-01,2019,2019 Q4,Syria,Middle East,144,12,0.9230769230769231
2019-10-01,2019,2019 Q4,Taiwan,Asia East,NA,1,NA
2019-10-01,2019,2019 Q4,Tajikistan,Asia Central,NA,1,NA
2019-10-01,2019,2019 Q4,Tanzania,Africa Sub-Saharan,1,7,0.125
2019-10-01,2019,2019 Q4,Thailand,Asia South East,NA,2,NA
2019-10-01,2019,2019 Q4,Togo,Africa Sub-Saharan,NA,3,NA
2019-10-01,2019,2019 Q4,Trinidad and Tobago,America Central and South,NA,1,NA
2019-10-01,2019,2019 Q4,Tunisia,Africa North,NA,2,NA
2019-10-01,2019,2019 Q4,Turkey,Europe Other,84,36,0.7
2019-10-01,2019,2019 Q4,Uganda,Africa Sub-Saharan,7,1,0.875
2019-10-01,2019,2019 Q4,Ukraine,Europe Other,NA,31,NA
2019-10-01,2019,2019 Q4,United States,America North,NA,1,NA
2019-10-01,2019,2019 Q4,Venezuela,America Central and South,2,2,0.5
2019-10-01,2019,2019 Q4,Vietnam,Asia South East,71,50,0.5867768595041323
2019-10-01,2019,2019 Q4,Yemen,Middle East,39,4,0.9069767441860465
2019-10-01,2019,2019 Q4,Zambia,Africa Sub-Saharan,NA,1,NA
2019-10-01,2019,2019 Q4,Zimbabwe,Africa Sub-Saharan,3,22,0.12
2020-01-01,2020,2020 Q1,Afghanistan,Asia Central,161,93,0.6338582677165354
2020-01-01,2020,2020 Q1,Albania,Europe Other,74,161,0.3148936170212766
2020-01-01,2020,2020 Q1,Algeria,Africa North,4,6,0.4
2020-01-01,2020,2020 Q1,Angola,Africa Sub-Saharan,2,8,0.2
2020-01-01,2020,2020 Q1,Australia,Oceania,NA,1,NA
2020-01-01,2020,2020 Q1,Bangladesh,Asia South,23,91,0.20175438596491227
2020-01-01,2020,2020 Q1,Barbados,America Central and South,NA,1,NA
2020-01-01,2020,2020 Q1,Belarus,Europe Other,NA,2,NA
2020-01-01,2020,2020 Q1,Benin,Africa Sub-Saharan,NA,2,NA
2020-01-01,2020,2020 Q1,Bolivia,America Central and South,1,3,0.25
2020-01-01,2020,2020 Q1,Botswana,Africa Sub-Saharan,1,1,0.5
2020-01-01,2020,2020 Q1,Brazil,America Central and South,2,32,0.058823529411764705
2020-01-01,2020,2020 Q1,Burma,Asia South East,1,1,0.5
2020-01-01,2020,2020 Q1,Burundi,Africa Sub-Saharan,1,2,0.3333333333333333
2020-01-01,2020,2020 Q1,Cameroon,Africa Sub-Saharan,15,18,0.45454545454545453
2020-01-01,2020,2020 Q1,Central African Republic,Africa Sub-Saharan,NA,1,NA
2020-01-01,2020,2020 Q1,Chad,Africa Sub-Saharan,1,5,0.16666666666666666
2020-01-01,2020,2020 Q1,China,Asia East,18,52,0.2571428571428571
2020-01-01,2020,2020 Q1,Colombia,America Central and South,NA,1,NA
2020-01-01,2020,2020 Q1,Congo,Africa Sub-Saharan,1,NA,NA
2020-01-01,2020,2020 Q1,Congo (Democratic Republic),Africa Sub-Saharan,5,8,0.38461538461538464
2020-01-01,2020,2020 Q1,Costa Rica,America Central and South,NA,1,NA
2020-01-01,2020,2020 Q1,Croatia,EU Other,NA,1,NA
2020-01-01,2020,2020 Q1,Cuba,America Central and South,1,1,0.5
2020-01-01,2020,2020 Q1,Dominica,America Central and South,NA,1,NA
2020-01-01,2020,2020 Q1,Egypt,Africa North,11,38,0.22448979591836735
2020-01-01,2020,2020 Q1,El Salvador,America Central and South,35,25,0.5833333333333334
2020-01-01,2020,2020 Q1,Eritrea,Africa Sub-Saharan,381,45,0.8943661971830986
2020-01-01,2020,2020 Q1,Ethiopia,Africa Sub-Saharan,11,40,0.21568627450980393
2020-01-01,2020,2020 Q1,"Gambia, The",Africa Sub-Saharan,7,7,0.5
2020-01-01,2020,2020 Q1,Georgia,Europe Other,NA,5,NA
2020-01-01,2020,2020 Q1,Ghana,Africa Sub-Saharan,4,28,0.125
2020-01-01,2020,2020 Q1,Grenada,America Central and South,NA,2,NA
2020-01-01,2020,2020 Q1,Guatemala,America Central and South,NA,2,NA
2020-01-01,2020,2020 Q1,Guinea,Africa Sub-Saharan,3,3,0.5
2020-01-01,2020,2020 Q1,Guyana,America Central and South,NA,1,NA
2020-01-01,2020,2020 Q1,Honduras,America Central and South,8,8,0.5
2020-01-01,2020,2020 Q1,Hungary,EU 8,NA,1,NA
2020-01-01,2020,2020 Q1,India,Asia South,7,189,0.03571428571428571
2020-01-01,2020,2020 Q1,Indonesia,Asia South East,NA,1,NA
2020-01-01,2020,2020 Q1,Iran,Middle East,602,229,0.7244283995186522
2020-01-01,2020,2020 Q1,Iraq,Middle East,160,261,0.38004750593824227
2020-01-01,2020,2020 Q1,Israel,Middle East,NA,1,NA
2020-01-01,2020,2020 Q1,Ivory Coast,Africa Sub-Saharan,2,2,0.5
2020-01-01,2020,2020 Q1,Jamaica,America Central and South,1,8,0.1111111111111111
2020-01-01,2020,2020 Q1,Jordan,Middle East,4,5,0.4444444444444444
2020-01-01,2020,2020 Q1,Kazakhstan,Asia Central,1,4,0.2
2020-01-01,2020,2020 Q1,Kenya,Africa Sub-Saharan,7,20,0.25925925925925924
2020-01-01,2020,2020 Q1,Kosovo,Europe Other,1,1,0.5
2020-01-01,2020,2020 Q1,Kuwait,Middle East,18,5,0.782608695652174
2020-01-01,2020,2020 Q1,Kyrgyzstan,Asia Central,NA,1,NA
2020-01-01,2020,2020 Q1,Lebanon,Middle East,4,3,0.5714285714285714
2020-01-01,2020,2020 Q1,Liberia,Africa Sub-Saharan,NA,1,NA
2020-01-01,2020,2020 Q1,Libya,Africa North,113,3,0.9741379310344828
2020-01-01,2020,2020 Q1,Lithuania,EU 8,NA,1,NA
2020-01-01,2020,2020 Q1,Malawi,Africa Sub-Saharan,2,7,0.2222222222222222
2020-01-01,2020,2020 Q1,Malaysia,Asia South East,20,9,0.6896551724137931
2020-01-01,2020,2020 Q1,Maldives,Asia South,1,NA,NA
2020-01-01,2020,2020 Q1,Mali,Africa Sub-Saharan,1,2,0.3333333333333333
2020-01-01,2020,2020 Q1,Mauritania,Africa North,1,NA,NA
2020-01-01,2020,2020 Q1,Mauritius,Africa Sub-Saharan,NA,5,NA
