Date,Year,Quarter,Nationality,Region,Asylum Case Outcome,Asylum Case Outcome Group,Applicant type,UASC,Sex,Age Group,Decisions
2022-09-30,2022,3,Ghana,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Guinea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,2
2022-09-30,2022,3,Guinea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Guinea,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,1
2022-09-30,2022,3,Guyana,America Central and South,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,1
2022-09-30,2022,3,India,Asia South,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,25 to 39,1
2022-09-30,2022,3,India,Asia South,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,1
2022-09-30,2022,3,India,Asia South,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,18 to 24,1
2022-09-30,2022,3,India,Asia South,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,17 and under,1
2022-09-30,2022,3,India,Asia South,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,21
2022-09-30,2022,3,India,Asia South,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,54
2022-09-30,2022,3,India,Asia South,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,17
2022-09-30,2022,3,India,Asia South,Non-substantiated withdrawal,Withdrawn,Dependant,Non-UASC,Female,25 to 39,1
2022-09-30,2022,3,India,Asia South,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,9
2022-09-30,2022,3,India,Asia South,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,8
2022-09-30,2022,3,India,Asia South,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,1
2022-09-30,2022,3,India,Asia South,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,5
2022-09-30,2022,3,India,Asia South,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,1
2022-09-30,2022,3,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,17 and under,54
2022-09-30,2022,3,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,18 to 24,14
2022-09-30,2022,3,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,25 to 39,62
2022-09-30,2022,3,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,40 and over,15
2022-09-30,2022,3,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,67
2022-09-30,2022,3,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,18 to 24,2
2022-09-30,2022,3,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,25 to 39,5
2022-09-30,2022,3,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,40 and over,4
2022-09-30,2022,3,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Unknown,17 and under,3
2022-09-30,2022,3,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,17 and under,1
2022-09-30,2022,3,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,18 to 24,12
2022-09-30,2022,3,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,65
2022-09-30,2022,3,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,40 and over,24
2022-09-30,2022,3,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,17 and under,29
2022-09-30,2022,3,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,408
2022-09-30,2022,3,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,656
2022-09-30,2022,3,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,160
2022-09-30,2022,3,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Unknown,25 to 39,1
2022-09-30,2022,3,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,142
2022-09-30,2022,3,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,18 to 24,3
2022-09-30,2022,3,Iran,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Unknown,17 and under,1
2022-09-30,2022,3,Iran,Middle East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,2
2022-09-30,2022,3,Iran,Middle East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Iran,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Iran,Middle East,Other Refusals,Refused,Main applicant,UASC,Male,17 and under,5
2022-09-30,2022,3,Iran,Middle East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,5
2022-09-30,2022,3,Iran,Middle East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,1
2022-09-30,2022,3,Iran,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,1
2022-09-30,2022,3,Iran,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,4
2022-09-30,2022,3,Iran,Middle East,Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,40 and over,1
2022-09-30,2022,3,Iran,Middle East,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,7
2022-09-30,2022,3,Iran,Middle East,Temporary Refugee Permission,Grant of Protection,Dependant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Iran,Middle East,Temporary Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,1
2022-09-30,2022,3,Iran,Middle East,UASC Leave,Grant of Other Leave,Main applicant,UASC,Male,17 and under,2
2022-09-30,2022,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,17 and under,128
2022-09-30,2022,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,18 to 24,21
2022-09-30,2022,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,25 to 39,92
2022-09-30,2022,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,40 and over,23
2022-09-30,2022,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,156
2022-09-30,2022,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,18 to 24,2
2022-09-30,2022,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,25 to 39,8
2022-09-30,2022,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,40 and over,1
2022-09-30,2022,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Unknown,17 and under,3
2022-09-30,2022,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,17 and under,10
2022-09-30,2022,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,18 to 24,14
2022-09-30,2022,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,51
2022-09-30,2022,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,40 and over,20
2022-09-30,2022,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,17 and under,24
2022-09-30,2022,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,267
2022-09-30,2022,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,350
2022-09-30,2022,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,69
2022-09-30,2022,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Unknown,17 and under,1
2022-09-30,2022,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Unknown,18 to 24,3
2022-09-30,2022,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Unknown,40 and over,1
2022-09-30,2022,3,Iraq,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,37
2022-09-30,2022,3,Iraq,Middle East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,1
2022-09-30,2022,3,Iraq,Middle East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,2
2022-09-30,2022,3,Iraq,Middle East,Non-substantiated withdrawal,Withdrawn,Main applicant,UASC,Male,18 to 24,1
2022-09-30,2022,3,Iraq,Middle East,Other Refusals,Refused,Dependant,Non-UASC,Female,17 and under,1
2022-09-30,2022,3,Iraq,Middle East,Other Refusals,Refused,Dependant,Non-UASC,Female,18 to 24,1
2022-09-30,2022,3,Iraq,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Male,18 to 24,3
2022-09-30,2022,3,Iraq,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Male,25 to 39,2
2022-09-30,2022,3,Iraq,Middle East,Other Refusals,Refused,Main applicant,Non-UASC,Male,40 and over,1
2022-09-30,2022,3,Iraq,Middle East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Female,40 and over,1
2022-09-30,2022,3,Iraq,Middle East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,2
2022-09-30,2022,3,Iraq,Middle East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,8
2022-09-30,2022,3,Iraq,Middle East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,2
2022-09-30,2022,3,Iraq,Middle East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Unknown,18 to 24,1
2022-09-30,2022,3,Iraq,Middle East,Refugee Permission,Grant of Protection,Main applicant,UASC,Male,17 and under,1
2022-09-30,2022,3,Ivory Coast,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Ivory Coast,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,1
2022-09-30,2022,3,Jamaica,America Central and South,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Kazakhstan,Asia Central,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,40 and over,1
2022-09-30,2022,3,Kosovo,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,40 and over,1
2022-09-30,2022,3,Kosovo,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,3
2022-09-30,2022,3,Kosovo,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,2
2022-09-30,2022,3,Kosovo,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,1
2022-09-30,2022,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,17 and under,9
2022-09-30,2022,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,25 to 39,3
2022-09-30,2022,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,40 and over,2
2022-09-30,2022,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,11
2022-09-30,2022,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,17 and under,1
2022-09-30,2022,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,18 to 24,1
2022-09-30,2022,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,1
2022-09-30,2022,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,40 and over,1
2022-09-30,2022,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,17 and under,3
2022-09-30,2022,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,12
2022-09-30,2022,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,34
2022-09-30,2022,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,13
2022-09-30,2022,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,2
2022-09-30,2022,3,Kuwait,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,18 to 24,1
2022-09-30,2022,3,Lebanon,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,2
2022-09-30,2022,3,Lebanon,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,4
2022-09-30,2022,3,Lebanon,Middle East,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Lebanon,Middle East,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,18 to 24,1
2022-09-30,2022,3,Liberia,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Libya,Africa North,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,17 and under,1
2022-09-30,2022,3,Libya,Africa North,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,40 and over,1
2022-09-30,2022,3,Libya,Africa North,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,2
2022-09-30,2022,3,Libya,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,40 and over,1
2022-09-30,2022,3,Libya,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,17 and under,2
2022-09-30,2022,3,Libya,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,12
2022-09-30,2022,3,Libya,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,30
2022-09-30,2022,3,Libya,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,1
2022-09-30,2022,3,Libya,Africa North,Humanitarian Protection,Grant of Protection,Main applicant,Non-UASC,Male,18 to 24,2
2022-09-30,2022,3,Libya,Africa North,Temporary Refugee Permission,Grant of Protection,Dependant,Non-UASC,Female,25 to 39,1
2022-09-30,2022,3,Libya,Africa North,Temporary Refugee Permission,Grant of Protection,Dependant,Non-UASC,Male,17 and under,1
2022-09-30,2022,3,Libya,Africa North,Temporary Refugee Permission,Grant of Protection,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Mali,Africa Sub-Saharan,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Moldova,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Montenegro,Europe Other,Non-substantiated withdrawal,Withdrawn,Main applicant,Non-UASC,Male,25 to 39,1
2022-09-30,2022,3,Morocco,Africa North,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,25 to 39,1
2022-09-30,2022,3,Morocco,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,40 and over,1
2022-09-30,2022,3,Morocco,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,5
2022-09-30,2022,3,Morocco,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,4
2022-09-30,2022,3,Morocco,Africa North,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,1
2022-09-30,2022,3,Nigeria,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,17 and under,2
2022-09-30,2022,3,Nigeria,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,1
2022-09-30,2022,3,Nigeria,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Female,25 to 39,2
2022-09-30,2022,3,Nigeria,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,3
2022-09-30,2022,3,Nigeria,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,3
2022-09-30,2022,3,Nigeria,Africa Sub-Saharan,Awaiting initial decision,Awaiting initial decision,Main applicant,UASC,Male,17 and under,2
2022-09-30,2022,3,North Macedonia,Europe Other,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Unknown,25 to 39,1
2022-09-30,2022,3,North Macedonia,Europe Other,Other Withdrawal,Withdrawn,Main applicant,Non-UASC,Male,40 and over,1
2022-09-30,2022,3,Occupied Palestinian Territories,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Female,25 to 39,1
2022-09-30,2022,3,Occupied Palestinian Territories,Middle East,Awaiting initial decision,Awaiting initial decision,Dependant,Non-UASC,Male,17 and under,2
2022-09-30,2022,3,Occupied Palestinian Territories,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,18 to 24,2
2022-09-30,2022,3,Occupied Palestinian Territories,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,25 to 39,16
2022-09-30,2022,3,Occupied Palestinian Territories,Middle East,Awaiting initial decision,Awaiting initial decision,Main applicant,Non-UASC,Male,40 and over,2
