Date,Nationality,Region,Support Type,Support Sub-Type,UK Region,People
2021-06-30,Lebanon,Middle East,Section 95,Dispersed Accommodation,North East,21
2021-06-30,Lebanon,Middle East,Section 95,Dispersed Accommodation,North West,26
2021-06-30,Lebanon,Middle East,Section 95,Dispersed Accommodation,Scotland,12
2021-06-30,Lebanon,Middle East,Section 95,Dispersed Accommodation,South East,8
2021-06-30,Lebanon,Middle East,Section 95,Dispersed Accommodation,South West,11
2021-06-30,Lebanon,Middle East,Section 95,Dispersed Accommodation,Wales,12
2021-06-30,Lebanon,Middle East,Section 95,Dispersed Accommodation,West Midlands,38
2021-06-30,Lebanon,Middle East,Section 95,Dispersed Accommodation,Yorkshire and The Humber,25
2021-06-30,Lebanon,Middle East,Section 95,Subsistence Only,East Midlands,7
2021-06-30,Lebanon,Middle East,Section 95,Subsistence Only,East of England,4
2021-06-30,Lebanon,Middle East,Section 95,Subsistence Only,London,15
2021-06-30,Lebanon,Middle East,Section 95,Subsistence Only,North West,3
2021-06-30,Lebanon,Middle East,Section 95,Subsistence Only,Northern Ireland,1
2021-06-30,Lebanon,Middle East,Section 95,Subsistence Only,Unknown,2
2021-06-30,Lebanon,Middle East,Section 95,Subsistence Only,Yorkshire and The Humber,2
2021-06-30,Lesotho,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,1
2021-06-30,Liberia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,1
2021-06-30,Liberia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,2
2021-06-30,Liberia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,5
2021-06-30,Liberia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,4
2021-06-30,Liberia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,1
2021-06-30,Liberia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,1
2021-06-30,Libya,Africa North,Section 95,Dispersed Accommodation,East Midlands,15
2021-06-30,Libya,Africa North,Section 95,Dispersed Accommodation,East of England,7
2021-06-30,Libya,Africa North,Section 95,Dispersed Accommodation,London,34
2021-06-30,Libya,Africa North,Section 95,Dispersed Accommodation,North East,23
2021-06-30,Libya,Africa North,Section 95,Dispersed Accommodation,North West,76
2021-06-30,Libya,Africa North,Section 95,Dispersed Accommodation,Northern Ireland,1
2021-06-30,Libya,Africa North,Section 95,Dispersed Accommodation,Scotland,22
2021-06-30,Libya,Africa North,Section 95,Dispersed Accommodation,South East,1
2021-06-30,Libya,Africa North,Section 95,Dispersed Accommodation,South West,2
2021-06-30,Libya,Africa North,Section 95,Dispersed Accommodation,Wales,8
2021-06-30,Libya,Africa North,Section 95,Dispersed Accommodation,West Midlands,12
2021-06-30,Libya,Africa North,Section 95,Dispersed Accommodation,Yorkshire and The Humber,46
2021-06-30,Libya,Africa North,Section 95,Subsistence Only,East Midlands,7
2021-06-30,Libya,Africa North,Section 95,Subsistence Only,London,2
2021-06-30,Libya,Africa North,Section 95,Subsistence Only,North West,16
2021-06-30,Libya,Africa North,Section 95,Subsistence Only,Wales,2
2021-06-30,Lithuania,EU 8,Section 95,Dispersed Accommodation,London,1
2021-06-30,Macedonia,Europe Other,Section 95,Dispersed Accommodation,London,4
2021-06-30,Macedonia,Europe Other,Section 95,Dispersed Accommodation,Scotland,3
2021-06-30,Malawi,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,8
2021-06-30,Malawi,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,2
2021-06-30,Malawi,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,13
2021-06-30,Malawi,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,38
2021-06-30,Malawi,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Northern Ireland,4
2021-06-30,Malawi,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,6
2021-06-30,Malawi,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South East,2
2021-06-30,Malawi,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,12
2021-06-30,Malawi,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,22
2021-06-30,Malawi,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,21
2021-06-30,Malawi,Africa Sub-Saharan,Section 95,Subsistence Only,London,1
2021-06-30,Malawi,Africa Sub-Saharan,Section 95,Subsistence Only,West Midlands,1
2021-06-30,Malaysia,Asia South East,Section 95,Dispersed Accommodation,East Midlands,2
2021-06-30,Malaysia,Asia South East,Section 95,Dispersed Accommodation,East of England,1
2021-06-30,Malaysia,Asia South East,Section 95,Dispersed Accommodation,London,5
2021-06-30,Malaysia,Asia South East,Section 95,Dispersed Accommodation,North East,8
2021-06-30,Malaysia,Asia South East,Section 95,Dispersed Accommodation,North West,26
2021-06-30,Malaysia,Asia South East,Section 95,Dispersed Accommodation,Scotland,27
2021-06-30,Malaysia,Asia South East,Section 95,Dispersed Accommodation,South East,3
2021-06-30,Malaysia,Asia South East,Section 95,Dispersed Accommodation,South West,2
2021-06-30,Malaysia,Asia South East,Section 95,Dispersed Accommodation,Wales,7
2021-06-30,Malaysia,Asia South East,Section 95,Dispersed Accommodation,West Midlands,16
2021-06-30,Malaysia,Asia South East,Section 95,Dispersed Accommodation,Yorkshire and The Humber,8
2021-06-30,Malaysia,Asia South East,Section 95,Subsistence Only,London,4
2021-06-30,Malaysia,Asia South East,Section 95,Subsistence Only,North West,2
2021-06-30,Malaysia,Asia South East,Section 95,Subsistence Only,South East,1
2021-06-30,Malaysia,Asia South East,Section 95,Subsistence Only,Yorkshire and The Humber,1
2021-06-30,Maldives,Asia South,Section 95,Dispersed Accommodation,London,1
2021-06-30,Maldives,Asia South,Section 95,Dispersed Accommodation,North East,1
2021-06-30,Maldives,Asia South,Section 95,Dispersed Accommodation,North West,2
2021-06-30,Maldives,Asia South,Section 95,Dispersed Accommodation,Yorkshire and The Humber,1
2021-06-30,Mali,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,4
2021-06-30,Mali,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,9
2021-06-30,Mali,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,3
2021-06-30,Mali,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,7
2021-06-30,Mali,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,3
2021-06-30,Mali,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,5
2021-06-30,Mali,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,8
2021-06-30,Mali,Africa Sub-Saharan,Section 95,Subsistence Only,London,1
2021-06-30,Marshall Islands,Oceania,Section 95,Dispersed Accommodation,West Midlands,1
2021-06-30,Mauritania,Africa North,Section 95,Dispersed Accommodation,London,4
2021-06-30,Mauritania,Africa North,Section 95,Dispersed Accommodation,North West,1
2021-06-30,Mauritania,Africa North,Section 95,Dispersed Accommodation,Yorkshire and The Humber,1
2021-06-30,Mauritius,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,20
2021-06-30,Mauritius,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,31
2021-06-30,Mauritius,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,10
2021-06-30,Mauritius,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,36
2021-06-30,Mauritius,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South East,6
2021-06-30,Mauritius,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,4
2021-06-30,Mauritius,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,11
2021-06-30,Mauritius,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,8
2021-06-30,Mauritius,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,29
2021-06-30,Mauritius,Africa Sub-Saharan,Section 95,Subsistence Only,East of England,2
2021-06-30,Mauritius,Africa Sub-Saharan,Section 95,Subsistence Only,London,4
2021-06-30,Mauritius,Africa Sub-Saharan,Section 95,Subsistence Only,Scotland,1
2021-06-30,Mauritius,Africa Sub-Saharan,Section 95,Subsistence Only,South West,4
2021-06-30,Mauritius,Africa Sub-Saharan,Section 95,Subsistence Only,West Midlands,4
2021-06-30,Mexico,America Central and South,Section 95,Dispersed Accommodation,East Midlands,1
2021-06-30,Mexico,America Central and South,Section 95,Dispersed Accommodation,North East,5
2021-06-30,Mexico,America Central and South,Section 95,Dispersed Accommodation,North West,10
2021-06-30,Mexico,America Central and South,Section 95,Dispersed Accommodation,Scotland,2
2021-06-30,Mexico,America Central and South,Section 95,Dispersed Accommodation,South West,3
2021-06-30,Mexico,America Central and South,Section 95,Dispersed Accommodation,Wales,1
2021-06-30,Mexico,America Central and South,Section 95,Dispersed Accommodation,West Midlands,8
2021-06-30,Mexico,America Central and South,Section 95,Subsistence Only,North West,2
2021-06-30,Mongolia,Asia East,Section 95,Dispersed Accommodation,London,21
2021-06-30,Mongolia,Asia East,Section 95,Dispersed Accommodation,North East,6
2021-06-30,Mongolia,Asia East,Section 95,Dispersed Accommodation,North West,25
2021-06-30,Mongolia,Asia East,Section 95,Dispersed Accommodation,South East,3
2021-06-30,Mongolia,Asia East,Section 95,Dispersed Accommodation,Wales,12
2021-06-30,Mongolia,Asia East,Section 95,Dispersed Accommodation,Yorkshire and The Humber,12
2021-06-30,Morocco,Africa North,Section 95,Dispersed Accommodation,East Midlands,6
2021-06-30,Morocco,Africa North,Section 95,Dispersed Accommodation,East of England,7
2021-06-30,Morocco,Africa North,Section 95,Dispersed Accommodation,London,25
2021-06-30,Morocco,Africa North,Section 95,Dispersed Accommodation,North East,23
2021-06-30,Morocco,Africa North,Section 95,Dispersed Accommodation,North West,15
2021-06-30,Morocco,Africa North,Section 95,Dispersed Accommodation,Northern Ireland,8
2021-06-30,Morocco,Africa North,Section 95,Dispersed Accommodation,Scotland,12
2021-06-30,Morocco,Africa North,Section 95,Dispersed Accommodation,South East,4
2021-06-30,Morocco,Africa North,Section 95,Dispersed Accommodation,South West,5
2021-06-30,Morocco,Africa North,Section 95,Dispersed Accommodation,Wales,3
2021-06-30,Morocco,Africa North,Section 95,Dispersed Accommodation,West Midlands,17
2021-06-30,Morocco,Africa North,Section 95,Dispersed Accommodation,Yorkshire and The Humber,33
2021-06-30,Morocco,Africa North,Section 95,Subsistence Only,London,6
2021-06-30,Morocco,Africa North,Section 95,Subsistence Only,North West,3
2021-06-30,Morocco,Africa North,Section 95,Subsistence Only,Scotland,4
2021-06-30,Morocco,Africa North,Section 95,Subsistence Only,West Midlands,1
2021-06-30,Mozambique,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,1
2021-06-30,Mozambique,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,3
2021-06-30,Mozambique,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,1
2021-06-30,Mozambique,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,1
2021-06-30,Namibia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,23
2021-06-30,Namibia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East of England,14
2021-06-30,Namibia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,55
2021-06-30,Namibia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,50
2021-06-30,Namibia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,205
2021-06-30,Namibia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Northern Ireland,4
2021-06-30,Namibia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,147
2021-06-30,Namibia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South East,17
2021-06-30,Namibia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,25
2021-06-30,Namibia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Unknown,2
2021-06-30,Namibia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,73
2021-06-30,Namibia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,75
2021-06-30,Namibia,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,77
2021-06-30,Namibia,Africa Sub-Saharan,Section 95,Subsistence Only,East Midlands,2
2021-06-30,Namibia,Africa Sub-Saharan,Section 95,Subsistence Only,East of England,3
2021-06-30,Namibia,Africa Sub-Saharan,Section 95,Subsistence Only,London,1
2021-06-30,Namibia,Africa Sub-Saharan,Section 95,Subsistence Only,North East,1
2021-06-30,Namibia,Africa Sub-Saharan,Section 95,Subsistence Only,Scotland,1
2021-06-30,Namibia,Africa Sub-Saharan,Section 95,Subsistence Only,West Midlands,5
2021-06-30,Nepal,Asia South,Section 95,Dispersed Accommodation,London,12
2021-06-30,Nepal,Asia South,Section 95,Dispersed Accommodation,North West,5
2021-06-30,Nepal,Asia South,Section 95,Dispersed Accommodation,Northern Ireland,3
2021-06-30,Nepal,Asia South,Section 95,Dispersed Accommodation,Scotland,1
2021-06-30,Nepal,Asia South,Section 95,Dispersed Accommodation,South East,3
2021-06-30,Nepal,Asia South,Section 95,Dispersed Accommodation,South West,3
2021-06-30,Nepal,Asia South,Section 95,Dispersed Accommodation,Yorkshire and The Humber,4
2021-06-30,Nepal,Asia South,Section 95,Subsistence Only,London,3
2021-06-30,Nicaragua,America Central and South,Section 95,Dispersed Accommodation,East Midlands,6
2021-06-30,Nicaragua,America Central and South,Section 95,Dispersed Accommodation,London,8
2021-06-30,Nicaragua,America Central and South,Section 95,Dispersed Accommodation,North East,6
2021-06-30,Nicaragua,America Central and South,Section 95,Dispersed Accommodation,North West,14
2021-06-30,Nicaragua,America Central and South,Section 95,Dispersed Accommodation,Wales,16
2021-06-30,Nicaragua,America Central and South,Section 95,Dispersed Accommodation,Yorkshire and The Humber,10
2021-06-30,Nicaragua,America Central and South,Section 95,Subsistence Only,London,2
2021-06-30,Nicaragua,America Central and South,Section 95,Subsistence Only,South East,1
2021-06-30,Nicaragua,America Central and South,Section 95,Subsistence Only,Yorkshire and The Humber,2
2021-06-30,Niger,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,1
2021-06-30,Niger,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,1
2021-06-30,Niger,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,3
2021-06-30,Niger,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,1
2021-06-30,Nigeria,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East Midlands,83
2021-06-30,Nigeria,Africa Sub-Saharan,Section 95,Dispersed Accommodation,East of England,61
2021-06-30,Nigeria,Africa Sub-Saharan,Section 95,Dispersed Accommodation,London,430
2021-06-30,Nigeria,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North East,179
2021-06-30,Nigeria,Africa Sub-Saharan,Section 95,Dispersed Accommodation,North West,419
2021-06-30,Nigeria,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Northern Ireland,83
2021-06-30,Nigeria,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Scotland,300
2021-06-30,Nigeria,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South East,70
2021-06-30,Nigeria,Africa Sub-Saharan,Section 95,Dispersed Accommodation,South West,51
2021-06-30,Nigeria,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Wales,137
2021-06-30,Nigeria,Africa Sub-Saharan,Section 95,Dispersed Accommodation,West Midlands,201
2021-06-30,Nigeria,Africa Sub-Saharan,Section 95,Dispersed Accommodation,Yorkshire and The Humber,177
2021-06-30,Nigeria,Africa Sub-Saharan,Section 95,Subsistence Only,East Midlands,1
2021-06-30,Nigeria,Africa Sub-Saharan,Section 95,Subsistence Only,East of England,13
2021-06-30,Nigeria,Africa Sub-Saharan,Section 95,Subsistence Only,London,47
2021-06-30,Nigeria,Africa Sub-Saharan,Section 95,Subsistence Only,North East,5
2021-06-30,Nigeria,Africa Sub-Saharan,Section 95,Subsistence Only,North West,28
2021-06-30,Nigeria,Africa Sub-Saharan,Section 95,Subsistence Only,Scotland,14
2021-06-30,Nigeria,Africa Sub-Saharan,Section 95,Subsistence Only,South East,3
2021-06-30,Nigeria,Africa Sub-Saharan,Section 95,Subsistence Only,South West,4
2021-06-30,Nigeria,Africa Sub-Saharan,Section 95,Subsistence Only,Unknown,11
2021-06-30,Nigeria,Africa Sub-Saharan,Section 95,Subsistence Only,Wales,2
2021-06-30,Nigeria,Africa Sub-Saharan,Section 95,Subsistence Only,West Midlands,10
2021-06-30,Nigeria,Africa Sub-Saharan,Section 95,Subsistence Only,Yorkshire and The Humber,11
2021-06-30,Occupied Palestinian Territories,Middle East,Section 95,Dispersed Accommodation,East Midlands,6
2021-06-30,Occupied Palestinian Territories,Middle East,Section 95,Dispersed Accommodation,East of England,1
2021-06-30,Occupied Palestinian Territories,Middle East,Section 95,Dispersed Accommodation,London,56
2021-06-30,Occupied Palestinian Territories,Middle East,Section 95,Dispersed Accommodation,North East,23
2021-06-30,Occupied Palestinian Territories,Middle East,Section 95,Dispersed Accommodation,North West,53
2021-06-30,Occupied Palestinian Territories,Middle East,Section 95,Dispersed Accommodation,Northern Ireland,14
2021-06-30,Occupied Palestinian Territories,Middle East,Section 95,Dispersed Accommodation,Scotland,4
2021-06-30,Occupied Palestinian Territories,Middle East,Section 95,Dispersed Accommodation,South West,7
2021-06-30,Occupied Palestinian Territories,Middle East,Section 95,Dispersed Accommodation,Wales,13
2021-06-30,Occupied Palestinian Territories,Middle East,Section 95,Dispersed Accommodation,West Midlands,13
2021-06-30,Occupied Palestinian Territories,Middle East,Section 95,Dispersed Accommodation,Yorkshire and The Humber,34
2021-06-30,Occupied Palestinian Territories,Middle East,Section 95,Subsistence Only,East of England,9
