Date,Year,Quarter,Return destination,Return destination region,Number of foreign national offender returns
2020-01-01,2020,1,Malaysia,Asia South East,2
2020-01-01,2020,1,Moldova,Europe Other,2
2020-01-01,2020,1,Netherlands,EU 14,14
2020-01-01,2020,1,New Zealand,Oceania,1
2020-01-01,2020,1,Nigeria,Africa Sub-Saharan,4
2020-01-01,2020,1,Norway,Europe Other,1
2020-01-01,2020,1,Other and unknown,Other,45
2020-01-01,2020,1,Pakistan,Asia South,10
2020-01-01,2020,1,Poland,EU 8,121
2020-01-01,2020,1,Portugal,EU 14,19
2020-01-01,2020,1,Romania,EU 2,252
2020-01-01,2020,1,Russia,Europe Other,3
2020-01-01,2020,1,Slovakia,EU 8,19
2020-01-01,2020,1,Somalia,Africa Sub-Saharan,11
2020-01-01,2020,1,South Africa,Africa Sub-Saharan,4
2020-01-01,2020,1,Spain,EU 14,9
2020-01-01,2020,1,Sri Lanka,Asia South,2
2020-01-01,2020,1,St. Kitts and Nevis,America Central and South,1
2020-01-01,2020,1,St. Lucia,America Central and South,2
2020-01-01,2020,1,Sudan,Africa North,2
2020-01-01,2020,1,Sweden,EU 14,2
2020-01-01,2020,1,Trinidad and Tobago,America Central and South,2
2020-01-01,2020,1,Tunisia,Africa North,3
2020-01-01,2020,1,Turkey,Europe Other,4
2020-01-01,2020,1,Uganda,Africa Sub-Saharan,1
2020-01-01,2020,1,Ukraine,Europe Other,3
2020-01-01,2020,1,United States,America North,2
2020-01-01,2020,1,Vietnam,Asia South East,16
2020-01-01,2020,1,Zimbabwe,Africa Sub-Saharan,6
2020-04-01,2020,2,Albania,Europe Other,107
2020-04-01,2020,2,Brazil,America Central and South,1
2020-04-01,2020,2,Bulgaria,EU 2,23
2020-04-01,2020,2,Canada,America North,1
2020-04-01,2020,2,Croatia,EU Other,3
2020-04-01,2020,2,Czech Republic,EU 8,1
2020-04-01,2020,2,France,EU 14,3
2020-04-01,2020,2,Germany,EU 14,1
2020-04-01,2020,2,Ghana,Africa Sub-Saharan,1
2020-04-01,2020,2,Hong Kong,Asia East,1
2020-04-01,2020,2,Hungary,EU 8,2
2020-04-01,2020,2,Italy,EU 14,3
2020-04-01,2020,2,Lithuania,EU 8,6
2020-04-01,2020,2,Malaysia,Asia South East,2
2020-04-01,2020,2,Moldova,Europe Other,2
2020-04-01,2020,2,Netherlands,EU 14,10
2020-04-01,2020,2,Other and unknown,Other,5
2020-04-01,2020,2,Poland,EU 8,35
2020-04-01,2020,2,Portugal,EU 14,6
2020-04-01,2020,2,Romania,EU 2,153
2020-04-01,2020,2,Spain,EU 14,3
2020-04-01,2020,2,Sri Lanka,Asia South,1
2020-04-01,2020,2,Sweden,EU 14,1
2020-04-01,2020,2,United States,America North,1
2020-07-01,2020,3,Albania,Europe Other,151
2020-07-01,2020,3,Algeria,Africa North,1
2020-07-01,2020,3,Australia,Oceania,1
2020-07-01,2020,3,Austria,EU 14,1
2020-07-01,2020,3,Bangladesh,Asia South,2
2020-07-01,2020,3,Barbados,America Central and South,2
2020-07-01,2020,3,Belarus,Europe Other,1
2020-07-01,2020,3,Belgium,EU 14,4
2020-07-01,2020,3,Brazil,America Central and South,10
2020-07-01,2020,3,Bulgaria,EU 2,17
2020-07-01,2020,3,Chile,America Central and South,1
2020-07-01,2020,3,Croatia,EU Other,3
2020-07-01,2020,3,Czech Republic,EU 8,15
2020-07-01,2020,3,Denmark,EU 14,2
2020-07-01,2020,3,France,EU 14,15
2020-07-01,2020,3,Germany,EU 14,1
2020-07-01,2020,3,Greece,EU 14,11
2020-07-01,2020,3,Hungary,EU 8,12
2020-07-01,2020,3,India,Asia South,6
2020-07-01,2020,3,Iran,Middle East,2
2020-07-01,2020,3,Iraq,Middle East,1
2020-07-01,2020,3,Ireland,EU 14,2
2020-07-01,2020,3,Italy,EU 14,18
2020-07-01,2020,3,Ivory Coast,Africa Sub-Saharan,1
2020-07-01,2020,3,Jamaica,America Central and South,1
2020-07-01,2020,3,Kosovo,Europe Other,1
2020-07-01,2020,3,Latvia,EU 8,26
2020-07-01,2020,3,Lithuania,EU 8,113
2020-07-01,2020,3,Malaysia,Asia South East,3
2020-07-01,2020,3,Moldova,Europe Other,1
2020-07-01,2020,3,Morocco,Africa North,1
2020-07-01,2020,3,Netherlands,EU 14,20
2020-07-01,2020,3,Norway,Europe Other,1
2020-07-01,2020,3,Other and unknown,Other,27
2020-07-01,2020,3,Pakistan,Asia South,7
2020-07-01,2020,3,Poland,EU 8,103
2020-07-01,2020,3,Portugal,EU 14,26
2020-07-01,2020,3,Romania,EU 2,153
2020-07-01,2020,3,Russia,Europe Other,1
2020-07-01,2020,3,Serbia,Europe Other,2
2020-07-01,2020,3,Slovakia,EU 8,18
2020-07-01,2020,3,Slovenia,EU 8,1
2020-07-01,2020,3,Somalia,Africa Sub-Saharan,1
2020-07-01,2020,3,Spain,EU 14,14
2020-07-01,2020,3,Sweden,EU 14,2
2020-07-01,2020,3,Taiwan,Asia East,1
2020-07-01,2020,3,Turkey,Europe Other,4
2020-07-01,2020,3,Ukraine,Europe Other,3
2020-07-01,2020,3,United States,America North,1
2020-10-01,2020,4,Albania,Europe Other,140
2020-10-01,2020,4,Argentina,America Central and South,2
2020-10-01,2020,4,Austria,EU 14,1
2020-10-01,2020,4,Belgium,EU 14,3
2020-10-01,2020,4,Brazil,America Central and South,12
2020-10-01,2020,4,Bulgaria,EU 2,13
2020-10-01,2020,4,Canada,America North,1
2020-10-01,2020,4,Chile,America Central and South,5
2020-10-01,2020,4,China,Asia East,6
2020-10-01,2020,4,Colombia,America Central and South,4
2020-10-01,2020,4,Croatia,EU Other,1
2020-10-01,2020,4,Czech Republic,EU 8,9
2020-10-01,2020,4,Denmark,EU 14,1
2020-10-01,2020,4,Dominican Republic,America Central and South,1
2020-10-01,2020,4,Ecuador,America Central and South,1
2020-10-01,2020,4,Egypt,Africa North,2
2020-10-01,2020,4,Ethiopia,Africa Sub-Saharan,1
2020-10-01,2020,4,France,EU 14,13
2020-10-01,2020,4,"Gambia, The",Africa Sub-Saharan,1
2020-10-01,2020,4,Germany,EU 14,2
2020-10-01,2020,4,Ghana,Africa Sub-Saharan,8
2020-10-01,2020,4,Greece,EU 14,2
2020-10-01,2020,4,Grenada,America Central and South,2
2020-10-01,2020,4,Guinea-Bissau,Africa Sub-Saharan,1
2020-10-01,2020,4,Hungary,EU 8,11
2020-10-01,2020,4,India,Asia South,5
2020-10-01,2020,4,Iran,Middle East,1
2020-10-01,2020,4,Iraq,Middle East,6
2020-10-01,2020,4,Ireland,EU 14,4
2020-10-01,2020,4,Italy,EU 14,11
2020-10-01,2020,4,Jamaica,America Central and South,14
2020-10-01,2020,4,Kosovo,Europe Other,2
2020-10-01,2020,4,Latvia,EU 8,10
2020-10-01,2020,4,Lebanon,Middle East,1
2020-10-01,2020,4,Libya,Africa North,2
2020-10-01,2020,4,Lithuania,EU 8,67
2020-10-01,2020,4,Malaysia,Asia South East,5
2020-10-01,2020,4,Moldova,Europe Other,2
2020-10-01,2020,4,Netherlands,EU 14,14
2020-10-01,2020,4,Nigeria,Africa Sub-Saharan,9
2020-10-01,2020,4,Norway,Europe Other,1
2020-10-01,2020,4,Other and unknown,Other,22
2020-10-01,2020,4,Pakistan,Asia South,7
2020-10-01,2020,4,Paraguay,America Central and South,1
2020-10-01,2020,4,Peru,America Central and South,1
2020-10-01,2020,4,Philippines,Asia South East,1
2020-10-01,2020,4,Poland,EU 8,112
2020-10-01,2020,4,Portugal,EU 14,20
2020-10-01,2020,4,Romania,EU 2,148
2020-10-01,2020,4,Serbia,Europe Other,1
2020-10-01,2020,4,Slovakia,EU 8,14
2020-10-01,2020,4,Slovenia,EU 8,1
2020-10-01,2020,4,Somalia,Africa Sub-Saharan,1
2020-10-01,2020,4,South Africa,Africa Sub-Saharan,3
2020-10-01,2020,4,Spain,EU 14,6
2020-10-01,2020,4,Sudan,Africa North,1
2020-10-01,2020,4,Sweden,EU 14,5
2020-10-01,2020,4,Tanzania,Africa Sub-Saharan,1
2020-10-01,2020,4,Thailand,Asia South East,3
2020-10-01,2020,4,Turkey,Europe Other,4
2020-10-01,2020,4,Ukraine,Europe Other,2
2020-10-01,2020,4,United Arab Emirates,Middle East,2
2020-10-01,2020,4,United States,America North,3
2020-10-01,2020,4,Vietnam,Asia South East,6
2020-10-01,2020,4,Zimbabwe,Africa Sub-Saharan,2
2021-01-01,2021,1,Afghanistan,Asia Central,5
2021-01-01,2021,1,Albania,Europe Other,6
2021-01-01,2021,1,Australia,Oceania,1
2021-01-01,2021,1,Barbados,America Central and South,1
2021-01-01,2021,1,Belarus,Europe Other,1
2021-01-01,2021,1,Belgium,EU 14,2
2021-01-01,2021,1,Bosnia and Herzegovina,Europe Other,1
2021-01-01,2021,1,Brazil,America Central and South,1
2021-01-01,2021,1,Bulgaria,EU 2,10
2021-01-01,2021,1,Canada,America North,4
2021-01-01,2021,1,Chile,America Central and South,1
2021-01-01,2021,1,Colombia,America Central and South,1
2021-01-01,2021,1,Czech Republic,EU 8,4
2021-01-01,2021,1,Denmark,EU 14,1
2021-01-01,2021,1,Estonia,EU 8,1
2021-01-01,2021,1,France,EU 14,7
2021-01-01,2021,1,"Gambia, The",Africa Sub-Saharan,1
2021-01-01,2021,1,Germany,EU 14,2
2021-01-01,2021,1,Ghana,Africa Sub-Saharan,2
2021-01-01,2021,1,Greece,EU 14,3
2021-01-01,2021,1,Hungary,EU 8,13
2021-01-01,2021,1,India,Asia South,6
2021-01-01,2021,1,Ireland,EU 14,2
2021-01-01,2021,1,Italy,EU 14,7
2021-01-01,2021,1,Latvia,EU 8,13
2021-01-01,2021,1,Lithuania,EU 8,71
2021-01-01,2021,1,Macedonia,Europe Other,1
2021-01-01,2021,1,Moldova,Europe Other,1
2021-01-01,2021,1,Namibia,Africa Sub-Saharan,2
2021-01-01,2021,1,Netherlands,EU 14,5
2021-01-01,2021,1,Nigeria,Africa Sub-Saharan,1
2021-01-01,2021,1,Other and unknown,Other,8
2021-01-01,2021,1,Pakistan,Asia South,2
2021-01-01,2021,1,Poland,EU 8,64
2021-01-01,2021,1,Portugal,EU 14,1
2021-01-01,2021,1,Qatar,Middle East,1
2021-01-01,2021,1,Romania,EU 2,160
2021-01-01,2021,1,Serbia,Europe Other,1
2021-01-01,2021,1,Sierra Leone,Africa Sub-Saharan,2
2021-01-01,2021,1,Slovakia,EU 8,6
2021-01-01,2021,1,Somalia,Africa Sub-Saharan,2
2021-01-01,2021,1,Spain,EU 14,4
2021-01-01,2021,1,St. Lucia,America Central and South,1
2021-01-01,2021,1,Sudan,Africa North,2
2021-01-01,2021,1,Sweden,EU 14,3
2021-01-01,2021,1,Trinidad and Tobago,America Central and South,1
2021-01-01,2021,1,Turkey,Europe Other,1
2021-01-01,2021,1,United States,America North,2
2021-01-01,2021,1,Zimbabwe,Africa Sub-Saharan,1
2021-04-01,2021,2,Afghanistan,Asia Central,2
2021-04-01,2021,2,Albania,Europe Other,218
2021-04-01,2021,2,Bangladesh,Asia South,6
2021-04-01,2021,2,Barbados,America Central and South,3
2021-04-01,2021,2,Belgium,EU 14,2
2021-04-01,2021,2,Bosnia and Herzegovina,Europe Other,1
2021-04-01,2021,2,Brazil,America Central and South,9
2021-04-01,2021,2,Bulgaria,EU 2,18
2021-04-01,2021,2,Canada,America North,4
2021-04-01,2021,2,Chile,America Central and South,8
2021-04-01,2021,2,Colombia,America Central and South,2
2021-04-01,2021,2,Czech Republic,EU 8,9
2021-04-01,2021,2,Denmark,EU 14,3
2021-04-01,2021,2,Egypt,Africa North,1
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,1
2021-04-01,2021,2,Estonia,EU 8,2
2021-04-01,2021,2,Finland,EU 14,1
2021-04-01,2021,2,France,EU 14,9
2021-04-01,2021,2,Germany,EU 14,4
2021-04-01,2021,2,Greece,EU 14,12
2021-04-01,2021,2,Hungary,EU 8,12
2021-04-01,2021,2,India,Asia South,4
2021-04-01,2021,2,Iran,Middle East,5
2021-04-01,2021,2,Iraq,Middle East,2
2021-04-01,2021,2,Ireland,EU 14,3
2021-04-01,2021,2,Israel,Middle East,1
2021-04-01,2021,2,Italy,EU 14,9
2021-04-01,2021,2,Jamaica,America Central and South,6
2021-04-01,2021,2,Kosovo,Europe Other,2
2021-04-01,2021,2,Latvia,EU 8,8
2021-04-01,2021,2,Libya,Africa North,1
2021-04-01,2021,2,Lithuania,EU 8,56
2021-04-01,2021,2,Malta,EU Other,1
2021-04-01,2021,2,Mexico,America Central and South,1
2021-04-01,2021,2,Moldova,Europe Other,1
2021-04-01,2021,2,Netherlands,EU 14,14
2021-04-01,2021,2,Nigeria,Africa Sub-Saharan,7
2021-04-01,2021,2,Other and unknown,Other,24
2021-04-01,2021,2,Pakistan,Asia South,2
2021-04-01,2021,2,Paraguay,America Central and South,1
2021-04-01,2021,2,Peru,America Central and South,1
2021-04-01,2021,2,Poland,EU 8,90
2021-04-01,2021,2,Portugal,EU 14,17
2021-04-01,2021,2,Romania,EU 2,187
2021-04-01,2021,2,Serbia,Europe Other,2
2021-04-01,2021,2,Slovakia,EU 8,7
2021-04-01,2021,2,Somalia,Africa Sub-Saharan,3
2021-04-01,2021,2,South Africa,Africa Sub-Saharan,2
2021-04-01,2021,2,Spain,EU 14,8
2021-04-01,2021,2,Sri Lanka,Asia South,1
2021-04-01,2021,2,St. Lucia,America Central and South,3
2021-04-01,2021,2,Sudan,Africa North,1
2021-04-01,2021,2,Sweden,EU 14,6
2021-04-01,2021,2,Switzerland,Europe Other,1
2021-04-01,2021,2,Tanzania,Africa Sub-Saharan,1
2021-04-01,2021,2,Trinidad and Tobago,America Central and South,1
2021-04-01,2021,2,Turkey,Europe Other,8
2021-04-01,2021,2,Ukraine,Europe Other,5
2021-04-01,2021,2,United States,America North,4
2021-04-01,2021,2,Vietnam,Asia South East,16
2021-04-01,2021,2,Zimbabwe,Africa Sub-Saharan,1
2021-07-01,2021,3,Afghanistan,Asia Central,2
2021-07-01,2021,3,Albania,Europe Other,224
2021-07-01,2021,3,Angola,Africa Sub-Saharan,1
2021-07-01,2021,3,Austria,EU 14,2
2021-07-01,2021,3,Bangladesh,Asia South,2
2021-07-01,2021,3,Barbados,America Central and South,1
2021-07-01,2021,3,Belgium,EU 14,3
2021-07-01,2021,3,Belize,America Central and South,1
2021-07-01,2021,3,Botswana,Africa Sub-Saharan,1
2021-07-01,2021,3,Brazil,America Central and South,8
2021-07-01,2021,3,Bulgaria,EU 2,5
2021-07-01,2021,3,Canada,America North,2
2021-07-01,2021,3,Chile,America Central and South,2
2021-07-01,2021,3,China,Asia East,1
2021-07-01,2021,3,Cyprus,EU Other,1
2021-07-01,2021,3,Czech Republic,EU 8,9
2021-07-01,2021,3,Estonia,EU 8,1
2021-07-01,2021,3,France,EU 14,7
2021-07-01,2021,3,Germany,EU 14,3
2021-07-01,2021,3,Ghana,Africa Sub-Saharan,1
2021-07-01,2021,3,Greece,EU 14,9
2021-07-01,2021,3,Honduras,America Central and South,1
2021-07-01,2021,3,Hungary,EU 8,2
2021-07-01,2021,3,India,Asia South,3
2021-07-01,2021,3,Iran,Middle East,2
2021-07-01,2021,3,Iraq,Middle East,5
2021-07-01,2021,3,Israel,Middle East,1
2021-07-01,2021,3,Italy,EU 14,10
2021-07-01,2021,3,Jamaica,America Central and South,11
2021-07-01,2021,3,Jordan,Middle East,1
2021-07-01,2021,3,Kenya,Africa Sub-Saharan,1
2021-07-01,2021,3,Kosovo,Europe Other,1
2021-07-01,2021,3,Latvia,EU 8,11
2021-07-01,2021,3,Lithuania,EU 8,58
2021-07-01,2021,3,Malaysia,Asia South East,1
2021-07-01,2021,3,Mauritius,Africa Sub-Saharan,3
2021-07-01,2021,3,Moldova,Europe Other,1
2021-07-01,2021,3,Morocco,Africa North,1
2021-07-01,2021,3,Mozambique,Africa Sub-Saharan,1
2021-07-01,2021,3,Nepal,Asia South,2
2021-07-01,2021,3,Netherlands,EU 14,6
2021-07-01,2021,3,New Zealand,Oceania,1
2021-07-01,2021,3,Nigeria,Africa Sub-Saharan,6
2021-07-01,2021,3,Norway,Europe Other,1
2021-07-01,2021,3,Other and unknown,Other,17
2021-07-01,2021,3,Pakistan,Asia South,4
2021-07-01,2021,3,Peru,America Central and South,1
2021-07-01,2021,3,Poland,EU 8,54
2021-07-01,2021,3,Portugal,EU 14,25
2021-07-01,2021,3,Romania,EU 2,151
2021-07-01,2021,3,Sierra Leone,Africa Sub-Saharan,1
2021-07-01,2021,3,Slovakia,EU 8,8
2021-07-01,2021,3,Somalia,Africa Sub-Saharan,2
2021-07-01,2021,3,Spain,EU 14,6
2021-07-01,2021,3,Sri Lanka,Asia South,1
2021-07-01,2021,3,Sweden,EU 14,1
2021-07-01,2021,3,Switzerland,Europe Other,1
2021-07-01,2021,3,Turkey,Europe Other,2
2021-07-01,2021,3,Ukraine,Europe Other,2
2021-07-01,2021,3,United Arab Emirates,Middle East,2
2021-07-01,2021,3,United States,America North,2
2021-07-01,2021,3,Vietnam,Asia South East,8
2021-07-01,2021,3,Zimbabwe,Africa Sub-Saharan,22
2021-10-01,2021,4,Albania,Europe Other,169
2021-10-01,2021,4,Algeria,Africa North,4
2021-10-01,2021,4,Australia,Oceania,1
2021-10-01,2021,4,Azerbaijan,Europe Other,1
2021-10-01,2021,4,Bangladesh,Asia South,2
2021-10-01,2021,4,Belarus,Europe Other,2
2021-10-01,2021,4,Belize,America Central and South,1
2021-10-01,2021,4,Brazil,America Central and South,14
2021-10-01,2021,4,Bulgaria,EU 2,12
2021-10-01,2021,4,Chile,America Central and South,3
2021-10-01,2021,4,China,Asia East,6
2021-10-01,2021,4,Colombia,America Central and South,2
2021-10-01,2021,4,Croatia,EU Other,1
2021-10-01,2021,4,Cyprus,EU Other,1
2021-10-01,2021,4,Czech Republic,EU 8,7
2021-10-01,2021,4,Denmark,EU 14,2
2021-10-01,2021,4,France,EU 14,11
2021-10-01,2021,4,Germany,EU 14,5
2021-10-01,2021,4,Ghana,Africa Sub-Saharan,1
2021-10-01,2021,4,Greece,EU 14,9
2021-10-01,2021,4,Grenada,America Central and South,2
2021-10-01,2021,4,Hong Kong,Asia East,1
2021-10-01,2021,4,Hungary,EU 8,5
2021-10-01,2021,4,India,Asia South,9
2021-10-01,2021,4,Iraq,Middle East,4
2021-10-01,2021,4,Italy,EU 14,14
2021-10-01,2021,4,Jamaica,America Central and South,5
2021-10-01,2021,4,Kenya,Africa Sub-Saharan,1
2021-10-01,2021,4,Kosovo,Europe Other,2
2021-10-01,2021,4,Kuwait,Middle East,1
2021-10-01,2021,4,Latvia,EU 8,9
2021-10-01,2021,4,Lithuania,EU 8,65
2021-10-01,2021,4,Malawi,Africa Sub-Saharan,1
2021-10-01,2021,4,Mauritius,Africa Sub-Saharan,1
2021-10-01,2021,4,Moldova,Europe Other,1
2021-10-01,2021,4,Morocco,Africa North,1
2021-10-01,2021,4,Netherlands,EU 14,10
2021-10-01,2021,4,Nigeria,Africa Sub-Saharan,8
2021-10-01,2021,4,Other and unknown,Other,5
2021-10-01,2021,4,Pakistan,Asia South,5
2021-10-01,2021,4,Poland,EU 8,65
2021-10-01,2021,4,Portugal,EU 14,17
2021-10-01,2021,4,Romania,EU 2,150
2021-10-01,2021,4,Russia,Europe Other,1
2021-10-01,2021,4,Slovakia,EU 8,8
2021-10-01,2021,4,Somalia,Africa Sub-Saharan,4
2021-10-01,2021,4,South Africa,Africa Sub-Saharan,5
2021-10-01,2021,4,Spain,EU 14,7
2021-10-01,2021,4,Sri Lanka,Asia South,2
2021-10-01,2021,4,Sweden,EU 14,4
2021-10-01,2021,4,Syria,Middle East,1
2021-10-01,2021,4,Turkey,Europe Other,2
2021-10-01,2021,4,Ukraine,Europe Other,2
2021-10-01,2021,4,United States,America North,5
2021-10-01,2021,4,Vietnam,Asia South East,2
2021-10-01,2021,4,Zambia,Africa Sub-Saharan,1
2022-01-01,2022,1,Albania,Europe Other,252
2022-01-01,2022,1,Algeria,Africa North,2
2022-01-01,2022,1,Armenia,Europe Other,1
2022-01-01,2022,1,Australia,Oceania,2
2022-01-01,2022,1,Austria,EU 14,1
2022-01-01,2022,1,Belgium,EU 14,2
2022-01-01,2022,1,Brazil,America Central and South,8
2022-01-01,2022,1,Bulgaria,EU 2,16
2022-01-01,2022,1,Canada,America North,1
2022-01-01,2022,1,Chile,America Central and South,6
2022-01-01,2022,1,Colombia,America Central and South,1
2022-01-01,2022,1,Croatia,EU Other,1
2022-01-01,2022,1,Czech Republic,EU 8,5
2022-01-01,2022,1,Denmark,EU 14,1
2022-01-01,2022,1,Egypt,Africa North,1
2022-01-01,2022,1,Ethiopia,Africa Sub-Saharan,1
2022-01-01,2022,1,Fiji,Oceania,1
2022-01-01,2022,1,France,EU 14,3
2022-01-01,2022,1,"Gambia, The",Africa Sub-Saharan,1
2022-01-01,2022,1,Germany,EU 14,4
2022-01-01,2022,1,Ghana,Africa Sub-Saharan,1
2022-01-01,2022,1,Greece,EU 14,16
2022-01-01,2022,1,Grenada,America Central and South,1
2022-01-01,2022,1,Honduras,America Central and South,1
2022-01-01,2022,1,Hungary,EU 8,7
2022-01-01,2022,1,India,Asia South,4
2022-01-01,2022,1,Iran,Middle East,1
2022-01-01,2022,1,Iraq,Middle East,3
2022-01-01,2022,1,Italy,EU 14,10
2022-01-01,2022,1,Jamaica,America Central and South,4
2022-01-01,2022,1,Kenya,Africa Sub-Saharan,1
2022-01-01,2022,1,Latvia,EU 8,12
2022-01-01,2022,1,Lithuania,EU 8,59
2022-01-01,2022,1,Luxembourg,EU 14,1
2022-01-01,2022,1,Malaysia,Asia South East,1
2022-01-01,2022,1,Mexico,America Central and South,1
2022-01-01,2022,1,Moldova,Europe Other,1
2022-01-01,2022,1,Netherlands,EU 14,6
2022-01-01,2022,1,Nigeria,Africa Sub-Saharan,2
2022-01-01,2022,1,Other and unknown,Other,15
2022-01-01,2022,1,Pakistan,Asia South,4
2022-01-01,2022,1,Peru,America Central and South,1
2022-01-01,2022,1,Poland,EU 8,75
2022-01-01,2022,1,Portugal,EU 14,12
2022-01-01,2022,1,Romania,EU 2,158
2022-01-01,2022,1,Russia,Europe Other,1
2022-01-01,2022,1,Senegal,Africa Sub-Saharan,1
2022-01-01,2022,1,Serbia,Europe Other,1
2022-01-01,2022,1,Slovakia,EU 8,9
2022-01-01,2022,1,Slovenia,EU 8,1
2022-01-01,2022,1,Somalia,Africa Sub-Saharan,2
2022-01-01,2022,1,South Africa,Africa Sub-Saharan,2
2022-01-01,2022,1,Spain,EU 14,7
2022-01-01,2022,1,Sri Lanka,Asia South,1
2022-01-01,2022,1,Sudan,Africa North,1
2022-01-01,2022,1,Sweden,EU 14,2
2022-01-01,2022,1,Trinidad and Tobago,America Central and South,3
2022-01-01,2022,1,Tunisia,Africa North,1
2022-01-01,2022,1,Turkey,Europe Other,1
2022-01-01,2022,1,Ukraine,Europe Other,1
2022-01-01,2022,1,United Arab Emirates,Middle East,1
2022-01-01,2022,1,United States,America North,3
2022-01-01,2022,1,Vietnam,Asia South East,25
2022-01-01,2022,1,Zimbabwe,Africa Sub-Saharan,24
2022-04-01,2022,2,Albania,Europe Other,162
2022-04-01,2022,2,Algeria,Africa North,5
2022-04-01,2022,2,Austria,EU 14,1
2022-04-01,2022,2,Belarus,Europe Other,1
2022-04-01,2022,2,Belgium,EU 14,3
2022-04-01,2022,2,Bosnia and Herzegovina,Europe Other,1
2022-04-01,2022,2,Brazil,America Central and South,13
2022-04-01,2022,2,Bulgaria,EU 2,15
2022-04-01,2022,2,Cameroon,Africa Sub-Saharan,1
2022-04-01,2022,2,Canada,America North,1
2022-04-01,2022,2,Chile,America Central and South,1
2022-04-01,2022,2,Colombia,America Central and South,3
2022-04-01,2022,2,Croatia,EU Other,3
2022-04-01,2022,2,Czech Republic,EU 8,6
2022-04-01,2022,2,Eritrea,Africa Sub-Saharan,1
2022-04-01,2022,2,France,EU 14,8
2022-04-01,2022,2,"Gambia, The",Africa Sub-Saharan,1
2022-04-01,2022,2,Germany,EU 14,5
2022-04-01,2022,2,Ghana,Africa Sub-Saharan,4
2022-04-01,2022,2,Greece,EU 14,25
2022-04-01,2022,2,Guinea,Africa Sub-Saharan,1
2022-04-01,2022,2,Hong Kong,Asia East,1
2022-04-01,2022,2,Hungary,EU 8,6
2022-04-01,2022,2,India,Asia South,3
2022-04-01,2022,2,Iraq,Middle East,2
2022-04-01,2022,2,Ireland,EU 14,3
2022-04-01,2022,2,Israel,Middle East,1
2022-04-01,2022,2,Italy,EU 14,6
2022-04-01,2022,2,Ivory Coast,Africa Sub-Saharan,1
2022-04-01,2022,2,Jamaica,America Central and South,10
2022-04-01,2022,2,Kosovo,Europe Other,1
2022-04-01,2022,2,Latvia,EU 8,11
2022-04-01,2022,2,Libya,Africa North,2
2022-04-01,2022,2,Lithuania,EU 8,71
2022-04-01,2022,2,Macedonia,Europe Other,1
2022-04-01,2022,2,Malaysia,Asia South East,2
2022-04-01,2022,2,Mauritius,Africa Sub-Saharan,1
2022-04-01,2022,2,Moldova,Europe Other,1
2022-04-01,2022,2,Morocco,Africa North,2
2022-04-01,2022,2,Netherlands,EU 14,7
2022-04-01,2022,2,Nigeria,Africa Sub-Saharan,11
2022-04-01,2022,2,Norway,Europe Other,1
2022-04-01,2022,2,Other and unknown,Other,11
2022-04-01,2022,2,Pakistan,Asia South,3
2022-04-01,2022,2,Philippines,Asia South East,1
2022-04-01,2022,2,Poland,EU 8,65
2022-04-01,2022,2,Portugal,EU 14,15
2022-04-01,2022,2,Romania,EU 2,137
2022-04-01,2022,2,Russia,Europe Other,1
2022-04-01,2022,2,Rwanda,Africa Sub-Saharan,1
2022-04-01,2022,2,Saudi Arabia,Middle East,1
2022-04-01,2022,2,Sierra Leone,Africa Sub-Saharan,1
2022-04-01,2022,2,Slovakia,EU 8,11
2022-04-01,2022,2,Somalia,Africa Sub-Saharan,1
2022-04-01,2022,2,Spain,EU 14,9
2022-04-01,2022,2,Sri Lanka,Asia South,1
2022-04-01,2022,2,St. Vincent and the Grenadines,America Central and South,1
2022-04-01,2022,2,Sweden,EU 14,2
2022-04-01,2022,2,Switzerland,Europe Other,1
2022-04-01,2022,2,Trinidad and Tobago,America Central and South,1
2022-04-01,2022,2,Tunisia,Africa North,1
2022-04-01,2022,2,Turkey,Europe Other,2
2022-04-01,2022,2,Vietnam,Asia South East,16
2022-07-01,2022,3,Afghanistan,Asia Central,1
2022-07-01,2022,3,Albania,Europe Other,210
2022-07-01,2022,3,Algeria,Africa North,1
2022-07-01,2022,3,Angola,Africa Sub-Saharan,1
