Date,Year,Quarter,Asylum application,Nationality,Region,Applicant type,UASC,Sex,Age Group,Applications
2022-12-31,2022,4,No asylum application raised,Turkey,Europe Other,N/A - No asylum application,Non-UASC,Male,25 to 39,7
2022-12-31,2022,4,No asylum application raised,Turkey,Europe Other,N/A - No asylum application,Non-UASC,Male,40 and over,2
2022-12-31,2022,4,No asylum application raised,Vietnam,Asia South East,N/A - No asylum application,Non-UASC,Male,17 and under,1
2022-12-31,2022,4,No asylum application raised,Vietnam,Asia South East,N/A - No asylum application,Non-UASC,Male,18 to 24,3
2022-12-31,2022,4,No asylum application raised,Vietnam,Asia South East,N/A - No asylum application,Non-UASC,Male,25 to 39,5
2022-12-31,2022,4,No asylum application raised,Yemen,Middle East,N/A - No asylum application,Non-UASC,Male,18 to 24,2
2022-12-31,2022,4,No asylum application raised,Yemen,Middle East,N/A - No asylum application,Non-UASC,Male,25 to 39,5
2022-12-31,2022,4,No asylum application raised,Yemen,Middle East,N/A - No asylum application,Non-UASC,Male,40 and over,1
2023-03-31,2023,1,Asylum application raised,Afghanistan,Asia Central,Dependant,Non-UASC,Female,17 and under,22
2023-03-31,2023,1,Asylum application raised,Afghanistan,Asia Central,Dependant,Non-UASC,Male,17 and under,31
2023-03-31,2023,1,Asylum application raised,Afghanistan,Asia Central,Dependant,Non-UASC,Female,18 to 24,2
2023-03-31,2023,1,Asylum application raised,Afghanistan,Asia Central,Dependant,Non-UASC,Female,25 to 39,13
2023-03-31,2023,1,Asylum application raised,Afghanistan,Asia Central,Dependant,Non-UASC,Female,40 and over,2
2023-03-31,2023,1,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Female,17 and under,1
2023-03-31,2023,1,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Male,17 and under,89
2023-03-31,2023,1,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Female,18 to 24,3
2023-03-31,2023,1,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Unknown,18 to 24,3
2023-03-31,2023,1,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Male,18 to 24,344
2023-03-31,2023,1,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Female,25 to 39,5
2023-03-31,2023,1,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Male,25 to 39,225
2023-03-31,2023,1,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Female,40 and over,5
2023-03-31,2023,1,Asylum application raised,Afghanistan,Asia Central,Main applicant,Non-UASC,Male,40 and over,16
2023-03-31,2023,1,Asylum application raised,Afghanistan,Asia Central,Main applicant,UASC,Unknown,17 and under,1
2023-03-31,2023,1,Asylum application raised,Afghanistan,Asia Central,Main applicant,UASC,Male,17 and under,120
2023-03-31,2023,1,Asylum application raised,Afghanistan,Asia Central,Main applicant,UASC,Male,18 to 24,3
2023-03-31,2023,1,Asylum application raised,Afghanistan,Asia Central,Main applicant,UASC,Male,25 to 39,2
2023-03-31,2023,1,Asylum application raised,Albania,Europe Other,Dependant,Non-UASC,Female,18 to 24,1
2023-03-31,2023,1,Asylum application raised,Albania,Europe Other,Main applicant,Non-UASC,Male,18 to 24,11
2023-03-31,2023,1,Asylum application raised,Albania,Europe Other,Main applicant,Non-UASC,Male,25 to 39,13
2023-03-31,2023,1,Asylum application raised,Albania,Europe Other,Main applicant,Non-UASC,Male,40 and over,1
2023-03-31,2023,1,Asylum application raised,Albania,Europe Other,Main applicant,UASC,Male,17 and under,1
2023-03-31,2023,1,Asylum application raised,Burkina Faso,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,1
2023-03-31,2023,1,Asylum application raised,Burkina Faso,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,1
2023-03-31,2023,1,Asylum application raised,Chad,Africa Sub-Saharan,Main applicant,Non-UASC,Male,17 and under,1
2023-03-31,2023,1,Asylum application raised,Chad,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,3
2023-03-31,2023,1,Asylum application raised,Chad,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,4
2023-03-31,2023,1,Asylum application raised,Chad,Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,2
2023-03-31,2023,1,Asylum application raised,Egypt,Africa North,Dependant,Non-UASC,Male,17 and under,1
2023-03-31,2023,1,Asylum application raised,Egypt,Africa North,Main applicant,Non-UASC,Male,17 and under,9
2023-03-31,2023,1,Asylum application raised,Egypt,Africa North,Main applicant,Non-UASC,Unknown,18 to 24,1
2023-03-31,2023,1,Asylum application raised,Egypt,Africa North,Main applicant,Non-UASC,Male,18 to 24,48
2023-03-31,2023,1,Asylum application raised,Egypt,Africa North,Main applicant,Non-UASC,Male,25 to 39,81
2023-03-31,2023,1,Asylum application raised,Egypt,Africa North,Main applicant,Non-UASC,Female,40 and over,1
2023-03-31,2023,1,Asylum application raised,Egypt,Africa North,Main applicant,Non-UASC,Male,40 and over,21
2023-03-31,2023,1,Asylum application raised,Egypt,Africa North,Main applicant,UASC,Male,17 and under,11
2023-03-31,2023,1,Asylum application raised,Egypt,Africa North,Main applicant,UASC,Male,18 to 24,1
2023-03-31,2023,1,Asylum application raised,Eritrea,Africa Sub-Saharan,Dependant,Non-UASC,Male,17 and under,1
2023-03-31,2023,1,Asylum application raised,Eritrea,Africa Sub-Saharan,Dependant,Non-UASC,Female,17 and under,2
2023-03-31,2023,1,Asylum application raised,Eritrea,Africa Sub-Saharan,Dependant,Non-UASC,Female,18 to 24,2
2023-03-31,2023,1,Asylum application raised,Eritrea,Africa Sub-Saharan,Dependant,Non-UASC,Female,25 to 39,2
2023-03-31,2023,1,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Female,17 and under,2
2023-03-31,2023,1,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,17 and under,3
2023-03-31,2023,1,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Unknown,18 to 24,2
2023-03-31,2023,1,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Female,18 to 24,22
2023-03-31,2023,1,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,61
2023-03-31,2023,1,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Unknown,25 to 39,1
2023-03-31,2023,1,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Female,25 to 39,25
2023-03-31,2023,1,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,75
2023-03-31,2023,1,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Female,40 and over,2
2023-03-31,2023,1,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,40 and over,9
2023-03-31,2023,1,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,UASC,Female,17 and under,7
2023-03-31,2023,1,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,UASC,Male,17 and under,11
2023-03-31,2023,1,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,UASC,Female,18 to 24,1
2023-03-31,2023,1,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,UASC,Male,18 to 24,1
2023-03-31,2023,1,Asylum application raised,Eritrea,Africa Sub-Saharan,Main applicant,UASC,Male,25 to 39,1
2023-03-31,2023,1,Asylum application raised,Ethiopia,Africa Sub-Saharan,Dependant,Non-UASC,Female,17 and under,1
2023-03-31,2023,1,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,17 and under,1
2023-03-31,2023,1,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,1
2023-03-31,2023,1,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Female,25 to 39,1
2023-03-31,2023,1,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,4
2023-03-31,2023,1,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,Non-UASC,Male,40 and over,1
2023-03-31,2023,1,Asylum application raised,Ethiopia,Africa Sub-Saharan,Main applicant,UASC,Female,17 and under,1
2023-03-31,2023,1,Asylum application raised,"Gambia, The",Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,2
2023-03-31,2023,1,Asylum application raised,"Gambia, The",Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,2
2023-03-31,2023,1,Asylum application raised,Georgia,Europe Other,Dependant,Non-UASC,Female,25 to 39,2
2023-03-31,2023,1,Asylum application raised,Georgia,Europe Other,Main applicant,Non-UASC,Male,18 to 24,2
2023-03-31,2023,1,Asylum application raised,Georgia,Europe Other,Main applicant,Non-UASC,Female,25 to 39,2
2023-03-31,2023,1,Asylum application raised,Georgia,Europe Other,Main applicant,Non-UASC,Male,25 to 39,20
2023-03-31,2023,1,Asylum application raised,Georgia,Europe Other,Main applicant,Non-UASC,Female,40 and over,1
2023-03-31,2023,1,Asylum application raised,Georgia,Europe Other,Main applicant,Non-UASC,Male,40 and over,10
2023-03-31,2023,1,Asylum application raised,Ghana,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,2
2023-03-31,2023,1,Asylum application raised,Guinea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,18 to 24,3
2023-03-31,2023,1,Asylum application raised,Guinea,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,2
2023-03-31,2023,1,Asylum application raised,India,Asia South,Dependant,Non-UASC,Female,17 and under,1
2023-03-31,2023,1,Asylum application raised,India,Asia South,Dependant,Non-UASC,Male,17 and under,4
2023-03-31,2023,1,Asylum application raised,India,Asia South,Dependant,Non-UASC,Female,25 to 39,1
2023-03-31,2023,1,Asylum application raised,India,Asia South,Dependant,Non-UASC,Female,40 and over,1
2023-03-31,2023,1,Asylum application raised,India,Asia South,Main applicant,Non-UASC,Female,17 and under,1
2023-03-31,2023,1,Asylum application raised,India,Asia South,Main applicant,Non-UASC,Male,17 and under,3
2023-03-31,2023,1,Asylum application raised,India,Asia South,Main applicant,Non-UASC,Unknown,18 to 24,3
2023-03-31,2023,1,Asylum application raised,India,Asia South,Main applicant,Non-UASC,Male,18 to 24,265
2023-03-31,2023,1,Asylum application raised,India,Asia South,Main applicant,Non-UASC,Unknown,25 to 39,1
2023-03-31,2023,1,Asylum application raised,India,Asia South,Main applicant,Non-UASC,Female,25 to 39,5
2023-03-31,2023,1,Asylum application raised,India,Asia South,Main applicant,Non-UASC,Male,25 to 39,306
2023-03-31,2023,1,Asylum application raised,India,Asia South,Main applicant,Non-UASC,Female,40 and over,2
2023-03-31,2023,1,Asylum application raised,India,Asia South,Main applicant,Non-UASC,Male,40 and over,69
2023-03-31,2023,1,Asylum application raised,India,Asia South,Main applicant,UASC,Male,18 to 24,1
2023-03-31,2023,1,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Unknown,17 and under,1
2023-03-31,2023,1,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Female,17 and under,26
2023-03-31,2023,1,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Male,17 and under,30
2023-03-31,2023,1,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Female,18 to 24,4
2023-03-31,2023,1,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Female,25 to 39,29
2023-03-31,2023,1,Asylum application raised,Iran,Middle East,Dependant,Non-UASC,Female,40 and over,6
2023-03-31,2023,1,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Female,17 and under,1
2023-03-31,2023,1,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Male,17 and under,10
2023-03-31,2023,1,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Female,18 to 24,7
2023-03-31,2023,1,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Male,18 to 24,75
2023-03-31,2023,1,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Unknown,25 to 39,6
2023-03-31,2023,1,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Female,25 to 39,21
2023-03-31,2023,1,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Male,25 to 39,210
2023-03-31,2023,1,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Female,40 and over,14
2023-03-31,2023,1,Asylum application raised,Iran,Middle East,Main applicant,Non-UASC,Male,40 and over,65
2023-03-31,2023,1,Asylum application raised,Iran,Middle East,Main applicant,UASC,Female,17 and under,1
2023-03-31,2023,1,Asylum application raised,Iran,Middle East,Main applicant,UASC,Male,17 and under,23
2023-03-31,2023,1,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Female,17 and under,26
2023-03-31,2023,1,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Male,17 and under,36
2023-03-31,2023,1,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Female,18 to 24,6
2023-03-31,2023,1,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Male,25 to 39,2
2023-03-31,2023,1,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Female,25 to 39,27
2023-03-31,2023,1,Asylum application raised,Iraq,Middle East,Dependant,Non-UASC,Female,40 and over,8
2023-03-31,2023,1,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Male,17 and under,2
2023-03-31,2023,1,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Female,17 and under,3
2023-03-31,2023,1,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Female,18 to 24,4
2023-03-31,2023,1,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Male,18 to 24,80
2023-03-31,2023,1,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Female,25 to 39,28
2023-03-31,2023,1,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Male,25 to 39,81
2023-03-31,2023,1,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Female,40 and over,4
2023-03-31,2023,1,Asylum application raised,Iraq,Middle East,Main applicant,Non-UASC,Male,40 and over,27
2023-03-31,2023,1,Asylum application raised,Iraq,Middle East,Main applicant,UASC,Male,17 and under,4
2023-03-31,2023,1,Asylum application raised,Ivory Coast,Africa Sub-Saharan,Main applicant,Non-UASC,Male,17 and under,1
2023-03-31,2023,1,Asylum application raised,Kuwait,Middle East,Dependant,Non-UASC,Male,17 and under,7
2023-03-31,2023,1,Asylum application raised,Kuwait,Middle East,Dependant,Non-UASC,Female,18 to 24,1
2023-03-31,2023,1,Asylum application raised,Kuwait,Middle East,Dependant,Non-UASC,Female,25 to 39,1
2023-03-31,2023,1,Asylum application raised,Kuwait,Middle East,Dependant,Non-UASC,Female,40 and over,1
2023-03-31,2023,1,Asylum application raised,Kuwait,Middle East,Main applicant,Non-UASC,Male,18 to 24,6
2023-03-31,2023,1,Asylum application raised,Kuwait,Middle East,Main applicant,Non-UASC,Male,25 to 39,13
2023-03-31,2023,1,Asylum application raised,Kuwait,Middle East,Main applicant,Non-UASC,Male,40 and over,7
2023-03-31,2023,1,Asylum application raised,Kuwait,Middle East,Main applicant,UASC,Male,17 and under,1
2023-03-31,2023,1,Asylum application raised,Lebanon,Middle East,Main applicant,Non-UASC,Male,25 to 39,2
2023-03-31,2023,1,Asylum application raised,Libya,Africa North,Dependant,Non-UASC,Female,18 to 24,1
2023-03-31,2023,1,Asylum application raised,Libya,Africa North,Main applicant,Non-UASC,Male,18 to 24,6
2023-03-31,2023,1,Asylum application raised,Libya,Africa North,Main applicant,Non-UASC,Female,25 to 39,1
2023-03-31,2023,1,Asylum application raised,Libya,Africa North,Main applicant,Non-UASC,Male,25 to 39,16
2023-03-31,2023,1,Asylum application raised,Libya,Africa North,Main applicant,Non-UASC,Male,40 and over,3
2023-03-31,2023,1,Asylum application raised,Libya,Africa North,Main applicant,UASC,Male,17 and under,1
2023-03-31,2023,1,Asylum application raised,Mali,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,1
2023-03-31,2023,1,Asylum application raised,Moldova,Europe Other,Dependant,Non-UASC,Female,18 to 24,1
2023-03-31,2023,1,Asylum application raised,Morocco,Africa North,Main applicant,Non-UASC,Male,17 and under,1
2023-03-31,2023,1,Asylum application raised,Morocco,Africa North,Main applicant,Non-UASC,Male,18 to 24,1
2023-03-31,2023,1,Asylum application raised,Morocco,Africa North,Main applicant,Non-UASC,Male,25 to 39,1
2023-03-31,2023,1,Asylum application raised,Morocco,Africa North,Main applicant,UASC,Male,17 and under,2
2023-03-31,2023,1,Asylum application raised,Nigeria,Africa Sub-Saharan,Main applicant,Non-UASC,Male,17 and under,2
2023-03-31,2023,1,Asylum application raised,Nigeria,Africa Sub-Saharan,Main applicant,Non-UASC,Female,25 to 39,1
2023-03-31,2023,1,Asylum application raised,Nigeria,Africa Sub-Saharan,Main applicant,Non-UASC,Male,25 to 39,2
2023-03-31,2023,1,Asylum application raised,Occupied Palestinian Territories,Middle East,Main applicant,Non-UASC,Male,25 to 39,3
2023-03-31,2023,1,Asylum application raised,Occupied Palestinian Territories,Middle East,Main applicant,Non-UASC,Male,40 and over,1
2023-03-31,2023,1,Asylum application raised,Pakistan,Asia South,Main applicant,Non-UASC,Male,18 to 24,3
2023-03-31,2023,1,Asylum application raised,Pakistan,Asia South,Main applicant,Non-UASC,Male,25 to 39,13
2023-03-31,2023,1,Asylum application raised,Pakistan,Asia South,Main applicant,Non-UASC,Male,40 and over,2
